學年度,學期,課程大類,標籤描述,課程名稱,科系,學院,學分,教師姓名,星期,起始節次,地點,飽和度,中籤率,全英,Cluster,教學大綱連結
113,2,系所,🎓 專題/論文,平面顯示器原理與電路設計,外校碩士課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,日語(一),外校碩士課程,日間部,4.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,羅馬帝國：從創建、極盛到轉型,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,創意學經濟,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,王陽明帶你打土匪：明朝心學的智慧發展史,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,人際關係與社會互動,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,特殊學生家庭專題研究,外校碩士課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,神經生物學,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,通路策略,外校碩士課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,三維積體電路,外校碩士課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,順序控制與實習,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,資料處理與統計分析,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,日本史(二),外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,臺灣史,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,西洋近古史(二),外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,世界通史,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,中臺灣的山海文化,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,史學方法,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,畫史與畫論,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,臺灣原住民史,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,中國社會史,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,臺灣家族史,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,會計學實習(二),外校大學課程,日間部,0.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,會計學(二),外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,中階西班牙文(二),外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,作業研究,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,電磁學二,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,刑法分則(二),外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,行政法(二),外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,身分法實例研習,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,德國法學導論,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,智慧財產權法,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,專利法,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,法學緒論(二),外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,經濟學概論,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,民意調查,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,微分方程,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,個別化教育計畫的理念與實施,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,社會語言學,外校大學課程,進修部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,企業倫理與社會責任,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,民用航空法,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,民法債編總論(二),外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,民法物權(二),外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,數值分析(一),外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,性諮商研究與實務,外校碩士課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,兒童遊戲治療,外校碩士課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,伴侶與家族諮商,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,社會安全網計畫與實務,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,足球,外校碩士課程,日間部,1.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,職場倫理,外校博士課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,工程測量,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,刑法總則(二),外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,智慧財產權法,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,複變函數論,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,統計學,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,超大型積體電路訊號處理架構設計,外校碩士課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,現代詩創作專題,外校博士課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,手球,外校大學課程,日間部,1.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,基本通訊實驗,外校大學課程,日間部,1.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,數位訊號處理,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,運動管理學,外校大學課程,日間部,3.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,🎓 專題/論文,國學導讀,外校大學課程,日間部,2.0,校際教師,0,0,,0.0,1.0,0,1,
113,2,系所,📝 一般選修,刑事政策專題研究,公共事務夜碩一,,2.0,劉青峰,4,10,公研C,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78066_1SPPCE162920.pdf
113,2,系所,🔥 熱門選修,國際機構與制度專題研究,公共事務與公民教育學系,社會科學暨體育學院,3.0,劉青峰,3,3,公研C,0.35,1.142857143,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78065_1SPPC2156730.pdf
113,2,系所,📝 一般選修,地方治理專題研究,公共事務夜碩一,,2.0,劉兆隆,2,10,公研C,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78064_1SPPCE149020.pdf
113,2,系所,🎓 專題/論文,論文,公共事務夜碩二,,0.0,論文,0,0,,0.0,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78063_1SPPCE146400.pdf
113,2,系所,🎓 專題/論文,論文指導,公共事務夜碩二,,4.0,論文,0,0,,0.0,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78062_1SPPCE146340.pdf
113,2,系所,📝 一般選修,地方財政專題研究,公共事務夜碩一,,2.0,張嘉仁,1,10,公研C,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78061_1SPPCE159120.pdf
113,2,系所,📝 一般選修,人權專題研究,公共事務夜碩一,,2.0,洪翠娥,5,10,公研C,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78060_1SPPCE144320.pdf
113,2,系所,📝 一般選修,當前公共治理專題研究,公共事務夜碩一,,2.0,黃建銘,3,10,公研C,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78059_1SPPCE148120.pdf
113,2,系所,📝 一般選修,社區營造專題研究,公共事務夜碩一,,2.0,鄭依萍,3,10,公研C,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78057_1SPPCE145220.pdf
113,2,系所,📝 一般選修,國際現勢專題研究,公共事務夜碩一,,2.0,李其澤,2,10,公研C,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78056_1SPPCE160420.pdf
113,2,系所,🎓 專題/論文,論文,公共事務與公民教育學系,社會科學暨體育學院,0.0,論文,0,0,,0.25,3.2,0,1,
113,2,系所,🎓 專題/論文,論文指導(二),公共事務與公民教育學系,社會科學暨體育學院,3.0,論文,0,0,,0.2,2.25,0,1,
113,2,系所,📝 一般選修,社會科學質化研究方法,公共事務與公民教育學系,社會科學暨體育學院,3.0,鄭依萍,4,7,公研A,0.3,1.166666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78053_1SPPC2009230.pdf
113,2,系所,🔥 熱門選修,行政法專題研究,公共事務與公民教育學系,社會科學暨體育學院,3.0,魏培軒,4,2,公研A,0.7,1.285714286,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78052_1SPPC2001130.pdf
113,2,系所,📝 一般選修,國際關係專題研究,公共事務與公民教育學系,社會科學暨體育學院,3.0,李其澤,3,7,公研A,0.25,1.4,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78051_1SPPC2004430.pdf
113,2,系所,📝 一般選修,比較政治理論專題研究,公共事務與公民教育學系,社會科學暨體育學院,3.0,劉兆隆,2,5,公研A,0.25,1.4,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78050_1SPPC2150830.pdf
113,2,系所,📝 一般選修,租稅法專題研究,公共事務與公民教育學系,社會科學暨體育學院,3.0,張嘉仁,5,5,公研A,0.1,1.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78049_1SPPC2155530.pdf
113,2,系所,📝 一般選修,災害管理專題研究,公共事務與公民教育學系,社會科學暨體育學院,3.0,吳介英,1,5,公研A,0.2,1.75,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78048_1SPPC2156130.pdf
113,2,系所,🎓 專題/論文,人權專題研究,公共事務與公民教育學系,社會科學暨體育學院,3.0,洪翠娥,1,2,公研A,0.15,1.333333333,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78047_1SPPC2004930.pdf
113,2,系所,📝 一般選修,公法實例研習,公共事務與公民教育學系,社會科學暨體育學院,2.0,魏培軒,3,7,T102,0.4,1.15,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78046_1SPPC0160120.pdf
113,2,系所,🔥 熱門選修,法學德文(一),公共事務與公民教育學系,社會科學暨體育學院,2.0,林玫君,2,5,T301,0.24,1.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78045_1SPPC0151820.pdf
113,2,系所,🔥 熱門選修,社會心理學,公共事務與公民教育學系,社會科學暨體育學院,2.0,鄭依萍,1,5,T204,0.74,1.27027027,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78044_1SPPC0137020.pdf
113,2,系所,🔥 熱門選修,民事訴訟法(二),公共事務與公民教育學系,社會科學暨體育學院,2.0,何志揚,1,3,T204,0.06,3.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78043_1SPPC0134820.pdf
113,2,系所,🎓 專題/論文,民事訴訟法(一),公共事務與公民教育學系,社會科學暨體育學院,2.0,何志揚,1,1,T204,0.06,4.666666667,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78042_1SPPC0134720.pdf
113,2,系所,🔥 熱門選修,公民科教學實習,公共事務與公民教育學系,社會科學暨體育學院,2.0,鄭依萍,5,5,公研C,0.48,1.041666667,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78041_1SPPC0141320.pdf
113,2,系所,🔥 熱門選修,統計學,公共事務與公民教育學系,社會科學暨體育學院,2.0,張嘉仁,5,3,T304,0.36,1.111111111,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78040_1SPPC0132320.pdf
113,2,系所,🔥 熱門選修,行政法(二),公共事務與公民教育學系,社會科學暨體育學院,2.0,魏培軒,4,5,T101,0.4,1.65,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78039_1SPPC0141120.pdf
113,2,系所,🔥 熱門選修,地方治理,公共事務與公民教育學系,社會科學暨體育學院,2.0,劉兆隆,4,3,T102,0.42,1.19047619,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78038_1SPPC0132920.pdf
113,2,系所,📝 一般選修,刑法(二),公共事務與公民教育學系,社會科學暨體育學院,2.0,劉青峰,3,7,T304,0.46,1.086956522,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78037_1SPPC0134220.pdf
113,2,系所,🔥 熱門選修,財政學,公共事務與公民教育學系,社會科學暨體育學院,2.0,張嘉仁,3,5,T102,0.26,1.384615385,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78036_1SPPC0132820.pdf
113,2,系所,🔥 熱門選修,中國大陸研究,公共事務與公民教育學系,社會科學暨體育學院,2.0,劉兆隆,3,3,T304,0.36,1.722222222,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78035_1SPPC0134520.pdf
113,2,系所,📝 一般選修,文化人類學,公共事務與公民教育學系,社會科學暨體育學院,2.0,鄭依萍,2,7,T204,0.48,1.458333333,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78034_1SPPC0133520.pdf
113,2,系所,📝 一般選修,總體經濟學,公共事務與公民教育學系,社會科學暨體育學院,2.0,張嘉仁,4,7,T304,0.44,1.545454545,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78033_1SPPC0132720.pdf
113,2,系所,🔥 熱門選修,公共管理,公共事務與公民教育學系,社會科學暨體育學院,2.0,李長晏,2,3,T204,0.44,1.090909091,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78032_1SPPC0132220.pdf
113,2,系所,🔥 熱門選修,綜合活動學習領域概論,公共事務與公民教育學系,社會科學暨體育學院,2.0,劉恬妏,6,5,T101,0.08,2.25,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78031_1SPPC0154920.pdf
113,2,系所,🔥 熱門選修,營地規劃與經營,公共事務與公民教育學系,社會科學暨體育學院,2.0,劉恬妏,6,1,T101,0.1,1.6,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78030_1SPPC0158320.pdf
113,2,系所,🔥 熱門選修,倫理學,公共事務與公民教育學系,社會科學暨體育學院,2.0,洪翠娥,5,3,T204,0.36,2.388888889,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78029_1SPPC0131920.pdf
113,2,系所,📝 一般選修,少年事件處理法,公共事務與公民教育學系,社會科學暨體育學院,2.0,劉青峰,4,7,T006,0.46,2.260869565,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78028_1SPPC0162320.pdf
113,2,系所,🔥 熱門選修,比較公民教育,公共事務與公民教育學系,社會科學暨體育學院,2.0,鄭依萍,4,5,T204,0.34,1.411764706,0,0,
113,2,系所,🔥 熱門選修,臺灣文化導論,公共事務與公民教育學系,社會科學暨體育學院,2.0,李宗信,4,3,T304,0.38,1.368421053,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78026_1SPPC0146520.pdf
113,2,系所,📝 一般選修,公共預算與財務管理,公共事務與公民教育學系,社會科學暨體育學院,2.0,張嘉仁,3,7,T204,0.2,1.8,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78025_1SPPC0137220.pdf
113,2,系所,🔥 熱門選修,比較政府與政治,公共事務與公民教育學系,社會科學暨體育學院,2.0,劉兆隆,3,5,T304,0.62,1.64516129,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78024_1SPPC0131020.pdf
113,2,系所,🔥 熱門選修,公共政策(二),公共事務與公民教育學系,社會科學暨體育學院,2.0,黃建銘,3,3,T204,0.28,1.5,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78023_1SPPC0131520.pdf
113,2,系所,📝 一般選修,野外生活技能,公共事務與公民教育學系,社會科學暨體育學院,2.0,梁峻晢,2,12,T204,0.1,2.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78022_1SPPC0156320.pdf
113,2,系所,📝 一般選修,自然體驗,公共事務與公民教育學系,社會科學暨體育學院,2.0,連怡斌,5,8,T204,0.12,1.666666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78021_1SPPC0156420.pdf
113,2,系所,📝 一般選修,社會領域探究與實作專題,公共事務與公民教育學系,社會科學暨體育學院,2.0,李佳浤,2,7,T304,0.26,1.384615385,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78020_1SPPC0157520.pdf
113,2,系所,🔥 熱門選修,心理學,公共事務與公民教育學系,社會科學暨體育學院,2.0,王智弘,2,5,T304,0.36,1.055555556,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78019_1SPPC0131220.pdf
113,2,系所,🔥 熱門選修,外交政策分析,公共事務與公民教育學系,社會科學暨體育學院,2.0,李其澤,2,5,T204,0.28,1.071428571,0,0,
113,2,系所,🔥 熱門選修,社會科學專題研究,公共事務與公民教育學系,社會科學暨體育學院,2.0,李長晏,2,1,T204,0.64,1.0625,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78017_1SPPC0159720.pdf
113,2,系所,📝 一般選修,民法(二),公共事務與公民教育學系,社會科學暨體育學院,2.0,林玫君,1,7,T204,0.6,1.2,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78016_1SPPC0133920.pdf
113,2,系所,🔥 熱門選修,現行考銓制度,公共事務與公民教育學系,社會科學暨體育學院,2.0,黃建銘,1,5,T304,0.3,1.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78015_1SPPC0135120.pdf
113,2,系所,🎓 專題/論文,公民社會,公共事務與公民教育學系,社會科學暨體育學院,2.0,劉雅倫,1,1,T304,0.34,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78014_1SPPC0131720.pdf
113,2,系所,🔥 熱門選修,經濟學(二),公共事務與公民教育學系,社會科學暨體育學院,2.0,張嘉仁,5,1,T101,0.98,1.163265306,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78013_1SPPC0000320.pdf
113,2,系所,📝 一般選修,中華民國憲法(二),公共事務與公民教育學系,社會科學暨體育學院,2.0,魏培軒,4,7,T101,1.0,1.24,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78012_1SPPC0000720.pdf
113,2,系所,🔥 熱門選修,世界史,公共事務與公民教育學系,社會科學暨體育學院,2.0,李進億,4,5,T304,0.5,1.96,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78011_1SPPC0142120.pdf
113,2,系所,🔥 熱門選修,人權教育,公共事務與公民教育學系,社會科學暨體育學院,2.0,洪翠娥,4,3,T204,0.68,0.970588235,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78010_1SPPC0133220.pdf
113,2,系所,📝 一般選修,休閒教育,公共事務與公民教育學系,社會科學暨體育學院,2.0,陳美娟,3,8,T206,0.08,3.25,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78009_1SPPC0158220.pdf
113,2,系所,📝 一般選修,政治學(二),公共事務與公民教育學系,社會科學暨體育學院,2.0,劉兆隆,3,7,T104,0.96,1.291666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78008_1SPPC0000920.pdf
113,2,系所,🔥 熱門選修,世界地理,公共事務與公民教育學系,社會科學暨體育學院,2.0,郭基賢,3,5,T204,0.36,0.944444444,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78007_1SPPC0142220.pdf
113,2,系所,🔥 熱門選修,地圖學,公共事務與公民教育學系,社會科學暨體育學院,2.0,郭基賢,3,3,電二教室,0.1,2.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78006_1SPPC0142320.pdf
113,2,系所,🔥 熱門選修,社會學(二),公共事務與公民教育學系,社會科學暨體育學院,2.0,鄭依萍,2,5,T104,0.96,1.083333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78005_1SPPC0001520.pdf
113,2,系所,📝 一般選修,國際關係,公共事務與公民教育學系,社會科學暨體育學院,2.0,李其澤,1,7,T302,0.94,1.106382979,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78004_1SPPC0000120.pdf
113,2,系所,🔥 熱門選修,法學緒論,公共事務與公民教育學系,社會科學暨體育學院,2.0,林玫君,1,5,T302,1.02,1.411764706,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78003_1SPPC0000420.pdf
113,2,系所,🔥 熱門選修,行政學(二),公共事務與公民教育學系,社會科學暨體育學院,2.0,黃建銘,1,3,T304,0.56,1.392857143,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78002_1SPPC0001120.pdf
113,2,系所,🔥 熱門選修,人工智慧及其應用,公共事務與公民教育學系,社會科學暨體育學院,2.0,劉青峰,3,1,電一教室,0.0,1.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78001_0CCGE0181420.pdf
113,2,系所,🎓 專題/論文,論文,運動健康研究所,社會科學暨體育學院,0.0,論文,0,0,,0.05,10.0,0,1,
113,2,系所,🎓 專題/論文,論文指導(二),運動健康研究所,社會科學暨體育學院,3.0,論文,0,0,,0.15,2.0,0,1,
113,2,系所,📝 一般選修,運動健康專題討論,運動健康研究所,社會科學暨體育學院,1.0,王信民楊亮梅張家昌曾文培陳美華,5,9,體育教室二,0.2,1.75,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/77008_1SPSH2113310.pdf
113,2,系所,📝 一般選修,運動健康專題討論,運動健康研究所,社會科學暨體育學院,1.0,王信民楊亮梅張家昌曾文培陳美華,5,8,體育教室二,0.3,1.333333333,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/77007_1SPSH2113310.pdf
113,2,系所,📝 一般選修,運動社會心理學研究,運動健康研究所,社會科學暨體育學院,3.0,陳美華,5,5,體育教室一,0.25,0.8,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/77006_1SPSH2114030.pdf
113,2,系所,🔥 熱門選修,運動復健專題研究,運動健康研究所,社會科學暨體育學院,3.0,陳怡汶,5,2,體育教室四,0.5,0.9,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/77005_1SPSH2104330.pdf
113,2,系所,📝 一般選修,健身運動心理學專題研究,運動健康研究所,社會科學暨體育學院,3.0,陳美華,2,5,體育教室一,0.05,3.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/77004_1SPSH2003130.pdf
113,2,系所,📝 一般選修,運動處方研究,運動學系,社會科學暨體育學院,3.0,蔡忠昌,3,6,體育教室二,0.1,1.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71062_1SPPE2143030.pdf
113,2,系所,🎓 專題/論文,論文,運動學系,社會科學暨體育學院,0.0,論文,0,0,,0.0,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71061_1SPPEE136200.pdf
113,2,系所,🎓 專題/論文,論文指導,運動學系,社會科學暨體育學院,4.0,論文,0,0,,0.0,1.0,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71060_1SPPEE137640.pdf
113,2,系所,📝 一般選修,運動與健康休閒專題討論,運動學系,社會科學暨體育學院,1.0,江勁彥,3,11,體育教室二,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71059_1SPPEE139410.pdf
113,2,系所,📝 一般選修,運動心理學研究,運動學系,社會科學暨體育學院,3.0,陳美華,4,11,體育教室一,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71058_1SPPEE139930.pdf
113,2,系所,📝 一般選修,運動與健康休閒研究法,運動學系,社會科學暨體育學院,3.0,陳珍德,2,11,體育教室一,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71057_1SPPEE135730.pdf
