學年度,學期,課程大類,標籤描述,課程名稱,科系,學院,學分,教師姓名,星期,起始節次,地點,飽和度,中籤率,全英,Cluster,教學大綱連結
112,1,系所,🔥 熱門選修,高級英文寫作,科技與兒少英語研究所,文學院,3.0,吳保霖,4,2,兒研2,0.4,1.125,0,0,
112,1,系所,📝 一般選修,藝術在生活中的實踐,美術學系,文學院,2.0,張敏琪,4,8,T201,0.24,2.166666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44069_1ARDA0177320.pdf
112,1,系所,📝 一般選修,書法(一),美術學系,文學院,2.0,魯漢平,4,10,15104 水墨教室,0.52,1.692307692,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44067_1ARDA0128620.pdf
112,1,系所,📝 一般選修,論文指導(一),美術學系,文學院,3.0,論文,6,5,藝教1,0.3,1.166666667,0,2,
112,1,系所,🔥 熱門選修,碩士論文,美術學系,文學院,0.0,論文,6,2,藝教1,0.1,3.0,0,0,
112,1,系所,📝 一般選修,論文指導(一),美術學系,文學院,3.0,論文,6,5,美碩創作教室,0.15,3.0,0,2,
112,1,系所,🔥 熱門選修,碩士論文,美術學系,文學院,0.0,論文,6,2,美碩創作教室,0.4,2.0,0,0,
112,1,系所,📝 一般選修,跨領域藝術教育研究,美術學系,文學院,3.0,鄭明憲,2,5,藝教1,0.4,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44062_1ARDA2146330.pdf
112,1,系所,🎓 專題/論文,進階藝術教育專題研究(二),美術學系,文學院,3.0,王麗雁李靜芳,2,2,藝教2,0.25,1.4,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44061_1ARDA2023630.pdf
112,1,系所,🔥 熱門選修,藝術治療,美術學系,文學院,3.0,吳明富,4,2,A302,0.4,3.125,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44060_1ARDA2151330.pdf
112,1,系所,📝 一般選修,藝術教育研究法,美術學系,文學院,3.0,李靜芳,2,8,T303,0.3,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44059_1ARDA2063030.pdf
112,1,系所,📝 一般選修,藝術教育史研究,美術學系,文學院,3.0,王麗雁,2,5,藝教2,0.3,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44058_1ARDA2024730.pdf
112,1,系所,📝 一般選修,當代藝術教育思潮,美術學系,文學院,3.0,鄭明憲,3,5,藝教1,0.3,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44057_1ARDA2142330.pdf
112,1,系所,📝 一般選修,藝術史、藝評與策展,美術學系,文學院,3.0,王曼萍,1,5,美碩創作教室,0.4,1.75,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44056_1ARDA2122730.pdf
112,1,系所,📝 一般選修,複合媒材創作研究(一),美術學系,文學院,3.0,陳松志,5,5,美碩創作教室,0.4,1.25,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44055_1ARDA2122330.pdf
112,1,系所,📝 一般選修,當代藝術思潮,美術學系,文學院,3.0,吳介祥,4,5,美碩創作教室,0.5,1.7,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44054_1ARDA2029530.pdf
112,1,系所,🔥 熱門選修,東方媒材創作專題研究(一),美術學系,文學院,3.0,魯漢平,4,2,15105 美術系會議室,0.1,2.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44053_1ARDA2181030.pdf
112,1,系所,📝 一般選修,藝術展演形態研究(一),美術學系,文學院,3.0,陳冠君,3,5,美碩創作教室,0.45,1.111111111,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44052_1ARDA2082230.pdf
112,1,系所,📝 一般選修,繪畫創作專題研究(一),美術學系,文學院,3.0,陳世強,2,6,美碩創作教室,0.4,1.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44051_1ARDA2119830.pdf
112,1,系所,🔥 熱門選修,畢業專題(一),美術學系,文學院,3.0,吳介祥陳松志陳一凡劉宗榮謝欣耘歐慧宜王曼萍王振瑋許瑜庭魯漢平陳世強陳誼嘉,6,5,15102 大四工作室,0.8,1.05,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44050_1ARDA0179730.pdf
112,1,系所,📝 一般選修,美術科教學實習,美術學系,文學院,2.0,鍾政岳,5,10,T201,0.36,1.111111111,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44048_1ARDA0164120.pdf
112,1,系所,🔥 熱門選修,藝術職能實務,美術學系,文學院,2.0,陳松志,4,5,16102小理論教室,0.74,1.081081081,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44047_1ARDA0171120.pdf
112,1,系所,🔥 熱門選修,跨媒體藝術創作(一),美術學系,文學院,3.0,陳松志,4,2,美碩創作教室,0.2,0.9,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44046_1ARDA0167330.pdf
112,1,系所,📝 一般選修,3D電腦繪圖,美術學系,文學院,3.0,邱文正,1,5,16202電腦教室二,1.1,0.909090909,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44045_1ARDA0137230.pdf
112,1,系所,📝 一般選修,繪畫創作專題(一),美術學系,文學院,3.0,劉宗榮,5,6,16205大三工作室 08 16102小理論教室,0.02,9.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44044_1ARDA0135830.pdf
112,1,系所,📝 一般選修,繪畫創作專題(一),美術學系,文學院,3.0,劉宗榮,5,6,16205大三工作室 08 16102小理論教室,0.02,9.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44044_1ARDA0135830.pdf
112,1,系所,🔥 熱門選修,陶藝(三),美術學系,文學院,3.0,林墡瑛,5,2,16106陶藝教室,1.0,0.85,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44043_1ARDA0135430.pdf
112,1,系所,🔥 熱門選修,版畫(一),美術學系,文學院,3.0,黃承德,5,2,16103版畫教室,0.52,0.846153846,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44042_1ARDA0129930.pdf
112,1,系所,🔥 熱門選修,電腦多媒體設計(二),美術學系,文學院,3.0,邱文正,5,2,16202電腦教室二,0.333333333,1.1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44041_1ARDA0176330.pdf
112,1,系所,🔒 系上必修 (預代),作品與論文評鑑(一),美術學系,文學院,1.0,歐慧宜,6,3,16205大三工作室,0.02,40.0,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44040_1ARDA0176910.pdf
112,1,系所,🔒 系上必修 (預代),美學,美術學系,文學院,2.0,吳介祥,4,8,16203大理論教室,0.04,24.0,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44039_1ARDA0169920.pdf
112,1,系所,🔥 熱門選修,文化創意產業概論,美術學系,文學院,2.0,歐慧宜,4,5,16202電腦教室二,0.04,11.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44038_1ARDA0160620.pdf
112,1,系所,🔥 熱門選修,東方媒材創作專題(一),美術學系,文學院,3.0,許瑜庭,4,5,15104 水墨教室,0.08,2.25,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44037_1ARDA0180130.pdf
112,1,系所,🔥 熱門選修,美術科教材教法,美術學系,文學院,3.0,李靜芳,4,2,T201,0.3,1.533333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44036_1ARDA0159230.pdf
112,1,系所,🔥 熱門選修,雕塑(三),美術學系,文學院,3.0,王振瑋,4,2,16105雕塑教室,0.44,1.090909091,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44035_1ARDA0135330.pdf
112,1,系所,📝 一般選修,文創產品設計(一),美術學系,文學院,3.0,歐慧宜,3,5,16102小理論教室,0.5,1.066666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44034_1ARDA0167130.pdf
112,1,系所,🔒 系上必修 (預代),社會、文化與媒體,美術學系,文學院,3.0,王曼萍,3,5,T201,0.02,36.0,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44033_1ARDA0112430.pdf
112,1,系所,🔒 系上必修 (預代),跨領域視覺藝術教育,美術學系,文學院,3.0,鄭明憲,3,2,T201,0.02,32.0,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44032_1ARDA0180030.pdf
112,1,系所,📝 一般選修,設計專題(一),美術學系,文學院,3.0,歐慧宜,2,10,16202電腦教室二,0.6,1.222222222,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44031_1ARDA0135730.pdf
112,1,系所,📝 一般選修,攝影(三),美術學系,文學院,3.0,李旭彬,2,8,攝影教室,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44030_1ARDA0172230.pdf
112,1,系所,🔒 系上必修 (預代),當代藝術,美術學系,文學院,3.0,吳介祥,2,5,16203大理論教室,0.02,44.0,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44029_1ARDA0010130.pdf
112,1,系所,🔥 熱門選修,藝術課程發展與學習評量,美術學系,文學院,3.0,鄭明憲,2,2,16102小理論教室,0.3,1.466666667,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44028_1ARDA0177730.pdf
112,1,系所,🔥 熱門選修,書法與篆刻創作(一),美術學系,文學院,2.0,魯漢平,1,5,15105 美術系會議室,0.14,1.571428571,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44027_1ARDA0162220.pdf
112,1,系所,🔥 熱門選修,色彩學,美術學系,文學院,2.0,歐慧宜,4,3,16102小理論教室,0.4,2.416666667,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44026_1ARDA0111520.pdf
112,1,系所,📝 一般選修,影音剪輯(一),美術學系,文學院,3.0,張皓甯,4,10,16202電腦教室二,1.36,0.941176471,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44025_1ARDA0171730.pdf
112,1,系所,📝 一般選修,雕塑(一),美術學系,文學院,3.0,王振瑋,4,5,16105雕塑教室,0.72,1.055555556,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44024_1ARDA0130230.pdf
112,1,系所,🔥 熱門選修,膠彩(三),美術學系,文學院,3.0,許瑜庭,4,0,03-04、14 15104 水墨教室,0.24,0.75,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44023_1ARDA0135130.pdf
112,1,系所,🔥 熱門選修,中國藝術史(二),美術學系,文學院,2.0,李立鈞,3,6,16203大理論教室,0.9,1.133333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44022_1ARDA0169720.pdf
112,1,系所,🔥 熱門選修,西方藝術史(二),美術學系,文學院,2.0,李立鈞,3,0,16203大理論教室,0.96,1.083333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44021_1ARDA0169620.pdf
112,1,系所,🔥 熱門選修,油畫(三),美術學系,文學院,3.0,陳世強,3,2,16206大二工作室,0.366666667,1.636363636,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44020_1ARDA0134930.pdf
112,1,系所,📝 一般選修,陶藝(一),美術學系,文學院,3.0,林墡瑛,2,11,16106陶藝教室,1.65,0.848484848,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44019_1ARDA0130330.pdf
112,1,系所,📝 一般選修,攝影(一),美術學系,文學院,3.0,李旭彬,2,5,攝影教室,0.933333333,1.178571429,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44018_1ARDA0170230.pdf
112,1,系所,📝 一般選修,3D電腦動畫(一),美術學系,文學院,3.0,陳冠君,2,5,16201電腦教室一,0.0,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44017_1ARDA0166630.pdf
112,1,系所,📝 一般選修,繪本設計(一),美術學系,文學院,3.0,謝欣耘,1,8,16102小理論教室,1.066666667,1.15625,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44016_1ARDA0180530.pdf
112,1,系所,📝 一般選修,插畫創作(一),美術學系,文學院,3.0,謝欣耘,1,5,16102小理論教室,0.833333333,1.4,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44015_1ARDA0180330.pdf
112,1,系所,🔥 熱門選修,水墨媒材與造型(一),美術學系,文學院,3.0,魯漢平,1,2,15104 水墨教室,0.38,1.315789474,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44014_1ARDA0166430.pdf
112,1,系所,🔥 熱門選修,油畫(一)A,美術學系,文學院,3.0,劉宗榮,5,0,03-04、14 16101素描教室,0.766666667,1.173913043,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44013_1ARDA0179230.pdf
112,1,系所,🔥 熱門選修,台灣藝術史,美術學系,文學院,3.0,張敏琪,4,5,T201,0.82,1.365853659,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44011_1ARDA0097130.pdf
112,1,系所,🔥 熱門選修,認知與藝術發展,美術學系,文學院,3.0,王麗雁,4,2,16203大理論教室,0.46,1.347826087,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44010_1ARDA0059630.pdf
112,1,系所,📝 一般選修,水彩(一)A,美術學系,文學院,3.0,陳世強,3,5,16101素描教室,0.666666667,1.3,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44009_1ARDA0128430.pdf
112,1,系所,🔥 熱門選修,電腦繪圖概論,美術學系,文學院,3.0,陳冠君,3,2,16202電腦教室二,0.8,1.03125,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44008_1ARDA0165730.pdf
112,1,系所,📝 一般選修,油畫(一)B,美術學系,文學院,3.0,陳世強,2,11,16101素描教室,0.266666667,1.25,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44007_1ARDA0179330.pdf
112,1,系所,📝 一般選修,素描(一)B,美術學系,文學院,3.0,詹莊軒,1,8,16101素描教室,0.8,1.375,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44006_1ARDA0127730.pdf
112,1,系所,📝 一般選修,素描(一)A,美術學系,文學院,3.0,詹莊軒,1,5,16101素描教室,1.2,1.041666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44005_1ARDA0127630.pdf
112,1,系所,📝 一般選修,水墨(一)A,美術學系,文學院,3.0,朱忠勇,1,11,15104 水墨教室,0.45,2.222222222,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44004_1ARDA0127830.pdf
112,1,系所,📝 一般選修,膠彩(一),美術學系,文學院,3.0,陳誼嘉,1,5,15104 水墨教室,0.1,3.4,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44002_1ARDA0130030.pdf
112,1,系所,🔥 熱門選修,人工智慧及其應用,美術學系,文學院,2.0,王曼萍,2,5,電一教室,0.0,1.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/44001_0CCGE0181420.pdf
112,1,系所,🎓 專題/論文,博士論文,地理學系,文學院,0.0,論文,0,0,,0.0,1.0,0,1,
112,1,系所,🎓 專題/論文,論文指導(一),地理學系,文學院,3.0,論文,0,0,,0.0,1.0,0,1,
112,1,系所,🎓 專題/論文,碩士論文,地理學系,文學院,0.0,論文,0,0,,0.55,1.181818182,0,1,
112,1,系所,🎓 專題/論文,論文指導(一),地理學系,文學院,3.0,論文,0,0,,0.6,0.833333333,0,1,
112,1,系所,📝 一般選修,地理專題討論(一),地理學系,文學院,2.0,蔡衡,4,7,白宮B1,0.1,1.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43029_1ARGR1011820.pdf
112,1,系所,📝 一般選修,專題討論(一),地理學系,文學院,2.0,陳清目,4,7,教學媒體研究室,0.55,1.090909091,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43028_1ARGR2131520.pdf
112,1,系所,📝 一般選修,觀光遊憩環境規劃與設計,地理學系,文學院,3.0,曾宇良,3,6,白宮B1,0.2,1.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43027_1ARGR2139730.pdf
112,1,系所,🔥 熱門選修,都市地理專論,地理學系,文學院,3.0,盧沛文,4,2,教學媒體研究室,0.55,1.818181818,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43026_1ARGR3126330.pdf
112,1,系所,🔥 熱門選修,計量方法選論,地理學系,文學院,3.0,陳清目,3,2,白宮B1,0.5,1.2,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43025_1ARGR3125230.pdf
112,1,系所,📝 一般選修,亞太區域整合與全球化:理論與實際,地理學系,文學院,3.0,朱凌毅,2,6,白宮B1,0.15,3.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43024_1ARGR3128830.pdf
112,1,系所,📝 一般選修,社會領域探究與實作專題,地理學系,文學院,2.0,楊嵐雅,3,12,人文地理教室,0.36,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43023_1ARGR0140920.pdf
112,1,系所,📝 一般選修,地理科教材教法,地理學系,文學院,2.0,楊嵐雅,3,10,人文地理教室,0.36,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43022_1ARGR0002120.pdf
112,1,系所,📝 一般選修,地理思想,地理學系,文學院,3.0,遲恒昌,2,6,人文地理教室,1.04,0.596153846,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43021_1ARGR0009730.pdf
112,1,系所,📝 一般選修,發展地理學,地理學系,文學院,3.0,朱凌毅,1,6,人文地理教室,0.16,1.375,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43020_1ARGR0141030.pdf
112,1,系所,📝 一般選修,地理學研究法,地理學系,文學院,0.0,蔡衡陳清目陳毅青,5,10,自然地理教室,0.44,0.954545455,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43019_1ARGR0140300.pdf
112,1,系所,🔥 熱門選修,政治學,地理學系,文學院,2.0,劉兆隆,4,3,自然地理教室,0.66,1.181818182,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43018_1ARGR0009020.pdf
112,1,系所,🔥 熱門選修,世界史,地理學系,文學院,2.0,李進億,3,3,自然地理教室,0.56,1.535714286,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43017_1ARGR0007920.pdf
112,1,系所,🔥 熱門選修,構造地形學,地理學系,文學院,3.0,蔡衡,2,3,自然地理教室 02 自然地理教室,0.64,1.125,0,0,
112,1,系所,🔥 熱門選修,構造地形學,地理學系,文學院,3.0,蔡衡,2,3,自然地理教室 02 自然地理教室,0.64,1.125,0,0,
112,1,系所,📝 一般選修,交通地理學,地理學系,文學院,3.0,劉漢奎,1,6,自然地理教室,0.7,1.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43015_1ARGR0007430.pdf
112,1,系所,🔥 熱門選修,生態旅遊與永續觀光,地理學系,文學院,3.0,曾宇良,1,2,自然地理教室,0.0,1.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43014_1ARGR0012930.pdf
112,1,系所,🔒 系上必修 (預代),農業地理學,地理學系,文學院,3.0,曾宇良,5,2,繪圖教室,0.02,46.0,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43013_1ARGR0118630.pdf
112,1,系所,🔒 系上必修 (預代),地形學,地理學系,文學院,3.0,陳毅青,4,2,繪圖教室,0.04,26.0,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43012_1ARGR0005630.pdf
112,1,系所,📝 一般選修,程式設計基礎,地理學系,文學院,3.0,賴聯福,3,5,電二教室,0.06,10.0,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43011_1ARGR0140230.pdf
112,1,系所,🔥 熱門選修,經濟地理學,地理學系,文學院,3.0,朱凌毅,3,2,繪圖教室,1.02,1.098039216,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43010_1ARGR0001630.pdf
112,1,系所,🔒 系上必修 (預代),遙測學,地理學系,文學院,3.0,王素芬,2,6,繪圖教室,0.02,50.0,0,4,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43009_1ARGR0006930.pdf
112,1,系所,📝 一般選修,人口地理學,地理學系,文學院,3.0,宋郁玲,1,6,繪圖教室,0.82,1.170731707,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43008_1ARGR0006230.pdf
112,1,系所,🔥 熱門選修,氣候學,地理學系,文學院,3.0,涂建翊,1,2,繪圖教室,0.08,13.25,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43007_1ARGR0006030.pdf
112,1,系所,📝 一般選修,自然地理學概論,地理學系,文學院,3.0,陳毅青,3,7,氣候水文研究室,0.92,1.130434783,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43006_1ARGR0004030.pdf
112,1,系所,🔥 熱門選修,地圖學,地理學系,文學院,3.0,盧沛文,3,2,T001,0.88,1.272727273,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43005_1ARGR0006130.pdf
112,1,系所,📝 一般選修,人文地理學概論,地理學系,文學院,3.0,宋郁玲,2,6,氣候水文研究室,0.86,1.255813953,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43004_1ARGR0004630.pdf
112,1,系所,📝 一般選修,普通地質學,地理學系,文學院,3.0,蔡衡,2,9,T006 05-06 T006,0.588235294,1.6,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43003_1ARGR0005130.pdf
112,1,系所,📝 一般選修,普通地質學,地理學系,文學院,3.0,蔡衡,2,9,T006 05-06 T006,0.588235294,1.6,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43003_1ARGR0005130.pdf
112,1,系所,📝 一般選修,台灣地理,地理學系,文學院,3.0,遲恒昌,1,7,氣候水文研究室,0.94,1.127659574,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43002_1ARGR0005030.pdf
112,1,系所,🔥 熱門選修,人工智慧及其應用,地理學系,文學院,2.0,陳清目,2,1,電一教室,0.0,1.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/43001_0CCGE0181420.pdf
112,1,系所,📝 一般選修,中國語文教育概論,國文學系,文學院,2.0,彭維杰,4,8,14401,0.82,1.048780488,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42068_1ARCH0071120.pdf
112,1,系所,🎓 專題/論文,碩士論文,國文學系,文學院,0.0,論文,0,0,,0.16,1.5,0,1,
112,1,系所,🎓 專題/論文,論文指導(一),國文學系,文學院,3.0,論文,0,0,,0.5,1.5,0,1,
112,1,系所,🎓 專題/論文,博士論文,國文學系,文學院,0.0,論文,0,0,,0.2,2.833333333,0,1,
112,1,系所,🎓 專題/論文,論文指導(一),國文學系,文學院,3.0,論文,0,0,,0.1,1.0,0,1,
112,1,系所,🎓 專題/論文,古典小說與文化專題研究,國文學系,文學院,3.0,許麗芳,3,2,國研A,0.4,3.25,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42063_1ARCH3160530.pdf
112,1,系所,🎓 專題/論文,兒童文學專題研究,國文學系,文學院,3.0,林素珍,2,2,白沙書院,0.5,1.8,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42062_1ARCH3161030.pdf
112,1,系所,🔥 熱門選修,楚辭研究,國文學系,文學院,3.0,蘇慧霜,3,2,視聽教室,0.8,1.5,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42061_1ARCH3115530.pdf
112,1,系所,📝 一般選修,語言學研究,國文學系,文學院,2.0,張慧美,2,6,國研A,0.5,2.6,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42060_1ARCH3155120.pdf
112,1,系所,📝 一般選修,治學方法,國文學系,文學院,3.0,楊菁,1,6,學思樓2102教室,1.1,1.272727273,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42059_1ARCH3155530.pdf
112,1,系所,🔥 熱門選修,國文科教學實習,國文學系,文學院,2.0,楊曉菁,2,5,14401,0.54,1.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42057_1ARCH0168320.pdf
112,1,系所,🔥 熱門選修,文學批評,國文學系,文學院,3.0,呂光華,4,2,14402,0.62,0.967741935,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42056_1ARCH0029030.pdf
112,1,系所,🔥 熱門選修,訓詁學(一),國文學系,文學院,2.0,張慧美,3,5,14402,0.7,1.057142857,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42055_1ARCH0032820.pdf
112,1,系所,🔥 熱門選修,應用文及習作(一),國文學系,文學院,2.0,甘秉慧,3,3,14402,0.7,1.142857143,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42054_1ARCH0033020.pdf
112,1,系所,🔥 熱門選修,國文科教學實習,國文學系,文學院,2.0,楊曉菁,4,5,14402,0.54,1.0,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42053_1ARCH0168320.pdf
112,1,系所,🔥 熱門選修,訓詁學(一),國文學系,文學院,2.0,陳彥君,3,5,白沙書院,0.7,1.171428571,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/42052_1ARCH0032820.pdf
