序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
406,61021,資管二,生產管理,,組選修,,否,3,梁文耀,教學一館,(三) 02-04 33203,50,2,47,限本班,,Production Management,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61021_1MAIM0003430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000806
407,61020,資管碩二,約略集合專題,,組選修,,否,3,梁文耀,經世館,(二) 06-08 32311,20,4,10,限本班,,Rough Set Theory,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61020_1MAIM2122430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000806
408,61019,資管三,系統分析與設計,,系必修,,否,3,施穎偉,教學一館,(二) 06-08 33203,50,51,53,限本班,,System Analysis & Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61019_1MAIM0010330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000863
409,61018,資管二,數位學習,,系選修,,否,3,洪澄瑜,經世館,(二) 05-07 32507,50,1,40,限本班,,e-Learning,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61018_1MAIM0130430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=4000088
410,61017,資管一,經濟學(一),,系必修,,否,3,王怡舜,教學二館,(二) 06-08 34202,50,46,55,限本班,,Economics (I),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61017_1MAIM0007330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000705
411,61016,資管三,資料庫實作,,系選修,,否,3,翁政雄,經世館,(二) 02-04 32507,50,26,28,限本班,,Practical Design of Database Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61016_1MAIM0015930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001172
412,61015,資管一,JAVA程式語言設計(一),,系必修,,否,3,顏韶威,力行館,(二) 02-04 力行館31102,50,47,56,限本班,,Java Programming Language (I),英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001003
413,61014,創新與管理夜碩一,機器學習創新應用專題,,系選修,,否,3,翁政雄,經世館,(六) 02-04 32507,30,0,17,限本系,,Topics on Innovative Applications of Machine Learning,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61014_1MAIME159630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001172
414,61013,創新與管理夜碩一,企業資源規劃,,系選修,,否,3,梁文耀,經世館,(四) 10-12 32507,30,0,18,限本系,,Enterprise Resource Planning,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61013_1MAIME000630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000806
415,61011,創新與管理夜碩一,創新與管理研究方法,,系必修,,否,3,王怡舜,經世館,(二) 10-12 32507,30,0,18,限本班,,Research Methods of Innovation and Management,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000705
416,61010,創新與管理夜碩二,金融市場工具與市場效率性,,系選修,,否,3,邱垂昌,經世館,(一) 10-12 32507,30,0,23,限本系,,Financial Instruments and Market Efficiency,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61010_1MAIME157830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000724
417,61009,資管碩一,生產管理資訊系統,,組選修,,否,3,梁文耀,經世館,(一) 06-08 32311,30,19,24,限本班,,Production Management Informaition Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61009_1MAIM2122830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000806
418,61008,資管數科碩二,數位學習專題,,組必修,,否,3,陳鴻仁,經世館,(一) 05-07 32507,20,6,9,限本班,,Special Topics on eLearning,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61008_1MAIM2120930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=9901321
419,61007,資管三,人力資源管理,,組選修,,否,3,張惠玲,教學一館,(一) 06-08 33203,50,24,29,限本班,,Human Resource Management,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61007_1MAIM0019530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=9900862
420,61006,資管一,數位影像處理,,組選修,,否,3,陳泓堉,經世館,(一) 05-07 經世館32101,50,29,37,限本班,,Digital Image Processing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61006_1MAIM0124630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=9901323
421,61005,資管碩一,機器學習專題,,系選修,,否,3,翁政雄,經世館,(一) 02-04 32507,30,17,18,限本班,,Topics on Machine Learning,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61005_1MAIM2159430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001172
422,61004,資管三,資料結構,,系必修,,否,3,蕭國倫,工學院,(一) 02-04 工學院EB211,50,49,56,限本班,,Data Structure,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61004_1MAIM0012230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=9901322
423,61003,資管二,統計學(一),,系必修,,否,3,李信宏,教學二館,(一) 02-04 34202,50,3,48,限本班,,Statistics (I),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61003_1MAIM0124830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000550
424,61002,資管一,會計學(一),,系必修,,否,3,湯玉珍,教學一館,(一) 02-04 33203,50,48,55,限本班,,Accounting (I),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61002_1MAIM0007630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000848
425,61001,資管一,人工智慧及其應用,,校必(通識),,否,2,翁政雄,力行館,(三) 03-04 力行館31102,50,0,47,限本班,大二~大四生如要修習，以線上加簽方式,Artificial Intelligence and Its Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/61001_0CCGE0181420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001172
426,55015,工學位碩一,影像處理,,系選修,,是,3,楊文然,教學二館,(三) 08-10 34203,20,12,15,可跨班系,,Image Processing,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000894
427,55014,工學位碩四,論文指導(二),,系必修,,否,3,,,,20,0,1,限本班,,Thesis Supervision II,無,,
428,55013,工學位碩四,論文指導(一),,系必修,,是,3,,,,20,0,1,限本班,,Thesis Supervision I,無,,
429,55012,工學位碩四,論文,,系必修,,是,0,,,,20,0,1,限本班,,Thesis,無,,
430,55011,工學位碩三,論文指導(二),,系必修,,是,3,,,,20,0,1,限本班,,Thesis Supervision II,無,,
431,55010,工學位碩三,論文指導(一),,系必修,,是,3,,,,20,0,1,限本班,,Thesis Supervision I,無,,
432,55009,工學位碩三,論文,,系必修,,是,0,,,,20,0,4,限本班,,Thesis,無,,
433,55008,工學位碩二,論文指導(二),,系必修,,是,3,,,,20,0,2,限本班,,Thesis Supervision II,無,,
434,55007,工學位碩二,論文指導(一),,系必修,,是,3,,,,20,0,1,限本班,,Thesis Supervision I,無,,
435,55006,工學位碩二,論文,,系必修,,是,0,,,,20,0,1,限本班,,Thesis,無,,
436,55005,工學位碩一,人工智慧,,系選修,,是,3,楊文然,教學二館,(三) 05-07 34203,20,17,16,可跨班系,,Artificial Intelligence,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000894
437,55004,工學位碩一,人工智慧物聯網系統設計,,系選修,,是,3,張家濟,工學院,(五) 02-04 資工電腦教室(二),20,15,15,可跨班系,,AIoT,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/55004_1EIMP2100930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001158
438,55003,工學位碩一,超大型積體電路設計,,系選修,,是,3,陳冠宏,工學院,(一) 05-07 E404教室,20,7,9,可跨班系,,VLSI design,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001198
439,55002,工學位碩一,科技英文寫作,,系選修,,是,3,柯宗憲,工學院,(二) 05-07 E523實驗室,35,16,29,可跨班系,,Scientific & Technical English Writing,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001053
440,55001,工學位碩一,書報討論(一),,系必修,,是,2,賴永齡,工學院,(五) 08-09 EB226,20,16,16,可跨班系,,Seminar I,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000687
441,54047,日資工系(專班),軟體發展專題(一),,系必修,,否,2,施明毅,,,1,0,1,限本班,「本課程網路選課人數未達開課人數，請洽開課單位。」,Topics in Software Development I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54047_1EICS0027420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000878
442,54046,資工碩一,數位積體電路設計,,系選修,,否,3,易昶霈,工學院,(四) 05-07 資工電腦教室(二),20,17,9,限本系,,Digital Integrated Circuit Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54046_1EICS2142030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000788
443,54045,人工智慧應用服務碩士在職專班三,論文,,系必修,,否,0,論文,,,30,0,4,限本系,,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54045_1EICSE159900.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000004
444,54044,人工智慧應用服務碩士在職專班一,Python程式設計,,系選修,,否,3,詹益禎,工學院,(一) 10-12 資工電腦教室(一),30,0,14,限本班,,Python programming,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54044_1EICSE160530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000857
445,54043,人工智慧應用服務碩士在職專班二,智慧行銷與數位轉型,,系選修,,否,3,易昶霈,工學院,(五) 10-12 資工電腦教室(一),30,0,19,限本班,,Intelligent Marketing and Digital Transformation,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54043_1EICSE161330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000788
446,54042,人工智慧應用服務碩士在職專班二,智慧物聯網實務,,系選修,,否,3,丁德榮,工學院,(二) 10-12 資工電腦教室(二),30,0,17,限本班,,Practice of Intelligent Internet of Things,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54042_1EICSE161830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000748
447,54041,人工智慧應用服務碩士在職專班二,研究專題(一),,系必修,,否,3,黃耀賢蕭如淵丁德榮易昶霈施明毅伍朝欽陳伯岳詹益禎,工學院,(六) 02-04 資工研討室(二),30,0,17,限本班,,Project of Research I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54041_1EICSE159630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001177
448,54040,人工智慧應用服務碩士在職專班一,書報討論(一),,系必修,,否,2,張英超,工學院,(三) 10-11 資工研討室(二),30,0,13,限本班,,Seminar I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54040_1EICSE159420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000759
449,54039,人工智慧應用服務碩士在職專班一,人工智慧,,系選修,,否,3,黃耀賢,工學院,(二) 10-12 資工電腦教室(一),30,0,15,限本班,,Artificial Intelligence,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54039_1EICSE160230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001177
450,54038,資工二,JAVA程式設計,,系選修,,否,3,李志朗,工學院,(二) 10-12 工學院EB211,55,3,58,限本系,,Java Programming,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54038_1EICS0026030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=9900538
451,54037,資工碩二,論文,,系必修,,否,0,論文,,,45,3,46,限本系,,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000004
452,54036,資工碩二,進階書報討論,,系必修,,否,1,鄧德雋,工學院,(五) 05-06 資工研討室(一),40,5,39,限本系,,Advanced Seminar,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54036_1EICS2151710.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000888
453,54035,資工碩二,論文指導(一),,系必修,,否,3,論文,,,40,5,39,限本系,,Thesis Supervision I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000004
454,54034,資工碩一,軟體發展專題研究(一),,系必修,,否,2,蕭如淵,工學院,(六) 05-06 資工研討室(一),20,14,15,限本班,,Research on Software Development Ⅰ,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54034_1EICS2153120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000559
455,54033,資工碩一,系統整合專題研究(一),,系必修,,否,2,伍朝欽,工學院,(六) 05-06 資工電腦教室(二),20,9,9,限本班,,Research on System Integration Ⅰ,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54033_1EICS2152920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000667
456,54032,資工碩一,網路通訊專題研究(一),,系必修,,否,2,詹益禎,工學院,(六) 05-06 資工電腦教室(一),20,4,6,限本班,,Research on Network Communication Ⅰ,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54032_1EICS2152720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000857
457,54031,資工碩一,書報討論,,系必修,,否,1,陳仁德,工學院,(五) 05-06 資工研討室(二),35,24,32,可跨班系,,Seminar,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54031_1EICS2133810.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000929
458,54030,資工碩一,數位影像處理,,系選修,,否,3,蕭如淵,工學院,(五) 02-04 資工研討室(二),20,15,14,限本系,,Digital Image Processing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54030_1EICS2017230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000559
459,54028,資工碩一,超大型積體電路系統設計,,系選修,,否,3,陳仁德,工學院,(三) 02-04 資工研討室(二),20,14,30,限本系,,VLSI System Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54028_1EICS2019330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000929
460,54027,資工碩一,類神經網路,,系選修,,否,3,施明毅,工學院,(一) 05-07 資工電腦教室(二),35,17,18,限本系,,Neural Networks,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54027_1EICS2133130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000878
461,54026,資工碩一,物聯網,,系選修,,否,3,張英超,工學院,(二) 02-04 資工電腦教室(二),35,1,6,可跨班系,,Internet of Things,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54026_1EICS2155830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000759
462,54025,資工碩一,快速雛型系統設計,,系選修,,是,3,陳伯岳,工學院,(二) 02-04 資工電腦教室(一),40,12,15,可跨班系,,Fast Prototype System Design,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000908
463,54024,資工碩一,無線區域網路,,系選修,,否,3,詹益禎,工學院,(一) 05-07 資工研討室(二),35,6,13,限本系,,Wireless Local Area Network,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54024_1EICS2025630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000857
464,54023,資工碩一,科技英文導讀與寫作,,系選修,,否,3,陳伯岳,教學二館,(一) 02-04 34304,40,20,38,可跨班系,,Reading and Writing of Technical Articles,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54023_1EICS2014530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000908
465,54022,資工四,軟體發展專題(二),,系必修,,否,2,蕭如淵,工學院,(六) 01-04 資工研討室(一),50,25,25,限本班,,Topics in Software Development II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54022_1EICS0027520.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000559
466,54021,資工四,系統整合專題(二),,系必修,,否,2,張家濟陳仁德,工學院,(六) 01-04 資工電腦教室(二),50,12,16,限本班,,Topics in System Integration II,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54021_1EICS0020220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001158
467,54020,資工四,網路通訊專題(二),,系必修,,否,2,張英超,工學院,(六) 01-04 資工電腦教室(一),50,10,10,限本班,,Topics in Network Communication II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54020_1EICS0024920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000759
468,54019,資工四,企業資訊應用實務(二),,系選修,,否,3,劉秋良,工學院,(一) 02-04 資工電腦教室(一),50,14,15,限本系,,Hands on Lab of Information System for Enterprise II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54019_1EICS0130330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=9901257
469,54018,資工三,資訊科技科教材教法,,系選修,,否,2,鄭曜忠,教學大樓,(一) 11-12 T401,50,10,16,可跨班系,,Instructional Materials and Methods for Informational Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54018_1EICS0159020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001106
470,54017,資工三,機器學習,,系選修,,否,3,施明毅,工學院,(五) 02-04 資工電腦教室(一),57,47,55,限本系,,Machine Learning,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54017_1EICS0156430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000878
471,54016,資工三,高科技專利取得與攻防,,系選修,,否,3,易昶霈,教學一館,(五) 07-09 33401教室,57,53,69,限本系,,High Tech Patent Application and Protection,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54016_1EICS0131230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000788
472,54015,資工三,專家系統,,系選修,,否,3,賴聯福,工學院,(四) 05-07 資工電腦教室(一),57,84,66,限本系,,Expert Systems,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54015_1EICS0024130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000715
473,54014,資工三,資料探勘,,系選修,,否,3,施明毅,工學院,(四) 02-04 資工電腦教室(一),67,65,58,限本系,,Data Mining,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54014_1EICS0022530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000878
474,54013,資工三,計算機視覺,,系選修,,否,3,黃耀賢,工學院,(三) 05-07 資工電腦教室(一),57,0,46,限本系,,Computer Vision,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54013_1EICS0020730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001177
475,54012,資工三,計算機演算法,,系必修,,否,3,丁德榮,教學一館,(三) 02-04 33202,70,63,69,限本系,,Computer Algorithms,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54012_1EICS0021530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000748
476,54011,資工三,人工智慧,,系選修,,否,3,丁德榮,教學二館,(二) 06-08 34304,57,52,51,限本系,,Artificial Intelligence,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54011_1EICS0019930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000748
477,54010,資工三,作業系統,,系必修,,否,3,蕭如淵,教學一館,(二) 02-04 33401教室,70,69,66,限本系,,Operating Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54010_1EICS0023230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000559
478,54009,資工二,硬體描述語言,,系選修,,否,3,陳仁德,教學二館,(四) 02-04 34304,75,57,64,可跨班系,,Hardware Description Language,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54009_1EICS0017630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000929
479,54008,資工二,離散數學,,系必修,,否,3,詹益禎,教學二館,(三) 05-07 34103,80,1,64,可跨班系,,Discrete Mathematics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54008_1EICS0014930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000857
480,54007,資工二,電腦網路,,系必修,,否,3,張英超,工學院,(三) 02-04 資工電腦教室(一),51,62,62,可跨班系,,Computer Networks,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54007_1EICS0128330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000759
481,54006,資工二,資料結構,,系必修,,否,3,鄧德雋,教學一館,(二) 06-08 33401教室,51,53,64,限本系,,Data Structure,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54006_1EICS0022430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000888
482,54005,資工二,電子學(一),,系必修,,否,3,張家濟,工學院,(一) 02-04 EB214,51,55,61,限本系,,Electronics I,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54005_1EICS0016530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001158
483,54004,資工一,程式設計,,系必修,,否,3,黃耀賢,工學院,(二) 06-08 資工電腦教室(一),60,51,59,限本班,,Program Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54004_1EICS0022030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001177
484,54003,資工一,微積分(一),,系必修,,否,3,易昶霈,教學二館,(二) 02-04 34304,60,51,60,限本班,,Calculus I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54003_1EICS0015030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000788
485,54002,資工一,計算機技術,,系必修,,否,2,賴聯福,工學院,(一) 05-08 資工電腦教室(一),60,52,61,限本系,,Practicum in Computer,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54002_1EICS0021320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000715
486,54001,資工一,生命探索發展與實踐,,校必(通識),,否,2,易昶霈陳仁德,教學二館,(五) 05-06 34102,50,0,55,限本班,大二~大四生如要修習，以線上加簽方式,Enlightening and Practicing of Careerlife,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/54001_0CCGE0177920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000788
