序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
11,N1002,產業碩士班,半導體物理導論,,產業選修,,否,3,林祐仲,白沙大樓,(二) 05-07 合班教室1,20,0,8,限本班,產業學院育才專班-矽品公司,Introduction to Semiconductor Physics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/N1002_0OTIN2101230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000831
12,N1001,產業學士班,半導體物理導論,,產業選修,,否,3,林祐仲,教學大樓,(二) 05-07 T102,50,0,3,限本班,產業學院育才專班-矽品公司「本課程網路選課人數未達開課人數，請洽開課單位。」,Introduction to Semiconductor Physics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/N1001_0OTIN0101130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000831
13,MM403,語文課,中級時事華語(一),,語文選修,,否,3,黃柔溱,語文中心,(四) 02-04 LC202,50,0,25,可跨班系,,Intermediate Current Affairs in Chinese I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/MM403_0CCML0107930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=9901052
14,MM402,語文課,初級閱讀與寫作(一),,語文選修,,否,3,劉培伃,語文中心,(四) 06-08 LC202,50,0,10,可跨班系,,Elementary Chinese Reading and Writing I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/MM402_0CCML0105330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=9901185
15,MM401,語文課,基礎中文讀寫(一),,語文選修,,否,3,黃柔溱,語文中心,(二) 02-04 LC202,50,0,6,可跨班系,「本課程網路選課人數未達開課人數，請洽開課單位。」,Basic Chinese reading and writing I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/MM401_0CCML0108930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=9901052
16,80034,日外校大學,心理衛生與精神醫療社會工作,,自由選修,,否,2,校際教師,,,1,0,1,限本班,中山醫學大學,Psychiatric Social Work,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
17,80033,日外校大學,醫療社會工作,,自由選修,,否,3,校際教師,,,1,0,1,限本班,東海大學,Medical Social Work,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
18,80032,日外校大學,新生專題:設計人生,,自由選修,,否,2,校際教師,,,50,0,9,限本班,【NTU COOL平台】通識教育數位典範課程。認抵課程：生命探索發展與實踐，必修通識,Freshmen Project:Design your life,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
19,80031,日外校大學,圖像中的藝術與文化,,自由選修,,否,2,校際教師,,,50,0,19,限本班,【NTU COOL平台】IGER跨校通識。認抵課程：從繪畫看台灣歷史，素養通識-文化美學與文明。,The Arts and Culture of Visual Images,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
20,80030,日外校大學,創意學經濟,,自由選修,,否,2,校際教師,,,50,0,11,限本班,【ewant育網】跨校通識數位課程。認抵課程：經濟與生活。跨學院通識(社體)。社科體院學生修習不能認證為通識學分,Creative Essentials of  Economics,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
21,80029,日外校大學,易數邏輯,,自由選修,,否,2,校際教師,,,50,0,16,限本班,【ewant育網】跨校通識數位課程。認抵課程：占卜哲學與應用。素養通識—生活藝能及應用,I - Number Logic,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
22,80028,日外校大學,人際關係與社會互動,,自由選修,,否,2,校際教師,,,50,0,17,限本班,【ewant育網】跨校通識數位課程。認抵課程：人際關係與溝通技巧。跨學院通識(教)。教育學院學生修習不能認證為通識學分,Interpersonal relations and social interaction,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
23,80027,日外校大學,職場溝通微功夫,,自由選修,,否,2,校際教師,,,50,0,11,限本班,【ewant育網】跨校通識數位課程。認抵課程：領導與團隊管理。跨學院通識(科技)。科技學院學生修習不能認證為通識學分,Communication Soft Power at Workplace,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
24,80026,日外校大學,分子生物學,,自由選修,,否,3,校際教師,,,50,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Molecular Biology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
25,80025,日外校大學,分科/分領域(學群)教材教法,,自由選修,,否,2,校際教師,,,50,0,1,限本班,暨南國際大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Subject/Field-Specific Teaching Method,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
26,80024,日外校大學,社會心理學,,自由選修,,否,3,校際教師,,,1,0,2,限本班,靜宜大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Social Psychology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
27,80023,日外校大學,微積分(二),,自由選修,,否,3,校際教師,,,50,0,1,限本班,勤益科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Calculus II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
28,80022,日外校大學,國學導讀(一),,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立中正大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Introduction to Sinology(1),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
29,80021,日外校大學,中國社會史,,自由選修,,否,2,校際教師,,,1,0,2,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Chinese Social History,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
30,80020,日外校大學,刑事訴訟法實例研習,,自由選修,,否,2,校際教師,,,50,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Case Study of Criminal Procedure,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
31,80019,日外校大學,著作權法,,自由選修,,否,2,校際教師,,,50,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Copyright Law,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
32,80018,日外校大學,保險法,,自由選修,,否,2,校際教師,,,50,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Insurance Law,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
33,80017,日外校大學,刑事訴訟法(一),,自由選修,,否,3,校際教師,,,50,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Criminal Procedure Law (I),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
34,80016,日外校大學,民法債編各論(一),,自由選修,,否,2,校際教師,,,50,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Civil Laws: Contracts (I),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
35,80015,日外校大學,民事訴訟法(一),,自由選修,,否,3,校際教師,,,50,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Civil Procedure Law (I),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
36,80014,日外校大學,民事法實例研習(一),,自由選修,,否,2,校際教師,,,50,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Seminar on Civil Law (I),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
37,80013,日外校大學,民法債編總論(一),,自由選修,,否,3,校際教師,,,50,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Civil Law: General Principiples of Contracts and Torts (I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
38,80012,日外校大學,民法物權(一),,自由選修,,否,2,校際教師,,,50,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Civil Law: Property Right (I),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
39,80011,日外校大學,民法總則(一),,自由選修,,否,2,校際教師,,,50,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Civil Law: General Principles (I),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
40,80010,日外校碩士班,電腦輔助超大型積體電路設計,,自由選修,,否,3,校際教師,,,20,0,2,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Design of Computer Aided VLSI Circuit,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
41,80009,日外校碩士班,數位矽智產設計導論,,自由選修,,否,3,校際教師,,,20,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Introduction to Digital Intellectual Property,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
42,80008,日外校大學,家庭動力,,自由選修,,否,3,校際教師,,,1,0,1,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Family Dynamic,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
43,80007,日外校大學,質性研究,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立臺中教育大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Qualitative Research,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
44,80006,日外校博士班,中國神話專題,,自由選修,,否,2,校際教師,,,1,0,1,限本班,東海大學,Topics in Chinese Mythology,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
45,80005,日外校大學,游泳(一),,自由選修,,否,1,校際教師,,,50,0,1,限本班,國立臺灣體育運動大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Swimming I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
46,80004,日外校大學,危機處遇,,自由選修,,否,3,校際教師,,,1,0,1,限本班,台中教育大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Crisis Intervention,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
47,80003,日外校大學,音樂治療理論基礎與應用,,自由選修,,否,2,校際教師,,,1,0,1,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Pinciples and Applications for Music Therapy,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
48,80002,日外校大學,流體力學,,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立宜蘭大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Fluid Mechanics,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
49,80001,日外校大學,中國思想史(一),,自由選修,,否,3,校際教師,,,1,0,1,限本班,元智大學「本課程網路選課人數未達開課人數，請洽開課單位。」,History of Chinese Thought(I),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000011
50,78059,公共事務夜碩一,漢字圈文字政策專題研究,,系選修,,否,2,黃建銘,白沙大樓,(三) 10-13 公研C,30,0,21,限本系,單週三上課；第一次上課日期9/10,Seminar on Writing-system Policies in Chinese Character Circle,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78059_1SPPCE153420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000906
51,78058,公共事務夜碩一,兩岸關係專題研究,,系選修,,否,2,李其澤,白沙大樓,(二) 10-13 公研C,30,0,24,限本系,雙週二上課；第一次上課日期9/16,Special Topic on Cross-Strait Relations,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78058_1SPPCE143420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000961
52,78057,公共事務夜碩二,論文,,系必修,,否,0,論文,,,30,0,18,限本系,,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78057_1SPPCE146400.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000004
53,78056,公共事務夜碩一,行政法專題研究,,系選修,,否,2,魏培軒,白沙大樓,(四) 10-13 公研C,30,0,25,限本系,單週四上課；第一次上課日期9/11,Seminar on Administrative Law,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78056_1SPPCE147420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001117
54,78055,公共事務夜碩一,民法專題研究,,系選修,,否,2,林玫君,白沙大樓,(三) 10-13 公研C,30,0,28,限本系,雙週三上課；第一次上課日期9/17,Seminar on Civil Law,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78055_1SPPCE145020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000973
55,78052,公共事務夜碩一,社會科學研究方法,,系必修,,否,2,張嘉仁,白沙大樓,(二) 10-13 公研C,30,0,12,限本系,單週二上課；第一次上課日期9/9,Research Methods in the Social Sciences,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78052_1SPPCE142520.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001067
56,78051,公共事務夜碩一,公共關係危機處理專題研究,,系選修,,否,2,劉兆隆,白沙大樓,(一) 10-13 公研C,30,0,23,限本系,單週一上課；第一次上課日期9/8,Seminar on Public Relations and Crisis Management,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78051_1SPPCE158620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000819
57,78050,公育碩二,論文,,系必修,,否,0,論文,,,20,7,22,限本系,,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000004
58,78049,公育碩二,論文指導(一),,系必修,,否,3,論文,,,20,1,15,限本系,,Thesis Supervision I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=P000004
59,78048,公育碩二,論文寫作方法,,系必修,,否,2,魏培軒,白沙大樓,(四) 05-06 公研A,20,5,9,限本班,,Thesis writing up method,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78048_1SPPC2161020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001117
60,78047,公育碩一,多元文化專題研究,,系選修,,否,3,洪翠娥,白沙大樓,(五) 05-07 公研A,20,7,8,限本系,,Seminar on Multiculturalism and Multiculturalism Policy,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78047_1SPPC2002430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000623
61,78046,公育碩一,兩岸關係專題研究,,系選修,,否,3,李其澤,白沙大樓,(三) 07-09 公研A,20,6,7,限本系,,Seminar on Cross-Strait Relations,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78046_1SPPC2005730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000961
62,78045,公育碩一,公共事務專題研究,,系選修,,否,3,吳介英,白沙大樓,(二) 05-07 公研A,20,7,8,限本系,,Seminar on Public Affairs,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78045_1SPPC2002630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=9900825
63,78044,公育碩一,地方政府專題研究,,系選修,,否,2,李長晏,白沙大樓,(二) 03-04 公研A,20,7,11,限本系,,Seminar on Local Government,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78044_1SPPC2153620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=9900598
64,78043,公育碩一,社會科學量化研究方法,,系必修,,否,3,張嘉仁,白沙大樓,(一) 06-08 公研A,20,10,11,限本系,,Quantitative Research Methods in the Social Sciences,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78043_1SPPC2009330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001067
65,78042,公育四,臺灣語言教育,,系選修,,否,2,黃建銘,教學大樓,(四) 07-08 T202,50,11,10,限本系,,Language Education in Taiwan,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78042_1SPPC0152220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000906
66,78041,公育四,政治經濟學,,系必修,,否,2,劉兆隆,教學大樓,(四) 03-04 T102,50,34,40,限本班,,Political Economy,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78041_1SPPC0030420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000819
67,78040,公育四,行政法(三),,組必修,,否,2,魏培軒,教學大樓,(三) 07-08 T102,50,20,23,限本班,,Administrative Law(3),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78040_1SPPC0159820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001117
68,78039,公育四,刑事訴訟法(一),,系選修,,否,2,劉青峰,教學大樓,(三) 03-04 T205,50,1,21,可跨班系,,Criminal Procedure Law I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78039_1SPPC0134920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001192
69,78038,公育三,公民科教材教法,,組選修,,否,2,鄭依萍,白沙大樓,(五) 05-06 公研C,50,12,27,限本班,,Teaching Material and Method of Civic Courses,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78038_1SPPC0141220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001087
70,78037,公育三,應用倫理學,,組必修,,否,2,洪翠娥,教學大樓,(五) 03-04 T204,50,0,36,可跨班系,,Applied  Ethics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78037_1SPPC0132620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000623
71,78036,公育三,刑法(一),,系必修,,否,2,劉青峰,教學大樓,(四) 07-08 T105,70,2,61,可跨班系,,Criminal Law(I),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78036_1SPPC0131120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001192
72,78035,公育三,刑法實例研習,,系選修,,否,2,劉青峰,教學大樓,(四) 05-06 T204,50,15,26,可跨班系,,Seminar on Criminal Law,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78035_1SPPC0160220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001192
73,78034,公育三,多元文化通論,,組必修,,否,2,洪翠娥,教學大樓,(四) 03-04 T204,50,1,30,可跨班系,,An Introduction to Multiculturalism & Multicultural Education,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78034_1SPPC0132520.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000623
74,78033,公育三,政治社會學,,組必修,,否,2,劉兆隆,教學大樓,(三) 07-08 T101,50,2,34,限本班,,Political Sociology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78033_1SPPC0132020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0000819
75,78032,公育三,個體經濟學,,組必修,,否,2,張嘉仁,教學大樓,(三) 05-06 T304,50,1,26,限本班,,Microeconomics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/78032_1SPPC0133420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=1&emp_id=0001067
