序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
655,53027,電子四,光電與半導體量測技術,,系選修,,否,3,林得裕,工學院,(一) 02-04 E513實驗室,50,16,23,限本系,此為大碩合班上課之課程,Optoelectronic and Semiconductor Measurement Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53027_1EIEL0027630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000717
656,53026,電子三,數位通訊概論,,系選修,,否,3,熊大為,教學二館,(四) 06-08 34304,50,12,15,限本系,,Principles of Digital Communications,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000959
657,53025,電子三,電子電路,,系選修,,否,3,陳勛祥,工學院,(三) 02-04 E406,50,35,26,限本系,,Electronic Circuits,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53025_1EIEL0025130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000783
658,53024,電子三,VLSI設計導論,,系選修,,否,3,陳冠宏,工學院,(二) 05-07 E406,50,19,20,限本系,,Introduction to VLSI Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53024_1EIEL0024430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001198
659,53023,電子三,中央處理單元設計,,系選修,,否,3,張孟洲,工學院,(二) 02-04 E404教室,50,24,9,限本系,此為大碩合班上課之課程,Design of Central Processing Unit,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53023_1EIEL0019830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000873
660,53022,電子三,通訊系統分析與模擬,,系選修,,否,3,陳棟洲,工學院,(二) 02-04 E414,50,6,7,限本系,此為大碩合班上課之課程「本課程網路選課人數未達開課人數，請洽開課單位。」(遠距課程),Analysis and Simulation of Communication Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53022_1EIEL0141930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000977
661,53021,電子三,創意機器人實作,,系選修,,否,2,吳宗益,工學院,(三) 08-09 E406,50,2,39,限本系,,Practice of Creative Robots,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53021_1EIEL0161420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000787
662,53020,電子二,電子學(二),,系必修,,否,3,陳勛祥,教學二館,(五) 02-04 34304,50,56,57,限本系,,Electronics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53020_1EIEL0014730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000783
663,53019,電子二,半導體元件（一）,,系選修,,否,3,吳正信,教學二館,(四) 06-08 34204,50,38,35,限本系,,Semiconductor Devices I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53019_1EIEL0161130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000853
664,53018,電子二,進階程式設計,,系選修,,否,3,張孟洲,教學一館,(四) 02-04 教學一館33204,50,47,49,限本系,,Advanced Programming,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53018_1EIEL0161630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000873
665,53017,電子二,電磁學(一),,系必修,,否,3,何明華,教學二館,(二) 05-06 33404 (三) 04 34201,60,60,68,限本系,,Electromagnetics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53017_1EIEL0010830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000670
666,53017,電子二,電磁學(一),,系必修,,否,3,何明華,教學一館,(二) 05-06 33404 (三) 04 34201,60,60,68,限本系,,Electromagnetics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53017_1EIEL0010830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000670
667,53016,電子二,訊號與系統,,系必修,,否,3,洪萬鑄,教學二館,(一) 02-04 34304,50,53,59,限本系,,Signals and Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53016_1EIEL0155430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000785
668,53015,國際電子一,工程數學(一),,系必修,,否,3,洪萬鑄,教學二館,(五) 05-07 34304,50,19,21,限本班,,Engineering Mathematics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53015_1EIEL0005330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000785
669,53014,國際電子一,數位邏輯,,系必修,,否,3,黃其泮吳宗益,工學院,(四) 01-02、05 E406,50,19,21,限本班,,Digital Logic,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53014_1EIEL0022730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=9900332
670,53013,國際電子一,普通物理(二),,系必修,,否,3,柯宗憲,教學二館,(三) 02-04 34204,50,19,21,限本班,,General Physics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53013_1EIEL0003330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001053
671,53011,國際電子一,電路學(一),,系必修,,否,3,林得裕,教學二館,(二) 02-04 34304,50,19,21,限本班,,Circuit Theory I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53011_1EIEL0014830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000717
672,53010,國際電子一,微積分(二),,系必修,,否,3,陳偉立,教學二館,(一) 02 34204 (四) 03-04 34204,50,19,21,限本班,,Calculus II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53010_1EIEL0007230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000747
673,53009,電子一,數位邏輯,,系必修,,否,3,黃其泮,工學院,(四) 06-08 E406,60,52,51,限本系,,Digital Logic,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53009_1EIEL0022730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=9900332
674,53008,電子一,線性代數,,系選修,,否,3,陳棟洲,教學一館,(四) 02-04 33404,130,114,101,限本系,(遠距課程),Linear Algebra,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53008_1EIEL0005630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000977
675,53007,電子一,工程數學(一),,系必修,,否,3,洪萬鑄,教學二館,(三) 05-07 34304,50,51,53,限本班,,Engineering Mathematics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53007_1EIEL0005330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000785
676,53006,電子一,電路學(一),,系必修,,否,3,柯宗憲,教學二館,(二) 07-09 34204,120,52,53,限本班,,Circuit Theory I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53006_1EIEL0014830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001053
677,53005,電子一,普通物理(二),,系必修,,否,3,柯宗憲,教學二館,(二) 02-04 34204,50,52,56,限本班,,General Physics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53005_1EIEL0003330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001053
678,53004,電子一,微積分(二),,系必修,,否,3,陳偉立,教學二館,(一) 03-04 34204 (四) 05 34204,60,52,53,限本班,,Calculus II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53004_1EIEL0007230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000747
679,53003,電子二,電子技術(二),,系必修,,否,2,陳勛祥,工學院,(一) 05-08 EB214,50,50,52,限本系,,Electronic Technology II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53003_1EIEL0020420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000783
680,53002,國際電子一,人工智慧及其應用,,校必(通識),,否,2,鄭傑元,力行館,(三) 07-08 力行館31102,50,0,21,限本班,大二~大四生如要修習，以線上加簽方式,Artificial Intelligence and Its Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53002_0CCGE0181420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=9901285
681,53001,電子一,人工智慧及其應用,,校必(通識),,否,2,張孟洲,力行館,(二) 05-06 力行館31102,50,0,50,限本班,大二~大四生如要修習，以線上加簽方式,Artificial Intelligence and Its Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/53001_0CCGE0181420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000873
682,52061,電機三,射頻電路設計,,系選修,,否,3,羅鈞壎,教學二館,(四) 05-07 34302,50,8,8,限本系,本門課為大碩合班上課之課程.「本課程網路選課人數未達開課人數，請洽開課單位。」,RF Circuit Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52061_1EIEE0005130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000827
683,52059,電機四,嵌入式作業系統,,系選修,,否,3,黃駿賢,工學院,(二) 05-07 E504,50,33,34,限本系,此為大碩合班上課之課程,Embedded Operating Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52059_1EIEE0159630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001199
684,52057,電機碩一,嵌入式作業系統,,系選修,,否,3,黃駿賢,工學院,(二) 05-07 E504,30,4,10,限本系,,Embedded Operating Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52057_1EIEE2159730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001199
685,52056,電機四,雷射原理,,系選修,,否,3,張譽鐘,教學二館,(五) 02-04 34303,50,2,7,限本系,此為大碩合班上課之課程「本課程網路選課人數未達開課人數，請洽開課單位。」,Principles of Lasers,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52056_1EIEE0160430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000967
686,52055,電機碩一,射頻積體電路專題,,系選修,,否,3,林昭志,工學院,(五) 02-04 E504,30,8,11,限本系,,Special Topics on  Radio-Frequency Integrated Circuits,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52055_1EIEE2160330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001019
687,52054,電機博一,高等電力電子學,,系選修,,否,3,陳財榮,工學院,(四) 01-02、14 E703,20,1,2,限本系,,Advanced Power Electronics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52054_1EIEE3144830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=9901265
688,52053,電機夜碩二,實務專題研究,,系選修,,否,1,林昭志,工學院,(四) 10 E703,30,0,17,限本班,,Practical case study,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52053_1EIEEE150010.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001019
689,52052,電機夜碩二,論文,,系必修,,否,0,論文,,,30,0,22,限本系,,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52052_1EIEEE002100.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000004
690,52051,電機夜碩二,論文指導,,系必修,,否,4,論文,,,30,0,20,限本系,,Thesis Supervision,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52051_1EIEEE022140.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000004
691,52050,電機夜碩二,論文寫作(二),,系必修,,否,3,羅鈞壎,工學院,(三) 10-12 E702,30,0,20,限本班,,Research Paper Writing(II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52050_1EIEEE001330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000827
692,52049,電機夜碩一,微處理機控制與應用,,系選修,,否,3,陳良瑞,工學院,(一) 10-12 E702,30,0,13,限本系,,Microprocessor Control and Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52049_1EIEEE001530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000909
693,52048,電機夜碩一,光電工程學,,系選修,,否,3,張譽鐘,工學院,(四) 10-12 E702,30,0,12,限本系,,Principles of Electro-Optical Engineering,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52048_1EIEEE001730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000967
694,52047,電機夜碩一,電機教學與管理專題研究(二),,組必修,,否,1,阮昱霖張譽鐘,工學院,(二) 12 E703,30,0,7,限本班,,Project of Implementation (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52047_1EIEEE149210.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000994
695,52046,電機夜碩一,電機工程專題研究(二),,組必修,,否,1,魏忠必楊文然,工學院,(二) 12 E702,30,0,6,限本班,,Project Research of Electrical Engineering(II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52046_1EIEEE149010.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000152
696,52045,電機夜碩一,書報討論(下),,系必修,,否,2,魏忠必,工學院,(二) 10-11 E702,30,0,13,限本班,,Seminar(II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52045_1EIEEE000320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000152
697,52044,電機四,肌肉骨骼系統與運動,,系選修,,否,3,巫錫霖,教學二館,(四) 06-08 34301,50,26,31,限本系,此為大碩合班上課之課程,Musculoskeletal System and Biomechanics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52044_1EIEE0128230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=9900727
698,52043,電機四,電力品質,,系選修,,否,3,楊文然,教學二館,(四) 02-04 34302,50,5,5,限本系,此為大碩合班上課之課程「本課程網路選課人數未達開課人數，請洽開課單位。」,Power Quality,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52043_1EIEE0159330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000894
699,52042,電機四,數位訊號處理,,系選修,,否,3,楊文然,教學二館,(三) 05-07 34303,50,45,46,限本系,此為大碩合班上課之課程,Digital Signal Processing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52042_1EIEE0008230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000894
700,52040,電機四,模糊控制,,系選修,,否,3,王朝興,教學二館,(一) 05-07 34301,50,4,2,限本系,此為大碩合班上課之課程「本課程網路選課人數未達開課人數，請洽開課單位。」,Fuzzy Control,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52040_1EIEE0014530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000765
701,52039,電機碩一,雷射原理,,系選修,,否,3,張譽鐘,教學二館,(五) 02-04 34303,20,1,4,限本系,,Principles of Lasers,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52039_1EIEE2156630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000967
702,52038,電機碩一,肌肉骨骼系統與運動,,系選修,,否,3,巫錫霖,教學二館,(四) 06-08 34301,20,3,6,限本系,,Musculoskeletal System and Biomechanics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52038_1EIEE2152830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=9900727
703,52037,電機碩一,電力品質,,系選修,,否,3,楊文然,教學二館,(四) 02-04 34302,20,1,9,限本系,,Power Quality,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52037_1EIEE2159230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000894
704,52036,電機碩一,數位訊號處理,,系選修,,否,3,楊文然,教學二館,(三) 05-07 34303,50,7,23,限本系,,Digital Signal Processing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52036_1EIEE2008430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000894
705,52035,電機碩一,科技英文,,系選修,,否,3,楊文然,教學二館,(三) 02-04 34303,50,13,18,限本班,,Technical English,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52035_1EIEE2002930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000894
706,52034,電機博一,電機控制,,系選修,,否,3,鍾翼能,工學院,(一) 08-09 E511 (二) 01 E511,20,2,2,限本系,,Electrical Control,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52034_1EIEE3143630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=9900354
707,52033,電機碩一,射頻電路設計,,系選修,,否,3,羅鈞壎,教學二館,(四) 05-07 34302,20,3,6,限本系,,RF Circuit Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52033_1EIEE2005230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000827
708,52032,電機碩一,模糊控制,,系選修,,否,3,王朝興,教學二館,(一) 05-07 34301,20,13,15,限本系,,Fuzzy Control,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52032_1EIEE2014630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000765
709,52031,電機碩博,圖形監控系統,,系選修,,否,3,魏忠必,工學院,(四) 05-07 工學院EB211,50,14,18,限本系,,Graphic Controller System,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52031_1EIEE3144330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000152
710,52030,電機碩博,切換式電源轉換器,,系選修,,否,3,陳冠炷,教學二館,(二) 02-04 34301,20,9,14,限本系,,Switching Mode Power Converters,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52030_1EIEE3143430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001197
711,52029,電機碩二,論文,,系必修,,否,0,論文,,,50,17,23,限本系,,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000004
712,52028,電機碩二,論文指導(二),,系必修,,否,3,論文,,,50,12,18,限本系,,Thesis Supervision II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000004
713,52027,電機碩二,專題研討(二),,系必修,,是,2,張譽鐘,工學院,(五) 05-06 E703,50,12,19,限本班,,Literature Study II,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52027_1EIEE2158020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000967
714,52026,電機碩一,書報討論(二),,系必修,,是,2,林昭志,工學院,(五) 05-06 E702,50,20,24,限本班,,Seminar II,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001019
715,52024,電機博二,論文,,系必修,,否,0,論文,,,20,1,15,限本系,,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000004
716,52023,電機博二,論文指導(二),,系必修,,否,3,論文,,,20,0,1,限本班,,Thesis Supervision II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000004
717,52022,電機博二,專題研討(下),,系必修,,否,2,魏忠必,工學院,(四) 03-04 E703,20,0,2,限本班,,Literature Study II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52022_1EIEE1021920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000152
718,52021,電機博一,書報討論(下),,系必修,,否,2,王朝興,工學院,(四) 03-04 E702,20,0,1,限本班,,Seminar II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52021_1EIEE1020320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000765
719,52020,電機二,機率與統計,,系選修,,否,3,鍾翼能,教學二館,(一) 05-07 34302,60,44,57,可跨班系,,Probability and Statistics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52020_1EIEE0003430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=9900354
720,52019,電機四,電腦視覺,,系選修,,否,3,陳雍宗,經世館,(一) 02-04 經世館32101,50,16,29,限本系,,Computer Vision,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52019_1EIEE0153930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=9901297
721,52018,電機三,智慧感測與資料探勘,,系選修,,否,3,魏忠必,教學一館,(五) 02-04 教學一館33204,50,37,44,限本系,,Intelligence Sensing and Data Prospecting,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52018_1EIEE0017630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000152
722,52017,電機三,數位通訊導論,,系選修,,否,3,黃郁文,教學二館,(二) 05-07 34303,50,17,9,限本系,,Introduction to Digital Communications,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52017_1EIEE0126730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001196
723,52016,電機三,系統實作專題(一),,系必修,,否,2,黃駿賢魏忠必羅鈞壎林昭志,工學院,(一) 08-09 E504 (三) 08-09 E504,50,20,23,限本班,,Special Topic for Systems I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52016_1EIEE0011120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001199
724,52015,電機三,研發實作專題(一),,系必修,,否,2,黃郁文張譽鐘楊文然陳良瑞,工學院,(一) 08-09 E703 (三) 08-09 E703,50,11,10,限本班,,Special Topic for Research I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52015_1EIEE0011720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001196
725,52014,電機三,產業實作專題(一),,系必修,,否,2,陳冠炷王朝興阮昱霖,工學院,(一) 08-09 E702 (三) 08-09 E702,50,17,18,限本班,,Special Topic for Industry I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52014_1EIEE0011420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0001197
726,52013,電機三,電資產業概論與工程倫理,,系必修,,否,2,陳良瑞,教學二館,(一) 05-06 34304,50,43,67,限本班,,Introduction of Electrical Industry and Engineering Ethics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52013_1EIEE0142720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000909
727,52012,電機二,微處理機技術,,系選修,,否,2,阮昱霖,工學院,(一) 01-04 E504,50,32,17,限本系,,Microprocessor Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52012_1EIEE0014820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000994
728,52011,電機二,電磁學(一),,系必修,,否,3,羅鈞壎,教學一館,(五) 05-07 33403,50,48,61,限本班,,Electromagnetics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/52011_1EIEE0004730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=0000827
