序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
47,800H6,日外校大學,日本語綜合A,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本-福岡教育大學,Japanese Comprehensive A,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
48,800H5,日外校大學,多文化相互交流論,,自由選修,,否,2,校際教師,,,1,0,2,限本班,日本-福岡教育大學,Multicultural Interaction Studies,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
49,800H4,日外校大學,日本教育制度A,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-福岡教育大學,Education System in Japan A,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
50,800H3,日外校大學,人力資源管理－核心概念方法與工具,,自由選修,,否,5,校際教師,,,1,0,1,限本班,德國-多特蒙德應用科技大學,"HRM - Core Concepts, Methods & Tools",無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
51,800H2,日外校大學,德文A1.2,,自由選修,,否,3,校際教師,,,1,0,2,限本班,德國-布萊梅應用科學大學,German Language Course -  A1.2,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
52,800H1,日外校大學,在德國找工作,,自由選修,,否,1.5,校際教師,,,1,0,2,限本班,德國-布萊梅應用科學大學,Job Applications in Germany - Procedures and Opportunities,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
53,800G9,日外校大學,中級英文會話,,自由選修,,否,2,校際教師,,,1,0,1,限本班,韓國-釜慶大學,Intermediate English Conversation,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
54,800G8,日外校大學,基礎英文會話,,自由選修,,否,2,校際教師,,,1,0,1,限本班,韓國-釜慶大學,Basic English Conversation,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
55,800G7,日外校大學,全球英文會話III,,自由選修,,否,2,校際教師,,,1,0,1,限本班,韓國-釜慶大學,Global Language Competence III,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
56,800G6,日外校大學,全球英文會話I,,自由選修,,否,2,校際教師,,,1,0,1,限本班,韓國-釜慶大學,Global Language Competence I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
57,800G5,日外校大學,基礎韓文II,,自由選修,,否,3,校際教師,,,1,0,1,限本班,韓國-釜慶大學,Basic Korean II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
58,800G4,日外校大學,基礎英文會話,,自由選修,,否,2,校際教師,,,1,0,1,限本班,韓國-釜慶大學,Basic English Conversation,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
59,800G3,日外校大學,基礎韓文2,,自由選修,,否,3,校際教師,,,1,0,1,限本班,韓國-釜慶大學,Basic Korean II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
60,800G2,日外校大學,西班牙文(2),,自由選修,,否,2,校際教師,,,50,0,1,限本班,University of Seville,Spanish A2-2,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
61,800G1,日外校大學,企業經營管理,,自由選修,,否,3,校際教師,,,50,0,1,限本班,University of Seville,Business Administration,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
62,800F9,日外校大學,微處理機,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,卡爾斯魯厄教育大學,Physical Computing,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
63,800F8,日外校大學,高級英語C1,,自由選修,,否,1,校際教師,,,1,0,1,限本班,卡爾斯魯厄教育大學,Advanced English C1,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
64,800F7,日外校大學,當代德國-德國文化與生活,,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,卡爾斯魯厄教育大學,Germany Today- German Life and Culture,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
65,800F6,日外校大學,德語課程(進階初學者),,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,卡爾斯魯厄教育大學,German Language Course(Advanced Beginners),無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
66,800F5,日外校大學,德語密集初級課程,,自由選修,,否,4.5,校際教師,,,1,0,1,限本班,卡爾斯魯厄教育大學,German Intensive Language Course for Beginners,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
67,800F4,日外校大學,職涯探索,,自由選修,,否,1,校際教師,,,1,0,1,限本班,加州大學柏克萊分校,Career Development and Coaching Seminar,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
68,800F3,日外校大學,領導與溝通,,自由選修,,否,3,校際教師,,,1,0,1,限本班,加州大學柏克萊分校,Leadership Communication,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
69,800F2,日外校大學,介面美學,,自由選修,,否,3,校際教師,,,1,0,1,限本班,加州大學柏克萊分校,Interface Aesthetics,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
70,800F1,日外校大學,資料結構,,自由選修,,否,4,校際教師,,,1,0,1,限本班,加州大學柏克萊分校,Data Structure,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
71,800E9,日外校大學,英文寫作,,自由選修,,否,2,校際教師,,,1,0,1,限本班,加州大學柏克萊分校,Grammar and Vocabulary of Written English,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
72,800E8,日外校大學,商用日本語,,自由選修,,否,2,校際教師,,,50,0,1,限本班,新潟大學,Business Japanese,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
73,800E7,日外校大學,日本語 6,,自由選修,,否,5,校際教師,,,50,0,1,限本班,新潟大學,Learning Japanese VI,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
74,800E6,日外校大學,日本語讀解 VI,,自由選修,,否,1,校際教師,,,50,0,1,限本班,新潟大學,Japanese Reading Comprehension VI,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
75,800E5,日外校大學,日本語作文 2,,自由選修,,否,1,校際教師,,,50,0,1,限本班,新潟大學,Academic Writing in Japanese II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
76,800E4,日外校大學,中文講授日語文法 b,,自由選修,,否,1,校際教師,,,50,0,1,限本班,新潟大學,Lecutre on Japanese Grammar in Chinese b,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
77,800E3,日外校大學,中文講授日語文法 a,,自由選修,,否,1,校際教師,,,50,0,1,限本班,新潟大學,Lecutre on Japanese Grammar in Chinese a,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
78,800E2,日外校大學,國際共修：全球社會中的商業溝通A,,自由選修,,否,2,校際教師,,,50,0,1,限本班,新潟大學,Intercultural Collaborative,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
79,800E1,日外校大學,主動式學習C,,自由選修,,否,1,校際教師,,,50,0,1,限本班,新潟大學,Active Learning C,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
80,800D9,日外校大學,流行文化的科學,,自由選修,,否,3,校際教師,,,1,0,1,限本班,安大略理工大學,The Science of Pop Culture,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
81,800D8,日外校大學,演算法與資料結構,,自由選修,,否,3,校際教師,,,1,0,1,限本班,安大略理工大學,Algorithms and Data Structure,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
82,800D7,日外校大學,組織行為,,自由選修,,否,3,校際教師,,,1,0,1,限本班,安大略理工大學,Organizational Behavior,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
83,800D6,日外校大學,跨文化溝通,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences,Intercultural Communication,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
84,800D5,日外校大學,文化多樣性,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences,Cultural Diversity,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
85,800D4,日外校大學,德文A1.1,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences,Intensive German Course A1.1,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
86,800D3,日外校大學,日本語補講中級,,自由選修,,否,0,校際教師,,,1,0,1,限本班,日本-愛知教育大學,Intermediate Japanese Supplementary Class,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
87,800D2,日外校大學,日本語補講中上級,,自由選修,,否,0,校際教師,,,1,0,1,限本班,日本-愛知教育大學,Upper-Intermediate Japanese Supplementary Class,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
88,800D1,日外校大學,日本語補講上級,,自由選修,,否,0,校際教師,,,1,0,1,限本班,日本-愛知教育大學,Advanced Japanese Supplementary Class,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
89,800C9,日外校大學,日本語學入門,,自由選修,,否,2,校際教師,,,50,0,1,限本班,日本-愛知教育大學,Introduction to Japanese Linguistics,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
90,800C8,日外校大學,日本語 III,,自由選修,,否,1,校際教師,,,50,0,1,限本班,日本-愛知教育大學,Japanese III,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
91,800C7,日外校大學,語言學入門,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-愛知教育大學,Introduction to Linguistics,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
92,800C6,日外校大學,西班牙文口說,,自由選修,,否,3,校際教師,,,1,0,1,限本班,哈恩大學,Spanish Oral 1,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
93,800C5,日外校大學,西班牙文A1.2,,自由選修,,否,3,校際教師,,,1,0,1,限本班,哈恩大學,SpanishA1.2,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
94,800C4,日外校大學,社會心理,,自由選修,,否,3,校際教師,,,1,0,0,限本班,哈恩大學,Social-Emotional Development,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
95,800C3,日外校大學,體育,,自由選修,,否,2,校際教師,,,50,0,1,限本班,University of Hradec Kralove,Sport,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=113&yms_sms=2&emp_id=P000011
