序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
11,80071,日外校碩士班,日語閱讀VI,,自由選修,,否,1,校際教師,,,20,0,1,限本班,日本新潟大學,Japanese Reading VI,無,,
12,80070,日外校碩士班,日語檢定N2 A,,自由選修,,否,1,校際教師,,,20,0,1,限本班,日本新潟大學,JLPT-N2 A,無,,
13,80069,日外校碩士班,主動學習A,,自由選修,,否,1,校際教師,,,20,0,1,限本班,日本新潟大學,Active Learning A,無,,
14,80068,日外校大學,課題研究A,,自由選修,,否,2,校際教師,,,50,0,1,限本班,日本新潟大學,Project Research A,無,,
15,80067,日外校大學,統計力學IA,,自由選修,,否,2,校際教師,,,50,0,0,限本班,日本新潟大學,Statistical Mechanics IA,無,,
16,80066,日外校大學,德語(A2.2),,自由選修,,否,3,校際教師,,,50,0,1,限本班,Hochschule Bremen,German (A2.2),無,,
17,80065,日外校大學,組織行為,,自由選修,,否,3,校際教師,,,50,0,1,限本班,Hochschule Bremen,Organizational Behavior,無,,
18,80064,日外校大學,全球能源與環境,,自由選修,,否,3,校際教師,,,50,0,1,限本班,韓國釜慶大學,Global Energy and Environment,無,,
19,80063,日外校大學,材料科學導論,,自由選修,,否,3,校際教師,,,50,0,1,限本班,韓國釜慶大學,Introduction to Material Science,無,,
20,80062,日外校博士班,運動醫學專論,,自由選修,,否,3,校際教師,,,20,0,1,限本班,臺北市立大學,Special Topics in Sports Medicine,無,,
21,80060,日外校大學,商務跨文化溝通,,自由選修,,否,2,校際教師,,,50,0,1,限本班,University of West Bohemia,Intercultural Communication for Business in English,無,,
22,80059,日外校大學,基礎捷克語(一),,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,University of West Bohemia,Basic Czech I,無,,
23,80058,日外校大學,無人機測量與應用,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,,Measurement and Application of UAV,無,,
24,80057,日外校大學,微波遙感,,自由選修,,否,2,校際教師,,,50,0,1,限本班,,Remote Sensing Microwave,無,,
25,80056,日外校大學,大學生健康心理,,自由選修,,否,2,校際教師,,,50,0,1,限本班,,Mental Health Education for College Students,無,,
26,80055,日外校大學,PHOTOSHOP數字圖像處理,,自由選修,,否,2,校際教師,,,50,0,1,限本班,,Photoshop image Processing,無,,
27,80054,日外校碩士班,性別、性傾向與關係多元敏感度之社會工作,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,University of Ostrava,Social Work Sensitive to Gender Sexual and Relationship Diversity,無,,
28,80053,日外校碩士班,國際實務中的社會工作,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,University of Ostrava,Social Work in International Practice,無,,
29,80052,日外校碩士班,教育行銷學,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,University of Ostrava,Marketing in Education,無,,
30,80051,日外校碩士班,奧斯特拉瓦大學社會研究學院之捷克社會工作研究導論,,自由選修,,否,1.5,校際教師,,,20,0,1,限本班,University of Ostrava,Introduction to studyCzech Social work at Faculty of Social Studies of University of Ostrava,無,,
31,80050,日外校碩士班,捷克語與文化導論,,自由選修,,否,1.5,校際教師,,,20,0,1,限本班,University of Ostrava,Introduction to Czech Language and Culture,無,,
32,80049,日外校碩士班,家庭系統脈絡中的身心障礙,,自由選修,,否,2,校際教師,,,20,0,1,限本班,University of Ostrava,Disability in the Family System Context,無,,
33,80048,日外校碩士班,西班牙金融系統,,自由選修,,否,3,校際教師,,,20,0,1,限本班,Universidad de Jaen,Financial Spanish System,無,,
34,80047,日外校碩士班,創業創立,,自由選修,,否,3,校際教師,,,20,0,1,限本班,Universidad de Jaen,Business Creation,無,,
35,80046,日外校大學,軟體工程概論,,自由選修,,否,3.5,校際教師,,,50,0,1,限本班,,Software Engineering Fundamentals,無,,
36,80045,日外校大學,軟體建構,,自由選修,,否,3.5,校際教師,,,50,0,1,限本班,,Software Construction,無,,
37,80044,日外校大學,歷代文選及習作,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學,Prose : Reading and Writing,無,,
38,80043,日外校大學,國學導讀,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學,Introduction to Sinology,無,,
39,80042,日外校大學,德國法學導論,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學,Introduction to the German Law,無,,
40,80041,日外校大學,AI應用規劃基礎入門,,自由選修,,否,2,校際教師,,,50,0,4,限本班,【iGER-Courses】。認抵課程：人工智慧及其應用。必修通識,Introduction to AI Application Planning,無,,
41,80040,日外校大學,新生專題:設計人生,,自由選修,,否,2,校際教師,,,50,0,4,限本班,【iGER-Courses】。認抵課程：生命探索發展與實踐，必修通識,Freshmen Project:Design your life,無,,
42,80039,日外校大學,圖像中的藝術與文化,,自由選修,,否,2,校際教師,,,50,0,13,限本班,【iGER-Courses】。認抵課程：從繪畫看台灣歷史，素養通識-文化美學與文明。,The Arts and Culture of Visual Images,無,,
43,80038,日外校大學,王陽明帶你打土匪：明朝心學的智慧發展史,,自由選修,,否,2,校際教師,,,50,0,12,限本班,跨校通識數位課程。認抵課程：中國經典名著導讀，跨學院通識(文)。文學院學生修習不能認證為通識學分,Wang Yang-ming Takes you to fight Bandits: The history of Nousology's wisdom in Ming Dynasty,無,,
44,80037,日外校大學,幸福入門-正向心理學,,自由選修,,否,2,校際教師,,,50,0,7,限本班,跨校通識數位課程。認抵課程：心理與生活。跨學院通識(科技)。科技學院學生修習不能認證為通識學分,Introduction to well being-positive psychology,無,,
45,80036,日外校大學,大數據分析輕鬆上手,,自由選修,,否,2,校際教師,,,50,0,7,限本班,跨校通識數位課程。認抵課程：機器和深度學習概論。素養通識-生活藝能及應用,Get started with big data analysis easily,無,,
46,80035,日外校大學,人際關係與社會互動,,自由選修,,否,2,校際教師,,,50,0,13,限本班,跨校通識數位課程。認抵課程：人際關係與溝通技巧。跨學院通識(教)。教育學院學生修習不能認證為通識學分,Interpersonal relations and social interaction,無,,
47,80034,日外校大學,電機機械,,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立雲林科技大學,Electric Machinery,無,,
48,80033,日外校大學,中西交通史,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學,Sino-Western Communication History,無,,
49,80032,日外校大學,歷史與電影,,自由選修,,否,1,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,History and Films,無,,
50,80031,日外校大學,世界通史,,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,General World History,無,,
51,80030,日外校大學,統計學(二),,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立臺灣師範大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Statistic II,無,,
52,80029,日外校大學,國文/語文領域本國語文教學實習,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學,Teaching Practicum of Chinese,無,,
53,80028,日外校大學,中國文學史(二),,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立臺中教育大學「本課程網路選課人數未達開課人數，請洽開課單位。」,History of Chinese Literature II,無,,
54,80027,日外校大學,微積分(二),,自由選修,,否,4,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Calculus II,無,,
55,80026,日外校大學,臺灣佛教史,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,The Study and Useage of Selective Reading of Buddhist Texts,無,,
56,80025,日外校大學,網頁設計,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Web Design,無,,
57,80024,日外校大學,飲食與文化,,自由選修,,否,1,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Food and Culture,無,,
58,80023,日外校大學,工業4.0概論,,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立勤益科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Introduction to Industry 4.0,無,,
59,80022,日外校大學,英語教學法,,自由選修,,否,2,校際教師,,,50,0,1,限本班,東吳大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Methods of Teaching English as a Foreign Language,無,,
60,80021,日外校大學,無機化學(一),,自由選修,,否,3,校際教師,,,50,0,1,限本班,中山醫學大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Inorganic Chemistry Ⅰ,無,,
61,80020,日外校大學,民法總則(二),,自由選修,,否,2,校際教師,,,50,0,2,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Civil Law: General Principles (II),無,,
62,80019,日外校大學,國際公法,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Public International Law,無,,
63,80018,日外校大學,地方自治法,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Local Government Law,無,,
64,80017,日外校大學,行政罰法,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Administrative Penalty Law,無,,
65,80016,日外校大學,民法債編總論(二),,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Civil Law: General Principiples of Contracts and Torts (II),無,,
66,80015,日外校大學,民法物權(二),,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Civil Law: Property Right (II),無,,
67,80014,日外校大學,刑法實例研習,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Case Study of Criminal Law,無,,
68,80013,日外校大學,票據法,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Law of Negotiable Instruments,無,,
69,80012,日外校大學,民法親屬與繼承(二),,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Civil Law: Family & Succession Law (II),無,,
70,80011,日外校大學,刑事訴訟法(二),,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Criminal Procedure Law (II),無,,
71,80010,日外校大學,民法債編各論(二),,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Civil Laws: Contracts (II),無,,
72,80009,日外校大學,民事訴訟法(二),,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Civil Procedure Law (II),無,,
73,80008,日外校大學,國音及說話,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立臺中教育大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Chinese Phonetics and Speech,無,,
74,80007,日外校大學,漢魏六朝文論專題,,自由選修,,否,2,校際教師,,,50,0,1,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Topics in Literary Theory of Han-Wei and Six Dynasties Periods,無,,
75,80006,日外校碩士班,哲學概論(二),,自由選修,,否,2,校際教師,,,20,0,1,限本班,國立中正大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Introduction to Philosophy,無,,
76,80005,日外校大學,華語語音學及正音,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立台中教育大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Chinese Phonetics and Pronunciation,無,,
77,80004,日外校大學,中國文學史,,自由選修,,否,3,校際教師,,,50,0,2,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」,History of Chinese Literature,無,,
78,80003,夜外校大學,跆拳道,,自由選修,,否,1,校際教師,,,30,0,1,限本班,至臺灣體育運動大學上課,Taexwondo,無,,
79,80002,日外校大學,華語語音學及正音,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立台中教育大學「本課程網路選課人數未達開課人數，請洽開課單位。」,Chinese Phonetics and Pronunciation,無,,
80,80001,日外校碩士班,教學實習(科技領域-資訊科技),,自由選修,,否,2,校際教師,,,20,0,1,限本班,國立陽明「本課程網路選課人數未達開課人數，請洽開課單位。」,Teaching Practice (Information Technology),無,,
81,78064,公育一,人工智慧及其應用,,校必(通識),,否,2,劉青峰,教學大樓,(三) 03-04 T101,50,0,41,限本班,大二~大四生如要修習，以線上加簽方式,Artificial Intelligence and Its Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78064_0CCGE0181420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001192
82,78063,公共事務夜碩一,國際關係專題研究,,系選修,,否,2,李其澤,白沙大樓,(二) 10-13 公研C,30,0,17,限本系,雙週二上課；第一次上課日期3/3,Seminar on international relations,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78063_1SPPCE163020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000961
83,78062,公共事務夜碩二,論文,,系必修,,否,0,論文,,,30,0,16,限本系,,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78062_1SPPCE146400.pdf,
84,78061,公共事務夜碩二,論文指導,,系必修,,否,4,論文,,,30,0,8,限本系,,Thesis Supervision,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78061_1SPPCE146340.pdf,
85,78060,公共事務夜碩一,人權專題研究,,系選修,,否,2,洪翠娥,白沙大樓,(五) 10-13 公研C,30,0,14,限本系,雙週五上課；第一次上課日期3/6,Seminar on Human Rights Issues,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78060_1SPPCE144320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000623
86,78059,公共事務夜碩一,憲法專題研究,,系選修,,否,2,魏培軒,白沙大樓,(四) 10-13 公研C,30,0,10,限本系,雙週四上課；第一次上課日期3/5,Seminar on Constitutional Law,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78059_1SPPCE158920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001117
87,78058,公共事務夜碩一,刑事政策專題研究,,系選修,,否,2,劉青峰,白沙大樓,(三) 10-13 公研C,30,0,10,限本系,雙週三上課；第一次上課日期3/4,Seminar on Criminal Policy,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78058_1SPPCE162920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001192
88,78057,公共事務夜碩一,當前公共治理專題研究,,系必修,,否,2,黃建銘,白沙大樓,(四) 10-13 公研C,30,0,12,限本系,單週四上課；第一次上課日期2/26,Seminar on Current Public Governance,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78057_1SPPCE148120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000906
89,78056,公共事務夜碩一,臺灣政治經濟發展專題研究,,系選修,,否,2,劉兆隆,白沙大樓,(三) 10-13 公研C,30,0,23,限本系,單週三上課；第一次上課日期2/25,Seminar on Taiwanese Political Economy,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78056_1SPPCE149320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000819
90,78055,公共事務夜碩一,社區營造專題研究,,系選修,,否,2,鄭依萍,白沙大樓,(二) 10-13 公研C,30,0,14,限本系,單週二上課；第一次上課日期2/24,Seminar on the Community Building in Taiwan,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78055_1SPPCE145220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001087
91,78054,公共事務夜碩一,消費者保護法專題研究,,系選修,,否,2,林玫君,白沙大樓,(一) 10-13 公研C,30,0,15,限本系,單週一上課；第一次上課日期2/23,Seminar on Consumer Protection Law,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78054_1SPPCE160720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000973
92,78053,公育碩二,論文,,系必修,,否,0,論文,,,20,5,22,限本系,,Thesis,無,,
93,78052,公育碩二,論文指導(二),,系必修,,否,3,論文,,,20,7,13,限本班,,Thesis Supervision II,無,,
94,78051,公育碩一,人權專題研究,,系選修,,否,3,洪翠娥,白沙大樓,(五) 05-07 公研A,20,12,17,限本系,,Seminar on Human Rights Issues,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78051_1SPPC2004930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000623
95,78050,公育碩一,社會科學質化研究方法,,系必修,,否,3,鄭依萍,白沙大樓,(四) 07-09 公研A,20,11,14,限本班,,Qualitative Research  Methods for the Social Sciences,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78050_1SPPC2009230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001087
96,78049,公育碩一,比較政治理論專題研究,,系選修,,否,3,劉兆隆,白沙大樓,(四) 02-04 公研A,20,9,9,限本系,,comparative politics studies,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78049_1SPPC2150830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000819
97,78048,公育碩一,全球治理專題研究,,系選修,,否,3,李其澤,白沙大樓,(三) 07-09 公研A,20,12,12,限本系,,Seminar on Global Governance,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78048_1SPPC2004630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000961
98,78047,公育碩一,災害管理專題研究,,系選修,,否,3,吳介英,白沙大樓,(二) 05-07 公研A,20,7,12,限本系,,Seminar on Disaster Mitigation Planning and management,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78047_1SPPC2156130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9900825
99,78046,公育碩一,租稅法專題研究,,系選修,,否,3,張嘉仁,白沙大樓,(一) 06-08 公研A,20,6,8,限本系,,Seminar on Tax Law,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78046_1SPPC2155530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001067
100,78045,公育四,刑事訴訟法(二),,系選修,,否,2,劉青峰,教學大樓,(四) 05-06 T304,50,14,16,限本班,,Criminal Procedure Law II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78045_1SPPC0135020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001192
101,78044,公育四,公法實例研習,,組必修,,否,2,魏培軒,教學大樓,(三) 07-08 T102,50,19,21,限本班,,Case Study on Public Law,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78044_1SPPC0160120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001117
102,78043,公育四,社區組織與發展,,組選修,,否,2,鄭依萍,教學大樓,(二) 07-08 T101,50,11,33,限本系,,Community Organizing and Development,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78043_1SPPC0131320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001087
103,78042,公育四,法學德文(一),,系選修,,否,2,劉青峰,教學大樓,(一) 07-08 T303,50,12,22,限本系,,Legal German (I),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78042_1SPPC0151820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001192
104,78039,公育三,公民科教學實習,,組選修,,否,2,鄭依萍,教學大樓,(五) 05-06 T204,50,14,26,限本班,,Teaching Practice of Civic Courses,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78039_1SPPC0141320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001087
105,78038,公育三,刑法(二),,組必修,,否,2,劉青峰,教學大樓,(四) 07-08 T304,50,30,42,限本班,,Criminal Law(II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78038_1SPPC0134220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001192
106,78037,公育三,行政法(二),,組必修,,否,2,魏培軒,教學大樓,(四) 05-06 T205,50,25,34,限本班,,Administrative Law(2),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78037_1SPPC0141120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001117
107,78036,公育三,統計學,,組選修,,否,2,張嘉仁,教學大樓,(三) 05-06 T204,50,13,28,限本班,,Statistics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78036_1SPPC0132320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001067
108,78035,公育三,地方治理,,組必修,,否,2,劉兆隆,教學大樓,(三) 07-08 T304,50,18,22,限本班,,Local governance,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78035_1SPPC0132920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000819
109,78034,公育三,總體經濟學,,組必修,,否,2,張嘉仁,教學大樓,(三) 03-04 T204,50,17,27,限本班,,Macroeconomics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78034_1SPPC0132720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001067
110,78033,公育三,財政學,,組必修,,否,2,張嘉仁,教學大樓,(四) 03-04 T304,50,15,25,限本班,,Public Finance,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/78033_1SPPC0132820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001067
