序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
650,51004,機電一,可程式控制及應用,,系必修,,否,3,徐啟華,工學院,(三) 02-04 工學院EB211,61,41,53,限本系,,Application of Programmable Logic Controller,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/51004_1EIME0163730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001176
651,51003,機電一,程式設計與應用,,系必修,,否,3,王可文,工學院,(二) 06-08 工學院EB211,61,42,48,限本系,,Programming,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/51003_1EIME0017330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000923
652,51002,機電一,微積分(二),,系必修,,否,3,鍾官榮,教學一館,(一) 06-08 33402教室,70,42,59,限本系,,Calculus II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/51002_1EIME0001630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000903
653,51001,機電一,人工智慧及其應用,,校必(通識),,否,2,王可文,力行館,(二) 03-04 力行館31102,50,0,46,限本班,大二~大四生如要修習，以線上加簽方式,Artificial Intelligence and Its Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/51001_0CCGE0181420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000923
654,4A022,歷碩二,日文史學名著選讀(二),,系選修,,否,2,葉漢鰲,白沙大樓,(一) 03-04 史研101,20,2,3,可跨班系,,Selective Readings of Works on Japanese History (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A022_1ARHG2105920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9900489
655,4A021,歷碩三,論文指導(二),,系必修,,否,3,論文,,,20,2,3,可跨班系,,Thesis Supervision II,無,,
656,4A020,歷碩三,論文指導(一),,系必修,,否,3,論文,,,20,1,1,可跨班系,,Thesis Supervision I,無,,
657,4A019,歷碩三,論文,,系必修,,否,0,論文,,,20,3,7,可跨班系,,Thesis,無,,
658,4A018,歷碩一,台灣海洋文化史專題研究,,系選修,,否,3,翁佳音,白沙大樓,(五) 06-08 立命書室,20,10,11,限本系,,The History of Taiwan’s Maritime Culture,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A018_1ARHG2104530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9901242
659,4A017,歷碩二,台灣移民開拓史專題研究,,系選修,,否,3,李華彥,白沙大樓,(二) 02-04 立命書室,20,6,6,限本系,,Topics in Immigration History of Taiwan,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A017_1ARHG2105230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001191
660,4A016,歷碩二,中國現代史,,系選修,,否,2,胡其瑞,白沙大樓,(四) 03-04 立心書室,20,6,5,限本系,,History of Contemporary China,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A016_1ARHG2113020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001165
661,4A015,歷碩二,社會領域課程概論,,系選修,,否,2,李華彥,白沙大樓,(四) 01-02 立心書室,20,4,4,限本系,,Itroduction to Social Studies Curriculum,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A015_1ARHG2119820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001191
662,4A013,歷碩一,歷史地理資訊系統,,系選修,,否,3,李進億,白沙大樓,(四) 02-04 歷史地圖繪製室,20,4,4,限本系,,Historical GIS,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A013_1ARHG2106330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001092
663,4A012,歷碩一,木質結構古蹟及歷史建築保存專題研究,,系選修,,否,3,莊世滋,白沙大樓,(三) 02-04 立命書室,20,8,10,限本系,,Special Research on the Preservation of Wooden Structure Monuments and Historical Buildings,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A012_1ARHG2120430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000808
664,4A011,歷碩一,歷史社會網絡分析專題研究,,系選修,,否,3,李宗信,白沙大樓,(五) 02-04 立心書室,20,7,5,限本系,,Historical Social Network Analysis Special Topic Study,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A011_1ARHG2120930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001007
665,4A010,歷史與文化產業學分學程,生活日語,,系選修,,否,2,賈志琳,教學大樓,(四) 07-08 T206,50,36,46,可跨班系,,Daily Japanese,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A010_1ARHG0123520.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9901230
666,4A009,歷史與文化產業學分學程,日本語言及文化,,系選修,,否,2,賈志琳,教學大樓,(四) 05-06 T305,50,6,24,可跨班系,,Japanese Language and Culture,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A009_1ARHG0123220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9901230
667,4A008,歷史與文化產業學分學程,台灣歷史與文化,,系選修,,是,2,邱正畧,教學大樓,(五) 03-04 T304,50,12,23,可跨班系,,Taiwan History and Culture,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A008_1ARHG0116620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9901053
668,4A006,歷史與文化產業學分學程,秦漢史,,系選修,,否,2,陳文豪,教學大樓,(三) 05-06 T305,50,14,13,可跨班系,,The history of the Qin and Han Dynasties,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A006_1ARHG0120120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9901128
669,4A005,歷史與文化產業學分學程,文物與歷史,,系選修,,否,2,陳文豪,教學大樓,(二) 05-06 T202,50,6,13,可跨班系,,Cultural Artifacts in Chinese History,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A005_1ARHG0113920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9901128
670,4A004,歷史與文化產業學分學程,神話與歷史,,系選修,,否,2,胡其瑞,教學大樓,(二) 03-04 T104,50,5,22,可跨班系,,History and “Mythistory”,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A004_1ARHG0120220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001165
671,4A003,歷史與文化產業學分學程,東亞近代史,,系選修,,否,2,李進億,教學大樓,(二) 07-08 T302,50,38,57,可跨班系,,Modem History of East Asia,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A003_1ARHG0111920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001092
672,4A002,歷史與文化產業學分學程,歷史與文化資產,,系選修,,否,2,莊世滋,教學大樓,(五) 05-06 T205,50,4,10,可跨班系,,History and Cultural Heritage,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/4A002_1ARHG0111220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000808
673,48009,台碩博,女性主義與台灣女性文學,,系選修,,否,3,黃儀冠,學思樓,(三) 05-07 學思樓2102教室,20,14,20,可跨班系,,Femimsim and Female Literatrue inTaiwan,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/48009_1ARTW3125630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000900
674,48008,台文碩二,論文,,系必修,,否,0,論文,,,20,8,13,限本系,註冊未修課及提論文口試者必選,Thesis,無,,
675,48007,台文碩二,論文指導(二),,系必修,,否,3,論文,,,20,6,6,限本班,應屆碩二必選,Thesis Supervision II,無,,
676,48006,台文碩二,閩南語閱讀與書寫專題,,系選修,,否,3,陳彥君,學思樓,(一) 07-09 白沙書院(2202),20,4,4,限本系,閩南語師培必選修,Seminar in Reading and Writing of Min-nan Language,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/48006_1ARTW2134530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001195
677,48005,台文碩二,閩南語文教學實習,,系選修,,否,2,陳彥君,弘道館,(三) 03-04 試教教室(國研B),20,3,6,限本系,閩南語師培必選修,Practicum of Southern Hokkien Language and Literature,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/48005_1ARTW2135420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001195
678,48004,台碩博,台灣文學研究：理論與實踐,,系選修,,否,3,劉威廷,學思樓,(五) 05-07 白沙書院(2202),20,7,7,可跨班系,,Seminar in Taiwan Literary Studies:Theory and Practice,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/48004_1ARTW3133930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001113
679,48003,台碩博,台灣縣市文學研究,,系選修,,否,3,葉連鵬,學思樓,(二) 02-04 白沙書院(2202),20,11,10,可跨班系,,Seminars on the Literature of Taiwan Counties and Cities,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/48003_1ARTW3128130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000930
680,48002,台碩博,台灣語言研究,,系選修,,否,3,邱湘雲,學思樓,(二) 02-04 學思樓2102教室,20,5,9,可跨班系,,Study of Language inTaiwan,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/48002_1ARTW3128230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000940
681,48001,台碩博,台灣傳統戲曲研究,,系選修,,否,3,吳明德,學思樓,(四) 06-08 白沙書院(2202),20,9,12,可跨班系,,Study of Taiwan Traditional Drama,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/48001_1ARTW3132130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000901
682,47023,翻譯碩一,中英科技領域筆譯,,系選修,,否,2,曾文培,擷英館,(一) 07-08 口譯1,20,6,6,限本系,,Chinese-English Translation in Science and Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47023_1ARTI2107720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000802
683,47022,翻譯碩一,公共衛生領域與翻譯,,系選修,,否,2,曾文培,擷英館,(一) 05-06 口譯1,20,5,5,限本系,,Public Health & Translation,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47022_1ARTI2112220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000802
684,47021,翻譯碩一,影視翻譯(二),,系選修,,否,2,姜金龍,擷英館,(二) 05-06 口譯2,20,4,7,限本系,,Audiovisual Translation (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47021_1ARTI2113020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9900798
685,47020,翻譯碩二,論文指導(二),,系必修,,否,3,論文,,,20,9,10,限本系,,Thesis Supervision (II),無,,
686,47019,翻譯碩二,碩士論文,,系必修,,否,0,論文,,,20,11,23,限本系,,Thesis,無,,
687,47018,翻譯碩二,電腦輔助翻譯,,系選修,,否,2,温婷惠,圖書館,(三) 03-04 電四教室,20,8,8,限本系,,Computer-assisted Translation,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47018_1ARTI2112720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001032
688,47017,翻譯碩二,口譯技能與實務,,系選修,,否,2,李姿瑩,擷英館,(四) 07-08 口譯1,20,3,4,限本系,,Interpretation Skills & Practice,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47017_1ARTI2002420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001144
689,47016,翻譯碩二,研究方法(二),,系必修,,否,2,温婷惠,擷英館,(四) 03-04 口譯1,20,9,10,限本系,,Research Methods (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47016_1ARTI2110820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001032
690,47015,翻譯碩二,中英同步口譯(四),,組必修,,否,2,李姿瑩,擷英館,(五) 05-06 口譯2,20,2,5,限本系,,Simultaneous Interpreting (IV),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47015_1ARTI2110020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001144
691,47014,翻譯碩二,中進英口譯技巧解析(二),,系選修,,否,3,張鳳蘭,擷英館,(三) 07-09 口譯2,20,3,4,限本系,,Skills on Interpretation from Chinese-English (II),英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47014_1ARTI2107430_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000926
692,47013,翻譯碩二,中英逐步口譯(四),,組必修,,否,2,張鳳蘭,擷英館,(三) 05-06 口譯2,20,5,6,限本系,,Consecutive Interpreting (IV),英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47013_1ARTI2109820_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000926
693,47012,翻譯碩二,語言學與翻譯(二),,組必修,,否,2,蔡佩舒,擷英館,(二) 05-06 口譯1,20,6,7,限本系,,Linguistics & Translation (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47012_1ARTI2002620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001048
694,47011,翻譯碩二,社會科學領域與翻譯(二),,組必修,,否,2,温婷惠,圖書館,(二) 03-04 電五教室,20,6,7,限本系,,Social Science & Translation (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47011_1ARTI2111320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001032
695,47010,翻譯碩一,科普領域與翻譯(二),,組必修,,否,2,蔡佩舒,擷英館,(五) 03-04 口譯1,20,7,5,限本系,,Popular Science & Translation (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47010_1ARTI2108420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001048
696,47009,翻譯碩一,中進英口譯策略解析(二),,系選修,,否,2,張鳳蘭,擷英館,(四) 07-08 口譯2,20,8,6,限本系,,Chinese-English Interpreting Strategies (II),中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47009_1ARTI2114920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000926
697,47008,翻譯碩一,中英同步口譯(二),,組必修,,否,2,張鳳蘭,擷英館,(四) 05-06 口譯2,20,9,7,限本系,,Simultaneous Interpreting (II),英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47008_1ARTI2109620_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000926
698,47007,翻譯碩一,文化研究與翻譯,,組必修,,否,2,吳保霖,擷英館,(四) 05-06 英研1(1F),20,8,8,限本系,,Cultural Studies & Translation,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47007_1ARTI2111820_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=4000052
699,47006,翻譯碩一,中英逐步口譯(二),,組必修,,否,2,李姿瑩,擷英館,(四) 03-04 口譯2,20,8,8,限本系,,Consecutive Interpreting (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47006_1ARTI2109420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001144
700,47005,翻譯碩一,翻譯史與翻譯理論,,系必修,,否,2,賴秉彥,擷英館,(三) 07-08 口譯1,20,15,14,限本系,,History & Theory of Translation,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47005_1ARTI2000420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000855
701,47004,翻譯碩一,中英視譯練習(二),,組必修,,否,2,温婷惠,擷英館,(三) 05-06 口譯1,20,5,4,限本系,,Chinese-English Sight-translation (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47004_1ARTI2109220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001032
702,47003,翻譯碩一,人文藝術領域翻譯(二),,組必修,,否,2,李姿瑩,圖書館,(三) 03-04 電五教室,20,12,12,限本系,,Humanity and Arts & Translation (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47003_1ARTI2114720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001144
703,47002,翻譯碩一,中英財經商貿筆譯(二),,組必修,,否,2,賴秉彥,擷英館,(二) 07-08 口譯1,20,7,7,限本系,,Chinese-English Translation in Economical & Commercial Texts (II),中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47002_1ARTI2001720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000855
704,47001,翻譯碩一,統計方法(二),,系必修,,是,2,蔡佩舒,圖書館,(二) 03-04 電三教室,20,14,13,限本系,,Statistical Methods (II),英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/47001_1ARTI2111620_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001048
705,46010,科英碩二,碩士論文,,系必修,,否,0,論文,,,20,2,8,限本系,,Thesis,無,,
706,46009,科英碩二,論文指導(二),,系必修,,否,3,論文,,,20,7,8,限本系,,Thesis Supervision II,無,,
707,46008,科英碩二,跨文化專題,,系必修,,是,2,陳謝鈞,擷英館,(四) 03-04 兒研1,20,8,9,限本系,,Special Topics in Cross-Cultural Studies,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/46008_1ARCE2116620_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001163
708,46007,科英碩二,科普新知與英語學習(二),,組必修,,是,2,陳謝鈞,擷英館,(三) 05-06 兒研1,20,7,7,限本系,,Popular Science and English Learning II,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/46007_1ARCE2116020_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001163
709,46006,科英碩一,科技輔助語言學習,,組必修,,是,3,陳謝鈞,擷英館,(三) 02-04 英研1(1F),20,7,12,限本系,,Technology-Enhanced Language Learning,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/46006_1ARCE2115130_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001163
710,46005,科英碩一,兒童與青少年外語習得,,組必修,,是,3,阮家慶,擷英館,(二) 02-04 兒研2,20,6,8,限本系,,Foreign Language Acquisition for Children and Adolescents,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/46005_1ARCE2116330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=4000045
711,46004,科英碩一,兒童與青少年英語教材教法,,組必修,,否,3,黃春騰,擷英館,(三) 05-07 兒研2,20,6,5,限本系,,Materials and Methods for Teaching Young Learners English,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/46004_1ARCE2116230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9900961
712,46003,科英碩一,英美兒童與青少年文學史研究,,組必修,,否,3,吳保霖,擷英館,(四) 02-04 兒研2,20,6,11,限本系,,Studies in Anglo-American Children and Young Adult Literature,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/46003_1ARCE2109330_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=4000052
713,46002,科英碩一,科技與文學,,組必修,,否,2,蕭韻華,擷英館,(二) 05-06 兒研2,20,9,10,限本系,,Technology and Literature,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/46002_1ARCE2118020_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000925
714,46001,科英碩一,創新教學設計,,組必修,,是,3,陳謝鈞,擷英館,(四) 05-07 兒研1,20,8,12,限本系,,Innovative Instructional Design,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/46001_1ARCE2118130_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001163
715,44080,美藝碩二,博物館教育理論與實務,,組選修,,否,3,李靜芳,白沙大樓,(二) 07-09 藝教2,20,0,9,可跨班系,,Theories and Practices in Museum Education,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/44080_1ARDA2142630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000752
716,44079,美一,藝術鑑賞,,組選修,,否,2,鍾政岳,聲洋館,(二) 09-10 16102小理論教室,50,33,35,可跨班系,,Art Appreciation,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/44079_1ARDA0169820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9901076
717,44078,美藝碩一,表達性藝術方案設計和實踐,,組選修,,否,3,王麗雁文苑,白沙大樓,(二) 05-07 藝教1,20,4,3,可跨班系,,Design and Implementation of Expressive Arts Programs,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/44078_1ARDA2183430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000773
718,44077,美碩二,論文指導(二),,系必修,,否,3,論文,,,20,7,8,限本班,,Thesis Supervision II,無,,
719,44076,美碩二,碩士論文,,系必修,,否,0,論文,,,20,6,13,限本系,,Thesis,無,,
720,44075,美碩二,東方美學與當代藝術創作專題研究,,組選修,,否,3,黃柏維,聲洋館,(一) 04-05、14 16102小理論教室,20,1,4,可跨班系,「本課程網路選課人數未達開課人數，請洽開課單位。」,Special Topic on Chinese Thinking in the Contemporary,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/44075_1ARDA2120430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=9901335
721,44074,美碩二,藝術創作專題研究(四),,組選修,,否,3,陳一凡,學生餐廳,(三) 02-04 美碩創作教室,20,8,11,可跨班系,,Special Topic in Art Creation IV,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/44074_1ARDA2120730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000534
722,44073,美碩二,藝術理論導讀分析,,組必修,,否,3,吳介祥,學生餐廳,(二) 05-07 美碩創作教室,20,5,7,可跨班系,,Introduction to Contemporary art theory analysis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/44073_1ARDA2176730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000972
723,44072,美碩一,複合媒材創作研究(二),,組選修,,否,3,陳松志,藝薈館,(五) 05-07 15104 水墨教室,20,4,4,限本系,,Mixed media art studies II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/44072_1ARDA2122430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001186
724,44071,美碩一,東方媒材創作專題研究(二),,組選修,,否,3,魯漢平,藝薈館,(四) 02-04 15105 美術系會議室,20,3,3,限本系,,The Study of Eastern Media Creation Topics  ll,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/44071_1ARDA2181130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0000985
725,44070,美碩一,生態療育創作研究,,組選修,,否,3,王曼萍,教學大樓,(三) 05-07 T201,20,14,16,可跨班系,,Creative Research in Eco-Therapeutic Art,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1142/44070_1ARDA2183230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=114&yms_sms=2&emp_id=0001071
