序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
1162,31061,工三乙,能源與動力,,系選修,,否,3,賴柔雨,力行館,(三) 10-12 31212研討室,50,21,35,限本系,,Energy and Power,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31061_1TCIE0208530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9901105
1163,31059,工三乙,電機與電子群教學實習,,組選修,,否,2,廖錦文,教學一館,(二) 07-10 33202,50,9,9,限本系,,Practicum in Electrical Cluster,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31059_1TCIE0187520.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000861
1164,31058,工三乙,電機機械,,組必修,,否,3,吳佳軒,教學一館,(二) 02-04 33305教室,50,33,36,限本班,,Electric Machinery,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31058_1TCIE0017430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=4000073
1165,31057,工三乙,工業管理,,系必修,,否,3,楊奕強,教學一館,(一) 05-07 33304教室,50,37,38,限本班,,Industrial Management,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31057_1TCIE0049730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9900785
1166,31056,工三甲,結構設計,,系選修,,否,3,陳定宏,力行館,(二) 10-12 31212研討室,50,8,14,限本系,,Structural Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31056_1TCIE0208430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9901050
1167,31055,工三甲,機械群教學實習,,組選修,,否,2,廖興國,力行館,(六) 05-08 31205研討室,50,16,17,限本系,,Practicum in Mechnical Cluster,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31055_1TCIE0187620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001120
1168,31054,工三甲,產品開發研修(一),,系必修,,否,2,賴元隆陳文中陳狄成劉晉嘉,力行館,(六) 01-02 31101演講廳,50,39,38,限本系,限機械組選修,The Study of Project Design and Manufacturing I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31054_1TCIE0177420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001037
1169,31053,工碩一,電腦輔助設計,,組選修,,否,3,陳宗明,圖書館,(五) 02-04 電四教室,20,3,3,限本系,此為大碩合開課程,Computer Aided Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31053_1TCIE2219830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000998
1170,31052,工三甲,電腦輔助設計,,組選修,,否,3,陳宗明,白沙大樓,(五) 02-04 合班教室4,50,0,2,限本系,此為大碩合班上課之課程，請詳見碩士班開課代碼31058「本課程網路選課人數未達開課人數，請洽開課單位。」,Computer Aided Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31052_1TCIE0164130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000998
1171,31051,工三甲,流體力學(一),,組必修,,否,3,劉晉嘉,教學一館,(四) 02-04 33304教室,50,36,49,限本班,,Fluid Mechanics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31051_1TCIE0026930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001010
1172,31050,工三甲,機電整合製造技術,,組必修,,否,3,陳文中,力行館,(三) 02-04 31505,50,19,20,限本班,,Manu Facturing Technology of Mechatronic Integration System,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31050_1TCIE0180330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000907
1173,31049,工三甲,機械設計(一),,組必修,,否,3,陳宗明,教學一館,(二) 05-07 33302教室,50,37,39,限本班,,Mechanical Engineering Design I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31049_1TCIE0028030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000998
1174,31048,工三甲,自動量測技術,,組必修,,否,3,姚凱超,教學一館,(一) 05-07 教學一館33204,50,17,12,限本班,,Automatic Measurement Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31048_1TCIE0179230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000781
1175,31047,工二甲,應用日語(二),,系選修,,否,3,潘兆祥,教學一館,(五) 05-07 33304教室,50,27,34,限本系,,Applied Japanese II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31047_1TCIE0192030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9900875
1176,31046,工二乙,專業技術能力測驗,,組必修,,否,1,姚凱超,力行館,(六) 10 31501,50,29,40,限本系,,Professional Skill Evaluation,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31046_1TCIE0177110.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000781
1177,31045,工二乙,感測器原理與應用,,系選修,,否,3,陳志清王志中陳德發,力行館,(五) 07-09 31601,50,18,17,限本系,,Sensor Theory and Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31045_1TCIE0189530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9901021
1178,31044,工二乙,電路學(二),,組必修,,否,3,盧建余,教學一館,(三) 05-07 33303,75,35,61,限本系,,Electric Circuits II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31044_1TCIE0017030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000867
1179,31043,工二乙,嵌入式系統,,組選修,,否,3,吳佳軒,力行館,(二) 08 31221會議室 (二) 09-10 力行館31102,50,16,17,限本系,,Embedded System,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31043_1TCIE0185830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=4000073
1180,31042,工二乙,訊號與系統,,組必修,,否,3,方俊修,教學一館,(二) 05-07 33305教室,50,37,48,限本班,,Signals and Systems,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31042_1TCIE0044130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001188
1181,31041,工二乙,邏輯設計技術,,組必修,,否,3,陳德發,力行館,(二) 02-04 31601,50,19,20,限本班,,Digital Logic Design Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31041_1TCIE0179730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000739
1182,31040,工二乙,模具設計與製造技術,,組必修,,否,3,陳狄成,力行館,(一) 05-07 31603,50,20,22,限本班,,Mold Design and Manufacturing Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31040_1TCIE0178130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000818
1183,31039,工二乙,人機介面,,組選修,,否,3,石文傑,力行館,(一) 05-07 31314研究室,20,19,20,限本班,,Human & Computer Interface,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31039_1TCIE0068430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000804
1184,31037,工二甲,電腦數值控制機械,,組選修,,否,3,柯銘源,力行館,(三) 08-10 31603,50,17,22,限本系,,Computer Numerical Control Machinery,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31037_1TCIE0167230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9901106
1185,31036,工二甲,機械材料,,組必修,,否,3,陳宗明,教學一館,(三) 05-07 33304教室,50,38,42,限本班,,Materials of Mechanical Engineering,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31036_1TCIE0164030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000998
1186,31035,工二甲,熱力學(一),,組必修,,否,3,劉晉嘉,教學一館,(二) 07-09 33304教室,50,39,48,限本班,,Thermodynamics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31035_1TCIE0026330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001010
1187,31034,工二甲,模具設計與製造技術,,組必修,,否,3,陳狄成,力行館,(一) 02-04 31603,50,20,21,限本班,,Mold Design and Manufacturing Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31034_1TCIE0178130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000818
1188,31033,工二甲,技術及職業教育概論,,系必修,,否,2,陳定宏劉泄嬉,力行館,(一) 10-11 31212研討室,50,39,43,限本班,,Introduction of Technical and Vocational Education,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31033_1TCIE0062820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9901050
1189,31031,工二甲,邏輯設計技術,,組必修,,否,3,陳德發,力行館,(一) 02-04 31601,50,18,19,限本班,,Digital Logic Design Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31031_1TCIE0179730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000739
1190,31030,工一甲,程式設計,,系必修,,否,3,黃維澤,教學一館,(二) 02-04 教學一館33204,50,43,48,限本班,,Program Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31030_1TCIE0050630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001009
1191,31029,工一乙,普通物理,,系必修,,否,3,黃淳德,力行館,(四) 10-12 31212研討室,50,35,53,限本班,,General Physics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31029_1TCIE0025930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=9901042
1192,31028,工一乙,靜力學,,組必修,,否,3,陳文中,教學一館,(四) 05-07 33303,50,35,52,限本班,,Statics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31028_1TCIE0215330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000907
1193,31027,工一乙,電腦輔助製造實務,,組必修,,否,3,賴元隆,力行館,(三) 05-07 31603,50,19,19,限本班,學號21-39號請選這門課,Computer-Aided Manufacturing Practice,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31027_1TCIE0223430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001037
1194,31026,工一乙,微積分(二),,系必修,,否,3,盧建余,教學一館,(二) 07-09 33303,75,30,39,限本系,,Calculus II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31026_1TCIE0025730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000867
1195,31025,工一乙,電腦輔助製造技術,,組必修,,否,3,賴元隆,力行館,(二) 02-04 31603,50,17,25,限本班,學號1-20號請選這門課,Computer-Aided Manufacturing Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31025_1TCIE0215430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001037
1196,31024,工一甲,電機實務,,組必修,,否,3,廖錦文,力行館,(三) 05-07 31506,50,18,22,限本班,學號1-21號請選這門課,Electrical Practice,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31024_1TCIE0223230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000861
1197,31023,工一甲,微積分(二),,系必修,,否,3,盧建余,教學一館,(三) 01-02、14 33303,75,40,70,限本系,,Calculus II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31023_1TCIE0025730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000867
1198,31022,工一甲,電子實務,,組必修,,否,3,黃川桂,力行館,(三) 05-07 31503電子電路實驗室,50,24,20,限本班,學號22-42號請選這門課,Electronic Practice,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31022_1TCIE0223130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000955
1199,31020,工教數位碩一,書報討論(二),,系必修,,否,1,張庭毅,湖濱館,(三) 03-04 數位學習研討室,20,2,4,限本系,605A張庭毅老師實驗室上課,Seminar II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31020_1TCIE3187010.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000932
1200,31019,鑄造產攜專班一,產業實務(二),,系必修,,否,3,劉晉嘉羅志成,力行館,(六) 06-08 31212研討室,50,5,9,限本班,,Industry Internship II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31019_1TCIE0221030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001010
1201,31018,鑄造產攜專班一,機械製造,,系必修,,否,3,陳宗明,力行館,(六) 03-05 力行館31102,50,5,9,限本班,,Mechanical Manufacturing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31018_1TCIE0015630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000998
1202,31017,鑄造產攜專班一,產業實務專題研討(二),,系必修,,否,2,陳狄成方俊修,力行館,(五) 10-11 31205研討室,50,5,9,限本班,,Seminar on Industry Internship II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31017_1TCIE0221120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000818
1203,31016,鑄造產攜專班一,靜力學,,系必修,,否,3,陳文中,力行館,(五) 07-09 31205研討室,50,5,9,限本班,,Statics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31016_1TCIE0215330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000907
1204,31015,工一甲,電子學(二),,組必修,,否,3,黃川桂,教學一館,(五) 06-08 33404,50,30,63,限本班,,Electronics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31015_1TCIE0016830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000955
1205,31014,工一甲,工業4.0導論,,組選修,,否,3,張菽萱,教學一館,(一) 07-09 33305教室,50,39,41,限本班,,Introduction to Industry 4.0,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31014_1TCIE0224830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000758
1206,31013,鑄造產攜專班一,人工智慧及其應用,,校必(通識),,否,2,陳宗明,力行館,(六) 01-02 力行館31102,50,0,9,限本班,大二~大四生如要修習，以線上加簽方式,Artificial Intelligence and Its Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31013_0CCGE0181420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000998
1207,31012,工一乙,人工智慧及其應用,,校必(通識),,否,2,王議賢,力行館,(一) 08-09 力行館31102,50,0,43,限本班,大二~大四生如要修習，以線上加簽方式,Artificial Intelligence and Its Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31012_0CCGE0181420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001152
1208,31011,技職行管夜碩二,論文,,系必修,,否,0,論文,,,40,0,24,限本系,,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31011_1TCIEE023600.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
1209,31010,技職行管夜碩二,論文指導,,系必修,,否,4,論文,,,30,0,15,限本系,,Thesis Supervision,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31010_1TCIEE200740.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
1210,31009,工一甲,人工智慧及其應用,,校必(通識),,否,2,陳德發,力行館,(四) 07-08 力行館31102,50,0,44,限本班,大二~大四生如要修習，以線上加簽方式,Artificial Intelligence and Its Application,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31009_0CCGE0181420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000739
1211,31007,技職行管夜碩二,跨領域專題研究,,系選修,,否,2,姚凱超,力行館,(二) 10-13 31221會議室,30,0,13,限本系,"雙週上課,第一次上課時間2/27",Special Topics in Interdisciplinary Research,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31007_1TCIEE220620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000781
1212,31006,技職行管夜碩二,書報討論(二),,系必修,,否,1,黃維澤,力行館,(二) 10-13 31221會議室,30,0,16,限本系,"單週上課,第一次上課時間2/20",Seminar II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31006_1TCIEE000710.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001009
1213,31005,技職行管夜碩一,全面品質管理,,系選修,,否,2,劉晉嘉,力行館,(二) 10-13 31219研討室,30,0,18,限本系,"單週上課,第一次上課時間2/20",Total Quality Management,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31005_1TCIEE019820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001010
1214,31004,技職行管夜碩一,創新技術專題研究,,系選修,,否,2,賴元隆,力行館,(二) 10-13 31219研討室,30,0,17,限本系,"雙週上課,第一次上課時間2/27",Special Topics on Innovative Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31004_1TCIEB201620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001037
1215,31003,技職行管夜碩一,創新管理,,系選修,,否,2,張菽萱,力行館,(一) 10-13 31221會議室,30,0,18,限本系,"單週上課,第一次上課時間2/19",Innovation Management,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31003_1TCIEE020020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000758
1216,31002,技職行管夜碩一,組織理論與管理實務,,系必修,,否,2,羅志成,力行館,(三) 10-13 31221會議室,30,0,17,限本系,"雙週上課,第一次上課時間3/13",Organization Theory and Management Practice,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31002_1TCIEE019620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000945
1217,31001,技職行管夜碩一,研究法(二),,系必修,,否,2,廖錦文,力行館,(三) 10-13 31506,30,0,16,限本系,"單週上課,第一次上課時間2/21",Research Methods II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/31001_1TCIEE000420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000861
1218,29012,理學位碩一,分子生物學專論(二),,系選修,,是,2,王妙媛,格致館,(三) 01-02 生物系會議室,20,1,2,限本班,與生技碩一合班上課,Special Topics in Molecular Biology II,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000805
1219,29011,理學位碩一,分子病毒學,,系選修,,是,2,賴吉永,格致館,(四) 03-04 23302,20,1,1,限本班,與生物碩一合班上課,Molecular Virology,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000657
1220,29010,理學位碩一,光電子學,,系選修,,是,3,黃滿芳,格致館,(三) 07-09 22110一樓會議室,20,0,1,限本班,本課程與物理碩博合班上課。本課程僅限電子、電機、物理、光電等系所，並有修過普通物理、光學、電磁學等科目之學生修習。非物理系者請於修課前徵得授課教師同意後，再以線上加簽方式加選。「本課程網路選課人數未達開課人數，請洽開課單位。」,Optoelectronics,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/29010_1SCMB2104630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000738
1221,29008,理學位碩一,科學教育專論,,系選修,,是,3,鄭夢慈,格致館,(二) 02-04 生物系會議室,20,2,7,限本班,,Special Topics on Science Education,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000993
1222,29007,理學位碩一,結構生物學,,系選修,,是,2,蕭乃文劉儼毅,圖書館,(二) 05-06 電四教室,20,1,2,限本班,與生技碩一合班上課,Structural Biology,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000882
1223,29005,理學位碩一,酵母菌學專論(二),,系選修,,是,2,周睿鈺,格致館,(一) 10-11 周睿鈺老師實驗室,20,2,3,限本班,與生物碩一合班上課,Special Topics in Yeast Biology II,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001036
1224,29003,理學位碩一,螢光光譜學,,系選修,,是,3,張智煒,格致館,(三) 02-04 二樓討論室,20,4,9,限本班,,Principle of Fluorescence Spectroscopy,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0001013
1225,29002,理學位碩一,無機光譜化學,,系選修,,是,3,黃瑞賢,格致館,(二) 02-04 二樓討論室,20,4,5,限本班,與化碩一合班上課,Inorganic Spectroscopic Chemistry,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000638
1226,29001,理學位碩一,專題討論(二),,系必修,,是,2,黃瑞賢周睿鈺,格致館,(一) 03-04 教室一,20,5,9,限本班,本課程為全英語授課.,Seminar II,英文,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000638
1227,28006,統資碩一,人工智慧,,系選修,,否,3,陳巧旻,巧思館,(二) 05-07 數學系21205電腦教室,20,8,7,可跨班系,,Artificial Intelligence,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/28006_1SCSI2105330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=4000071
1228,28004,統資碩一,統計計算,,系選修,,否,3,蔡秒玉,巧思館,(三) 06-08 數學系21210,20,7,8,可跨班系,,Statistical Computing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/28004_1SCSI2000530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000880
1229,28003,統資碩一,資料分析(二),,組必修,,否,3,連怡斌黃靜惠,巧思館,(二) 02-04 數研C,20,7,8,可跨班系,,Data Analysis II,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/28003_1SCSI2000430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000474
1230,28002,統資碩二,碩士論文,,系必修,,否,0,論文,,,20,7,12,可跨班系,,Thesis,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
1231,28001,統資碩二,論文指導(二),,系必修,,否,3,論文,,,20,7,9,可跨班系,,Thesis Supervision II,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=P000004
1232,26027,光電碩博,半導體製程,,系選修,,否,3,黃滿芳,格致館,(一) 03-04、14 22110一樓會議室,20,0,4,可跨班系,,Semiconductor Process,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/26027_1SCPO3127930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000738
1233,26026,光電碩博,半導體光學專題研究(二),,系選修,,否,3,石豫臺,格致館,(二) 10-12 光研3,20,2,3,可跨班系,,Special Topics in Semiconductor Optics II,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1122/26026_1SCPO3128230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=112&yms_sms=2&emp_id=0000719
