序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註,英文課程名稱,教學大綱狀態,教學大綱連結,教師個人頁
1052,31016,科技機電產攜專班一,機械製造,,系必修,,否,3,陳狄成,力行館,(六) 05-07 力行館31102,50,28,28,限本班,,Mechanical Manufacturing,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31016_1TCIE0015630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000818
1053,31015,科技機電產攜專班一,程式設計,,系必修,,否,3,林韋辰,力行館,(六) 02-04 力行館31102,50,28,28,限本班,,Program Design,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31015_1TCIE0050630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001200
1054,31014,科技機電產攜專班一,應用數學(一),,系必修,,否,3,盧建余,力行館,(五) 07-09 31212研討室,50,28,28,限本班,,Applied Mathematics I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000867
1055,31013,技職行管夜碩二,電腦在行政上的應用,,系選修,,否,2,石文傑,力行館,(二) 10-13 31221會議室,30,0,17,限本系,"雙週上課,第1次上課9/22",Computer Application in Administration,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31013_1TCIEE020820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000804
1056,31012,技職行管夜碩二,機器學習,,系選修,,否,2,張紹勳,力行館,(一) 10-13 31221會議室,30,0,17,限本系,"雙週上課,第1次上課9/21",Machine Learning,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31012_1TCIEE215020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000782
1057,31011,技職行管夜碩二,區塊鏈與加密貨幣,,系選修,,否,2,張庭毅,力行館,(一) 10-13 31221會議室,30,0,18,限本系,"單週上課,第1次上課9/14",Block Chain and Cryptocurrency,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31011_1TCIEE218320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000932
1058,31010,技職行管夜碩二,書報討論(一),,系必修,,否,1,黃維澤,力行館,(二) 10-13 31221會議室,30,0,17,限本系,"單週上課,第1次上課9/15",Seminar I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31010_1TCIEE000610.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001009
1059,31009,技職行管夜碩二,論文,,系必修,,否,0,論文,,,30,0,21,限本系,,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31009_1TCIEE023600.pdf,
1060,31008,技職行管夜碩一,技職教育理論與實務,,系選修,,否,2,陳繁興,力行館,(四) 10-13 31221會議室,30,0,21,限本系,"單週上課,第1次上課9/17",Theory and Practice Voc-Tech Education,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31008_1TCIEE000320.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=9901092
1061,31007,技職行管夜碩一,產業品質設計方法,,系選修,,否,2,陳狄成,力行館,(三) 10-13 31221會議室,30,0,20,限本系,"雙週上課,第1次上課9/23",Industrial Quality Design Methods,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31007_1TCIEB202020.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000818
1062,31006,技職行管夜碩一,產業技術理論與實務,,系選修,,否,2,姚凱超,力行館,(二) 10-13 31204研討室,30,0,19,限本系,"雙週上課,第1次上課9/22",Theoretical Basis and Practical Experience on Industry and Technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31006_1TCIEB201520.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000781
1063,31005,技職行管夜碩一,研究法(一),,系必修,,否,2,廖錦文,力行館,(三) 10-13 31506,30,0,20,限本系,"單週上課,第1次上課9/16",Research Methods I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31005_1TCIEE000120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000861
1064,31004,技職行管夜碩一,基本統計,,系必修,,否,2,陳德發,力行館,(二) 10-13 31204研討室,30,0,19,限本系,"單週上課,第1次上課9/15",Statistics Method,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31004_1TCIEE019520.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000739
1065,31003,科技機電產攜專班一,生命探索發展與實踐,,校必(通識),,否,2,楊學成黃維澤,教學一館,(五) 12-13 33302教室,50,0,33,限本班,大二~大四生如要修習，以線上加簽方式,Life and Career Development and Practice,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31003_0CCGE0177920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000809
1066,31002,科技一乙,生命探索發展與實踐,,校必(通識),,否,2,賴元隆黃維澤,教學一館,(一) 05-06 33302教室,50,0,38,限本班,大二~大四生如要修習，以線上加簽方式,Life and Career Development and Practice,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31002_0CCGE0177920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001037
1067,31001,科技一甲,生命探索發展與實踐,,校必(通識),,否,2,吳信德黃維澤,教學二館,(一) 05-06 34102,50,0,41,限本班,大二~大四生如要修習，以線上加簽方式,Life and Career Development and Practice,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/31001_0CCGE0177920.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001228
1068,29015,理學位碩一,國際數位學伴,,系選修,,是,2,王妙媛周睿鈺,教學大樓,(五) 06-07 T502電腦教室,20,5,5,限本系,,International Companions for Online Learning,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/29015_1SCMB2110120_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000805
1069,29014,理學位碩一,資料分析,,系選修,,是,3,連怡斌,巧思館,(三) 05-07 數研B,20,3,3,可跨班系,,Data Analysis,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/29014_1SCMB2105830_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000474
1070,29013,理學位碩三,專題討論(三),,系必修,,是,2,周睿鈺,格致館,(一) 03-04 科教所圓環教室SE101,20,2,2,限本系,,Seminar III,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/29013_1SCMB2103120_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001036
1071,29012,理學位碩四,碩士論文,,系必修,,否,0,,,,20,0,0,限本班,,Thesis,無,,
1072,29011,理學位碩三,碩士論文,,系必修,,否,0,,,,20,0,0,限本班,,Thesis,無,,
1073,29010,理學位碩二,碩士論文,,系必修,,否,0,,,,20,1,1,限本班,,Thesis,無,,
1074,29009,理學位碩二,論文指導(二),,系必修,,是,3,,,,20,0,0,可跨班系,,Thesis Supervision II,無,,
1075,29008,理學位碩二,論文指導(一),,系必修,,是,3,,,,20,0,0,可跨班系,,Thesis Supervision I,無,,
1076,29007,理學位碩一,科技英文寫作,,系選修,,是,3,曾文培,教學大樓,(五) 02-04 T303,20,12,12,限本班,,English Writing in Science and Technology,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/29007_1SCMB2109230_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000802
1077,29006,理學位碩一,科學教育研究法,,系選修,,是,3,鄭夢慈,理學一館,(四) 02-04 BIO321研究生室,20,6,6,可跨班系,,Research Methods of Science Education,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/29006_1SCMB2100930_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000993
1078,29005,理學位碩一,有機金屬化學,,系選修,,是,3,黃瑞賢,理學一館,(五) 05-07 化學系會議室,20,4,4,可跨班系,,Organometallic Chemistry,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/29005_1SCMB2102330_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000638
1079,29004,理學位碩一,奈米材料(一),,系選修,,是,3,劉嘉吉,教學大樓,(三) 06-08 T203,20,2,3,可跨班系,,Nano-Materials I,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/29004_1SCMB2108430_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000590
1080,29003,理學位碩二,校外實習(一),,系選修,,是,9,黃啓炎高琨哲,格致館,(四) 01-09 理學院國際學程會議室,20,0,0,限本班,,Cooperative Internship I (Co-Op I),中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/29003_1SCMB2108290.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000729
1081,29002,理學位碩一,酵母菌學專論(一),,系選修,,是,2,周睿鈺,格致館,(一) 08-09 周睿鈺老師實驗室,20,3,4,可跨班系,,Special Topics in Yeast Biology I,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/29002_1SCMB2104720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001036
1082,29001,理學位碩一,專題討論(一),,系必修,,是,3,黃瑞賢,格致館,(一) 02-04 圓環教室(格致館一樓),20,17,17,可跨班系,,Seminar I,英文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/29001_1SCMB2108030_EN.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000638
1083,28006,統資碩二,論文指導(一),,系必修,,否,3,論文,,,20,6,6,可跨班系,,Thesis Supervision I,無,,
1084,28005,統資碩二,碩士論文,,系必修,,否,0,論文,,,20,4,4,可跨班系,,Thesis,無,,
1085,28004,統資碩一,機器學習,,系選修,,否,3,魏裕中,巧思館,(二) 02-04 數研C,20,8,8,可跨班系,,Introduction to Machine Learning,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/28004_1SCSI2110430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001110
1086,28003,統資碩一,數理統計(一),,組必修,,否,3,魏裕中,巧思館,(三) 02-04 數研A,20,6,9,可跨班系,,Mathematical Statistics I,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/28003_1SCSI2102730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001110
1087,28002,統資碩二,長期追蹤資料分析專題(一),,系選修,,否,3,蔡秒玉,巧思館,(四) 06-08 數學系21402,20,3,3,可跨班系,,Topics in Longitudinal Data Analysis I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/28002_1SCSI2001330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000880
1088,28001,統資碩一,資料分析(一),,組必修,,否,3,蔡秒玉,巧思館,(三) 06-08 數研C,20,7,8,可跨班系,,Data Analysis I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/28001_1SCSI2000330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000880
1089,26021,光電碩博,半導體光學專題研究(一),,系選修,,否,3,石豫臺,格致館,(一) 03-04、14 光研1,20,3,6,可跨班系,,Special Topics in Semiconductor Optics I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26021_1SCPO3128130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000719
1090,26020,光電碩博,光學透鏡設計與製造實務,,系選修,,否,3,葉天守,格致館,(五) 02-04 22411四樓會議室,20,5,6,可跨班系,,Practical Technology of Optical Lens Design and Fabrication,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26020_1SCPO3140830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=9901276
1091,26019,光電碩博,光電半導體元件,,系選修,,否,3,黃滿芳,格致館,(三) 07-09 22110一樓會議室,20,3,4,可跨班系,,Optoelectronic Devices,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26019_1SCPO3128330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000738
1092,26018,光電碩博,有機薄膜電晶體專題研究(一),,系選修,,否,3,王右武,格致館,(二) 06-08 光研1,20,8,11,可跨班系,,Monographic Study of Organic Thin Film Transistor I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26018_1SCPO3127330.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000899
1093,26017,光電碩博,半導體產業實習(一),,系選修,,否,3,蕭輔力,格致館,(五) 06-08 22411四樓會議室,20,11,12,可跨班系,,Practice in semiconductor industry I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26017_1SCPO3137930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000979
1094,26016,光電碩博,光子晶體專題研究(一),,系選修,,否,3,蕭輔力,格致館,(二) 02-04 光研1,20,7,7,可跨班系,,Special Topics in Photonic Crystal I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26016_1SCPO3132030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000979
1095,26015,光電碩博,幾何光學,,系選修,,否,3,蕭輔力,格致館,(四) 02-04 22411四樓會議室,20,14,16,可跨班系,,Geometrical Optics,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26015_1SCPO3125830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000979
1096,26014,光電碩博,液晶光學專題研究(一),,系選修,,是,3,黃啓炎,格致館,(一) 06-08 光研1,20,5,5,可跨班系,,Special Topics in Liquid Crystal Displays I,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000729
1097,26013,光電碩博,物理光學,,系選修,,否,3,郭西川,格致館,(四) 06-08 22411四樓會議室,20,5,5,可跨班系,,Physical Optics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26013_1SCPO3125730.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000616
1098,26012,光電碩博,奈米光電專題討論,,系必修,,否,2,蕭輔力,格致館,(五) 05、14 光研1,20,12,20,限本系,,Seminar in Nano-optical electronics,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26012_1SCPO3136820.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000979
1099,26011,光電碩博,顯示技術專題討論,,系必修,,否,2,王右武,格致館,(二) 05、14 光研1,20,12,16,限本系,,Seminar in display technology,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26011_1SCPO3136620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000899
1100,26010,光電碩博,半導體材料暨元件專題討論,,系必修,,否,2,黃滿芳,格致館,(三) 05、14 光研1,20,4,5,限本系,,Seminar in material and device of semiconductor,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000738
1101,26009,光電碩博,光資訊專題討論,,系必修,,否,2,郭西川,格致館,(四) 05、14 光研1,20,5,5,限本系,,Seminar in optical information,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26009_1SCPO3136720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000616
1102,26008,光電碩博,論文指導(二),,系必修,,否,3,論文,,,50,0,2,限本系,,Thesis Supervision II,無,,
1103,26007,光電碩博,論文指導(一),,系必修,,否,3,論文,,,50,6,15,限本系,,Thesis Supervision I,無,,
1104,26006,光電碩博,論文,,系必修,,否,0,論文,,,50,1,10,限本系,1. 本課程為登錄論文口試成績用，當學期申請碩博士學位論文口試者必選。　2. 當學期未選其他課程者必選。　3. 每學期可重複修課。,Thesis,無,,
1105,26005,科技應用與管理夜碩一,行銷管理,,系選修,,否,3,程立民,教學大樓,(二) 10-12 T102,50,0,30,限本系,,Marketing Management,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26005_1SCPOE135930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=6000257
1106,26004,科技應用與管理夜碩一,科技創新應用講座,,系選修,,否,3,張木生蔡其明江瑞德黃炳文,教學大樓,(三) 10-12 T102,50,0,31,限本系,,Science and Technology Innovation Lecture,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=9901268
1107,26003,科技應用與管理夜碩一,研究方法,,系選修,,否,3,蕭輔力柯錫卿湯玉珍,教學大樓,(六) 02-04 T102,50,0,19,限本系,,Research Methods,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26003_1SCPOE136130.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000979
1108,26002,科技應用與管理夜碩二,專題研究(二),,系必修,,否,2,湯玉珍葉天守洪志明劉少勲柯錫卿蕭輔力,教學大樓,(六) 05-06 T102,50,0,16,限本班,,Special Topics on Photonics II,中英,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26002_1SCPOE000420.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000848
1109,26001,科技應用與管理夜碩二,論文,,系必修,,否,0,論文,,,50,0,12,限本系,1. 本課程為登錄論文口試成績用，當學期申請碩士學位論文口試者必選。　2. 當學期未選其他課程者必選。　3. 每學期可重複修課。,Thesis,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/26001_1SCPOE001800.pdf,
1110,25043,化碩一,高等生物化學,,系選修,,否,3,洪義盛,理學一館,(二) 01-03 化學系會議室,20,3,3,可跨班系,,Advanced Biological Chemistry,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25043_1SCCH2129530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000864
1111,25042,化三,感測器原理與應用,,系選修,,否,3,江昌嶽,教學大樓,(四) 02-04 T205,50,53,50,可跨班系,,Principles and Application of Sensors,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25042_1SCCH0142230.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001202
1112,25041,化碩二,論文,,系必修,,否,0,論文,理學一館,(六) 05-06 化學系會議室,40,0,12,限本系,,Thesis,無,,
1113,25040,化碩二,論文指導(一),,系必修,,否,3,論文,理學一館,(二) 05-07 化學系會議室,30,4,28,限本系,,Thesis Supervision I,無,,
1114,25039,化碩二,化學書報討論(三),,系必修,,否,2,陳以昇,格致館,(四) 03-04 圓環教室(格致館一樓),30,4,24,限本系,,Seminar III,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25039_1SCCH2128620.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001233
1115,25038,化碩一,有機金屬化學,,系選修,,否,3,黃瑞賢,教學大樓,(五) 02-04 T202,20,5,6,可跨班系,,Organometallic Chemistry,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25038_1SCCH2006630.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000638
1116,25037,化碩一,生物分析化學,,系選修,,否,3,劉敏瑛,教學大樓,(四) 05-07 T205,20,10,10,可跨班系,,Bioanalysis Chemistry,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000885
1117,25036,化碩一,觸媒化學,,系選修,,否,3,高琨哲,教學大樓,(三) 02-04 T301,20,3,4,可跨班系,,Catalytic Chemistry,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25036_1SCCH2129030.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001121
1118,25035,化碩一,高等有機化學,,系選修,,否,3,許銘華,教學大樓,(二) 02-04 T301,20,11,11,可跨班系,,Advanced Organic Chemistry,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001088
1119,25034,化碩一,化學研究技術,,系選修,,否,3,陳以昇,教學大樓,(一) 05-07 T301,20,3,3,可跨班系,,Chemical Research Techniques,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25034_1SCCH2137930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001233
1120,25033,化碩一,分子光譜學,,系選修,,否,3,吳安台,教學大樓,(一) 02-04 T202,20,11,12,可跨班系,,Molecular Spectroscopic Chemistry,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25033_1SCCH2129830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000879
1121,25032,化碩一,專題研究(一),,系必修,,否,3,黃瑞賢林泱蔚,教學大樓,(二) 05-07 T006,30,19,20,限本系,,Research I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25032_1SCCH2137430.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000638
1122,25031,化碩一,化學書報討論(一),,系必修,,否,2,曹峯溢,教學大樓,(四) 03-04 T301,30,19,19,限本系,,Seminar I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25031_1SCCH2003120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001166
1123,25030,化四,專題研究有機物化組(三),,系選修,,否,2,張智煒,理學一館,(五) 08-09 研究討論室1,50,6,6,可跨班系,,Research in Organic and Physical Chemistry III,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001013
1124,25029,化四,專題研究無機分析組(三),,系選修,,否,2,劉敏瑛,格致館,(五) 08-09 三樓有機實驗室,50,4,4,可跨班系,,Research in Inorganic and Analytical Chemistry III,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000885
1125,25028,化四,有機光譜分析,,系選修,,否,3,吳安台,教學大樓,(五) 02-04 T205,50,28,28,可跨班系,,Organic Spectroscopy,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25028_1SCCH0009930.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000879
1126,25027,化四,螢光光譜學,,系選修,,否,3,張智煒,教學大樓,(四) 02-04 T102,50,22,22,限本系,,Principle of fluorescence spectroscopy,無,,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001013
1127,25026,化四,物化特論,,系選修,,否,3,胡景瀚,教學大樓,(三) 02-04 T205,50,49,49,可跨班系,,Special Topics in Physical Chemistry,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25026_1SCCH0135830.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000633
1128,25025,化四,化學科教學實習,,系選修,,否,2,洪義盛,教學大樓,(一) 03-04 T102 (三) 07-08 T205,50,9,9,限本系,,Chemistry Teaching Practicum,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25025_1SCCH0136120.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000864
1129,25024,化四,材料化學,,系選修,,否,3,高琨哲,教學大樓,(一) 05-07 T205,50,57,50,可跨班系,,Material Chemistry,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25024_1SCCH0128530.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0001121
1130,25023,化四,專題討論有機無機組(一),,系必修,,否,2,吳安台,教學大樓,(四) 08-09 T205,20,42,20,限本系,,Seminar in Organic and Inorganic Chemistry I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25023_1SCCH0120720.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000879
1131,25022,化四,專題討論化教組(一),,系必修,,否,2,洪義盛,教學大樓,(四) 08-09 T102,20,6,6,限本系,,Seminar in Chemical Education I,中文,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1151/25022_1SCCH0121220.pdf,https://webapss.ncue.edu.tw/Teacher/Reports/OB020.aspx?yms_year=115&yms_sms=1&emp_id=0000864
