學年度,學期,分類,學制,cluster標籤,課程名稱,英文課程名稱,開課班別(代表),科系,學院,學分,教師姓名,星期,起始節次,地點,飽和度,中籤率,全英,Cluster,教學大綱連結
113,2,專業課程,學士班,熱門課程,法文(二),French (II),英一,英語學系,文學院,2,蔡明華,3,5,語言實驗室3,0.82,1.097560976,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/41016_1AREN0169220.pdf
113,2,專業課程,學士班,一般課程,德文(二),German II,英一,英語學系,文學院,2,王自和,1,7,11101,0.22,1.090909091,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/41015_1AREN0168820.pdf
113,2,專業課程,學士班,一般課程,文法與修辭,Grammar and Rhetoric,英一,英語學系,文學院,2,郭育賢,4,7,13101,1.16,0.586206897,0,2,
113,2,專業課程,學士班,熱門課程,文學作品導讀(二),Approach to Literature (II),英一,英語學系,文學院,2,儲湘君,2,3,英語小劇場,0.866666667,1.288461538,0,0,
113,2,專業課程,學士班,一般課程,西洋文學概論(二),Introduction to Western Literature (II),英一,英語學系,文學院,2,施懿芹,3,7,T101,0.883333333,1.169811321,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/41012_1AREN0008420.pdf
113,2,專業課程,學士班,熱門課程,基礎寫作(二)B組,Basic Writing (II),英一,英語學系,文學院,2,黃瀞儀,1,5,13101,0.54,1.037037037,0,0,
113,2,專業課程,學士班,全英專業,基礎寫作(二)A組,Basic Writing (II),英一,英語學系,文學院,2,郭育賢,4,5,13102,0.54,1.074074074,1,3,
113,2,專業課程,學士班,全英專業,基礎聽講練習B組,Basic Listening & Speaking Practice,英一,英語學系,文學院,1,平為民,4,5,語言實驗室2,0.52,1.307692308,1,3,
113,2,專業課程,學士班,全英專業,基礎聽講練習A組,Basic Listening & Speaking Practice,英一,英語學系,文學院,1,平為民,1,5,語言實驗室2,0.52,1.115384615,1,3,
113,2,專業課程,碩博士班,專題/論文,論文,Thesis,應用英語夜碩二,英語學系,文學院,0,論文,0,0,,0,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/41007_1ARENE033500.pdf
113,2,專業課程,碩博士班,專題/論文,論文指導,Thesis Supervision,應用英語夜碩二,英語學系,文學院,4,論文,0,0,,0,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/41006_1ARENE033440.pdf
113,2,專業課程,碩博士班,一般課程,統計分析與量化研究法,Statistical Analysis in Quantitative Research,應用英語夜碩一,英語學系,文學院,3,趙玉芝蓋傑富,3,10,英研1,0,1,0,2,
113,2,專業課程,碩博士班,一般課程,多模態教學設計,Multimodal Instructional Design,應用英語夜碩一,英語學系,文學院,3,林愛恩陳謝鈞,2,10,英研1,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/41004_1ARENE209230.pdf
113,2,專業課程,碩博士班,全英專業,高級論文寫作,Advanced Essay Writing,應用英語夜碩一,英語學系,文學院,2,蓋傑富,1,10,英研1,0,1,1,3,
113,2,專業課程,學士班,熱門課程,生命探索發展與實踐,Enlightening and Practicing of Careerlife,英一,英語學系,文學院,2,黃瀞儀,3,3,T202,0,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/41001_0CCGE0177920.pdf
113,2,專業課程,碩博士班,專題/論文,論文,Thesis,AI碩士學程二,人工智慧科技應用碩士學位學程,科技學院,0,論文,0,0,,0,1,0,1,
113,2,專業課程,碩博士班,專題/論文,論文指導(二),Thesis Supervision II,AI碩士學程二,人工智慧科技應用碩士學位學程,科技學院,3,論文,0,0,,0.35,1,0,1,
113,2,專業課程,碩博士班,專題/論文,專題研究(二),Special Research II,AI碩士學程二,人工智慧科技應用碩士學位學程,科技學院,1,方俊修姚凱超,0,0,,0.35,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/36005_1TCAI2102110.pdf
113,2,專業課程,碩博士班,一般課程,智慧型控制,Smart Control,AI碩士學程一,人工智慧科技應用碩士學位學程,科技學院,3,方俊修,2,5,31219研討室,0.35,1.428571429,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/36004_1TCAI2101530.pdf
113,2,專業課程,碩博士班,一般課程,智慧電網,Smart Grid,AI碩士學程一,人工智慧科技應用碩士學位學程,科技學院,3,林韋辰,4,5,31219研討室,0.35,1.571428571,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/36003_1TCAI2101230.pdf
113,2,專業課程,碩博士班,熱門課程,智慧影像技術與應用,Smart Imaging Technology and Application,AI碩士學程一,人工智慧科技應用碩士學位學程,科技學院,3,吳佳軒,3,2,教學一館33204,0.55,1.181818182,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/36002_1TCAI2102630.pdf
113,2,專業課程,碩博士班,熱門課程,書報討論（二）,Seminar II,AI碩士學程一,人工智慧科技應用碩士學位學程,科技學院,2,方俊修吳佳軒林韋辰賴元隆黃維澤姚凱超,5,3,31220研討室,0.6,1.25,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/36001_1TCAI2100220.pdf
113,2,專業課程,碩博士班,一般課程,地理資訊系統,Geographical Information Systems(GIS),車輛碩一,智慧車輛工程學系,科技學院,3,董子嘉黃裕煒,3,6,31219研討室,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34015_1TCVR2103630.pdf
113,2,專業課程,碩博士班,專題/論文,車輛行動裝置系統,Vehicle Mobile Systems,車輛碩一,智慧車輛工程學系,科技學院,3,董子嘉黃裕煒,2,2,31219研討室,0,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34014_1TCVR2106130.pdf
113,2,專業課程,碩博士班,專題/論文,論文,Thesis,車輛碩二,智慧車輛工程學系,科技學院,0,論文,0,0,,0.45,1.444444444,0,1,
113,2,專業課程,碩博士班,專題/論文,論文指導(二),Thesis Supervision II,車輛碩二,智慧車輛工程學系,科技學院,3,論文,0,0,,0.45,1,0,1,
113,2,專業課程,碩博士班,專題/論文,動力機械群教學實習,Practicum in Power Mechanical Cluster,車輛碩二,智慧車輛工程學系,科技學院,2,吳建達,1,3,31218研討室,0.05,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34011_1TCVR2108420.pdf
113,2,專業課程,碩博士班,一般課程,書報討論(四),Seminar IV,車輛碩二,智慧車輛工程學系,科技學院,1,黃裕煒,4,7,31220研討室,0.45,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34010_1TCVR2003510.pdf
113,2,專業課程,碩博士班,一般課程,車輛動力系統專題研究(二),Special Topic in power system  (II),車輛碩一,智慧車輛工程學系,科技學院,3,林似霖,5,6,車輛所B,0.15,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34009_1TCVR2106930.pdf
113,2,專業課程,碩博士班,一般課程,車輛信號處理與控制專題研究(二),Project study of vehicle signal processing and control Ⅱ,車輛碩一,智慧車輛工程學系,科技學院,3,曾文功董子嘉,1,6,車輛所D,0.1,1.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34008_1TCVR2107130.pdf
113,2,專業課程,碩博士班,一般課程,車輛監控專題研究(二),Special Topics on Vehicle Surveillance (II),車輛碩一,智慧車輛工程學系,科技學院,3,楊介仙,5,6,車輛所C,0.1,1.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34007_1TCVR2000730.pdf
113,2,專業課程,碩博士班,一般課程,車輛振動、噪音控制專題研究(一),Special Topic in Vehicle Vibration and Noise Control  (I),車輛碩一,智慧車輛工程學系,科技學院,3,吳建達,5,6,車輛所A,0.15,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34006_1TCVR2002130.pdf
113,2,專業課程,碩博士班,一般課程,書報討論(二),Seminar II,車輛碩一,智慧車輛工程學系,科技學院,1,楊介仙,4,5,31220研討室,0.45,1.333333333,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34005_1TCVR2000210.pdf
113,2,專業課程,碩博士班,熱門課程,車輛底盤與傳動系統技術,Technology of Vehicle Chassis and Transmission System,車輛碩一,智慧車輛工程學系,科技學院,1,曾文功,4,2,31219研討室,0.35,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34004_1TCVR2001010.pdf
113,2,專業課程,碩博士班,熱門課程,車輛舒適性控制,Vehicle Comfort Control,車輛碩一,智慧車輛工程學系,科技學院,3,吳建達,3,2,31219研討室,0.45,1.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34003_1TCVR2000830.pdf
113,2,專業課程,碩博士班,一般課程,人工智慧與車輛科技,Artificial Intelligence and Vehicle Technology,車輛碩一,智慧車輛工程學系,科技學院,3,林似霖,2,6,教學一館33204,0.45,1.222222222,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34002_1TCVR2109030.pdf
113,2,專業課程,碩博士班,專題/論文,機電整合實務,Mechatronics Practice,車輛碩一,智慧車輛工程學系,科技學院,3,楊介仙,1,2,電二教室,0.25,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/34001_1TCVR2105430.pdf
113,2,專業課程,碩博士班,熱門課程,專案管理專題研究,Research Seminar on Project Management,人管博三,人力資源管理研究所,科技學院,3,洪贊凱,5,2,31203B研討室,0,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32044_1TCHR1111430.pdf
113,2,專業課程,碩博士班,熱門課程,組織行為,Organizational Behavior,人力資源管理夜碩一,人力資源管理夜碩一,,3,蔡啟通,6,2,31219研討室,0,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32043_1TCHRE113330.pdf
113,2,專業課程,碩博士班,專題/論文,論文,Thesis,人力資源管理夜碩二,人力資源管理夜碩二,,0,論文,0,0,,0,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32042_1TCHRE114500.pdf
113,2,專業課程,碩博士班,專題/論文,論文指導,Thesis Supervision,人力資源管理夜碩二,人力資源管理夜碩二,,4,論文,0,0,,0,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32041_1TCHRE114940.pdf
113,2,專業課程,碩博士班,專題/論文,組織行為專題研究,Research Seminar on Organizational Behavior,人管博一,人力資源管理研究所,科技學院,3,蔡啟通,2,0,08-09、14 31203B研討室,0.2,1,0,1,
113,2,專業課程,碩博士班,一般課程,績效管理,Performance Management,人管碩一,人力資源管理研究所,科技學院,3,洪贊凱,3,5,31220研討室,0.5,0.6,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32038_1TCHR2001230.pdf
113,2,專業課程,碩博士班,專題/論文,談判學,Negotiation Studies,人管碩二,人力資源管理研究所,科技學院,3,沈其泰,1,2,31220研討室,0.85,0.705882353,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32037_1TCHR2109630.pdf
113,2,專業課程,碩博士班,一般課程,職場健康心理學,Workplace Mental Health,人力資源管理夜碩一,人力資源管理夜碩一,,3,周君倚,4,10,31220研討室,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32035_1TCHRE121130.pdf
113,2,專業課程,碩博士班,一般課程,績效管理,Performance Management,人力資源管理夜碩一,人力資源管理夜碩一,,3,洪贊凱,2,10,31220研討室,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32033_1TCHRE112130.pdf
113,2,專業課程,碩博士班,一般課程,多變量分析,Multivariate Analysis,人力資源管理夜碩一,人力資源管理夜碩一,,3,王議賢,1,10,31220研討室,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32032_1TCHRE120330.pdf
113,2,專業課程,碩博士班,專題/論文,員工關係,Employment Relationship,人管碩二,人力資源管理研究所,科技學院,3,蔡啟通,4,0,08-09、14 31219研討室,0.25,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32030_1TCHR2108230.pdf
113,2,專業課程,碩博士班,熱門課程,綠色人力資源管理,Green Human Resource Management,人管碩一,人力資源管理研究所,科技學院,3,許壹傑,3,2,31203B研討室,0.066666667,2,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32029_1TCHR2120730.pdf
113,2,專業課程,碩博士班,一般課程,商用英文(二),Business English II,人管碩二,人力資源管理研究所,科技學院,2,鍾安宜,2,7,31204研討室,0.1,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32028_1TCHR2111620.pdf
113,2,專業課程,碩博士班,一般課程,社會心理學,Social Psychology,人管碩二,人力資源管理研究所,科技學院,3,周君倚,2,7,31203A研討室,0.45,0.888888889,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32027_1TCHR3117830.pdf
113,2,專業課程,碩博士班,專題/論文,決策心理學,Decision Psychology,人管碩二,人力資源管理研究所,科技學院,3,王議賢,1,2,31204研討室,0.366666667,0.727272727,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32026_1TCHR3117930.pdf
113,2,專業課程,碩博士班,熱門課程,書報討論(四),Seminar IV,人管碩二,人力資源管理研究所,科技學院,1,周君倚,2,5,31220研討室,0.933333333,1.035714286,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32025_1TCHR2005710.pdf
113,2,專業課程,碩博士班,熱門課程,論文指導(二),Thesis Supervision II,人管碩二,人力資源管理研究所,科技學院,3,論文,0,0,,0.282828283,1.071428571,0,0,
113,2,專業課程,碩博士班,熱門課程,論文,Thesis,人管碩二,人力資源管理研究所,科技學院,0,論文,0,0,,0.313131313,1.322580645,0,0,
113,2,專業課程,碩博士班,熱門課程,創新管理,Management of Innovation,人管碩一,人力資源管理研究所,科技學院,3,蔡啟通,5,0,08-09、14 31219研討室,0.25,1.2,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32022_1TCHR2001530.pdf
113,2,專業課程,碩博士班,熱門課程,財務管理,Financial Management,人管碩一,人力資源管理研究所,科技學院,3,黃敦群,5,2,31219研討室,0.933333333,0.964285714,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32021_1TCHR2109230.pdf
113,2,專業課程,碩博士班,一般課程,薪酬管理,Compensation Management,人管碩一,人力資源管理研究所,科技學院,3,許壹傑,4,5,31204研討室,0.166666667,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32019_1TCHR2002530.pdf
113,2,專業課程,碩博士班,全英專業,組織發展,Organization Development,人管碩一,人力資源管理研究所,科技學院,3,鍾安宜,4,2,31204研討室,0.166666667,1.6,1,3,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32018_1TCHR2109430.pdf
113,2,專業課程,碩博士班,熱門課程,任用管理,Staffing Management,人管碩一,人力資源管理研究所,科技學院,3,黃敦群,4,2,31220研討室,0.666666667,0.9,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32017_1TCHR2001430.pdf
113,2,專業課程,碩博士班,一般課程,職場健康心理學,Workplace Mental Health,人管碩一,人力資源管理研究所,科技學院,3,周君倚,4,5,31203B研討室,0.733333333,0.954545455,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32016_1TCHR3118930.pdf
113,2,專業課程,碩博士班,熱門課程,行銷管理,Marketing Management,人管碩一,人力資源管理研究所,科技學院,3,鍾安宜,3,2,31220研討室,0.5,0.866666667,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32015_1TCHR2107830.pdf
113,2,專業課程,碩博士班,一般課程,組織行為,Organizational Behavior,人管碩一,人力資源管理研究所,科技學院,3,沈其泰,2,7,31220研討室,0.7,0.952380952,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32014_1TCHR2002230.pdf
113,2,專業課程,碩博士班,一般課程,多變量分析(B),Multivariate Analysis (B),人管碩一,人力資源管理研究所,科技學院,3,王議賢,1,5,31220研討室,0.6,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32012_1TCHR2119630.pdf
113,2,專業課程,碩博士班,一般課程,多變量分析(A),Multivariate Analysis (A),人管碩一,人力資源管理研究所,科技學院,3,洪贊凱,1,5,31204研討室,0.65,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32011_1TCHR2119530.pdf
113,2,專業課程,碩博士班,熱門課程,書報討論(二),Seminar II,人管碩一,人力資源管理研究所,科技學院,1,黃敦群沈其泰,2,5,31204研討室,0.833333333,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32010_1TCHR2001010.pdf
113,2,專業課程,碩博士班,熱門課程,華人組織行為專題研究,Research Seminar on Chinese Organizational Behavior,人管博三,人力資源管理研究所,科技學院,3,王議賢,3,2,31203D研討室,0.05,1,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32009_1TCHR1111330.pdf
113,2,專業課程,碩博士班,一般課程,英文論文寫作,English Research Paper Writing,人管博三,人力資源管理研究所,科技學院,3,許壹傑,2,5,31211研討室,0.1,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32008_1TCHR1000330.pdf
113,2,專業課程,碩博士班,專題/論文,書報討論(四),Seminar IV,人管博二,人力資源管理研究所,科技學院,1,許壹傑洪贊凱,2,3,31211研討室,0.05,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32006_1TCHR1005810.pdf
113,2,專業課程,碩博士班,熱門課程,論文指導(二),Thesis Supervision II,人管博二,人力資源管理研究所,科技學院,3,論文,0,0,,0.04040404,1.5,0,0,
113,2,專業課程,碩博士班,熱門課程,論文,Thesis,人管博二,人力資源管理研究所,科技學院,0,論文,0,0,,0.01010101,13,0,0,
113,2,專業課程,碩博士班,一般課程,多變量分析,Multivariate Analysis,人管博一,人力資源管理研究所,科技學院,3,王議賢,2,5,31203B研討室,0.2,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32002_1TCHR1000530.pdf
113,2,專業課程,碩博士班,專題/論文,書報討論(二),Seminar II,人管博一,人力資源管理研究所,科技學院,1,鍾安宜王議賢,2,3,31203B研討室,0.15,1,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/32001_1TCHR1000910.pdf
113,2,專業課程,碩博士班,一般課程,非線性控制,Nonlinear Control Systems,工碩二,電機與機械科技學系,科技學院,3,黃淳德,3,5,31204研討室,0.1,3,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/310A7_1TCIE2017630.pdf
113,2,專業課程,碩博士班,一般課程,電腦繪圖,Computer Graphics,機電產攜專班一,機電工程學系,工學院,3,劉晉嘉,5,7,31212研討室 08-09 力行館31102,0.14,3,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/310A5_1TCIE0163930.pdf
113,2,專業課程,碩博士班,一般課程,電腦繪圖,Computer Graphics,機電產攜專班一,機電工程學系,工學院,3,劉晉嘉,5,7,31212研討室 08-09 力行館31102,0.14,3,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/310A5_1TCIE0163930.pdf
113,2,專業課程,碩博士班,專題/論文,組織與管理專題研究,Seminar in Organization theory and management,工碩一,電機與機械科技學系,科技學院,3,羅志成,2,2,合班教室1,0.4,0.875,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/310A4_1TCIE2212830.pdf
113,2,專業課程,碩博士班,一般課程,專題研究(二),Research II,工教數位碩二,電機與機械科技學系,科技學院,1,程于芳,2,8,數位學習研討室,0.15,1.333333333,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/310A1_1TCIE3201310.pdf
113,2,專業課程,碩博士班,一般課程,人機介面,Computer Human Interaction,工教數位碩一,電機與機械科技學系,科技學院,3,程于芳,4,5,數位學習研討室,0.2,2,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31099_1TCIE2192830.pdf
113,2,專業課程,碩博士班,一般課程,研究方法,Research Methods,工教數位碩一,電機與機械科技學系,科技學院,2,程于芳,2,6,數位學習研討室,0.15,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31098_1TCIE2000420.pdf
113,2,專業課程,學士班,一般課程,專業技術能力測驗方法研究,Skill Evaluation Methods,工四乙,電機與機械科技學系,科技學院,1,盧建余黃川桂,6,12,31101演講廳,0.6,1.166666667,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31097_1TCIE0191010.pdf
113,2,專業課程,學士班,一般課程,嵌入式系統,Embedded System,工二甲,電機與機械科技學系,科技學院,3,吳佳軒,2,7,31221會議室 08-09 經世館32101,0.54,1.185185185,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31096_1TCIE0185830.pdf
113,2,專業課程,學士班,一般課程,嵌入式系統,Embedded System,工二甲,電機與機械科技學系,科技學院,3,吳佳軒,2,7,31221會議室 08-09 經世館32101,0.54,1.185185185,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31096_1TCIE0185830.pdf
113,2,專業課程,學士班,一般課程,嵌入式系統,Embedded System,工二甲,電機與機械科技學系,科技學院,3,吳佳軒,2,7,31221會議室 08-09 經世館32101,0.54,1.185185185,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31096_1TCIE0185830.pdf
113,2,專業課程,學士班,一般課程,嵌入式系統,Embedded System,工二甲,電機與機械科技學系,科技學院,3,吳佳軒,2,7,31221會議室 08-09 經世館32101,0.54,1.185185185,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31096_1TCIE0185830.pdf
113,2,專業課程,碩博士班,專題/論文,論文指導(二),Thesis Supervision II,工碩二,電機與機械科技學系,科技學院,3,論文,0,0,,0.38,1.368421053,0,1,
113,2,專業課程,碩博士班,專題/論文,論文,Thesis,工碩二,電機與機械科技學系,科技學院,0,論文,0,0,,0.44,1.590909091,0,1,
113,2,專業課程,碩博士班,一般課程,技職教育政策分析與應用,Analysis & Application of TVE Policies,工碩二,電機與機械科技學系,科技學院,3,鄭曜忠,4,5,31218研討室,0.2,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31093_1TCIE2065030.pdf
113,2,專業課程,碩博士班,熱門課程,配電系統模擬與分析,Distribution System Simulation and Analysis,工碩二,電機與機械科技學系,科技學院,3,黃維澤,4,2,31221會議室,0.45,1.777777778,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31092_1TCIE2202930.pdf
113,2,專業課程,碩博士班,專題/論文,田口式品質設計方法,Taguchi Methods for Quality Design,工碩二,電機與機械科技學系,科技學院,3,陳狄成,2,2,31204研討室,0.7,1.571428571,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31091_1TCIE2162030.pdf
113,2,專業課程,碩博士班,熱門課程,先進CNC工具機設計與實務,Modern CNC Machine Tools Design and Practical,工碩二,電機與機械科技學系,科技學院,3,賴元隆,3,2,31204研討室,0.15,1.333333333,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31090_1TCIE2194530.pdf
113,2,專業課程,碩博士班,一般課程,人工智慧,Artificial Intelligence,工碩一,電機與機械科技學系,科技學院,3,張紹勳,2,7,31218研討室,0.35,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31089_1TCIE2209830.pdf
113,2,專業課程,碩博士班,專題/論文,論文指導(二),Thesis Supervision II,工博二,電機與機械科技學系,科技學院,3,論文,0,0,,0.26,1.769230769,0,1,
113,2,專業課程,碩博士班,熱門課程,論文,Thesis,工博二,電機與機械科技學系,科技學院,0,論文,0,0,,0.313131313,2.129032258,0,0,
113,2,專業課程,碩博士班,一般課程,領導理論專題研究,Leadership Theory,工博二,電機與機械科技學系,科技學院,3,鄭友超,4,5,31213研討室,0.25,1.2,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31086_1TCIE1157630.pdf
113,2,專業課程,碩博士班,一般課程,技職教育創造思考專題研究,Case Study on Creative Thinking for Vocational Education,工博二,電機與機械科技學系,科技學院,3,張菽萱,3,5,31213研討室,0.1,0.5,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31085_1TCIE3219730.pdf
113,2,專業課程,碩博士班,一般課程,決策分析專題研究,Study of Making Decision,工博二,電機與機械科技學系,科技學院,3,盧建余,4,5,31501,0.5,1.9,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31084_1TCIE1214030.pdf
113,2,專業課程,碩博士班,熱門課程,虛擬儀控專題研究,Study of Virtual Instrumentation and Control,工博二,電機與機械科技學系,科技學院,3,姚凱超,3,2,31213研討室,0.25,0.8,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31083_1TCIE1200530.pdf
113,2,專業課程,碩博士班,一般課程,運動控制應用專題研究,Study of Motion Control  Application,工博二,電機與機械科技學系,科技學院,3,陳德發,2,7,31601,0.55,1.090909091,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31082_1TCIE1195530.pdf
113,2,專業課程,碩博士班,專題/論文,技職教育教學專題研究,Case Study of Vocational Education Instruction,工博二,電機與機械科技學系,科技學院,3,廖錦文,2,2,31506,0.4,1.125,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31081_1TCIE1155430.pdf
113,2,專業課程,碩博士班,一般課程,勞資關係與人力資源之管理和發展,Management and development of labor relations and human resources,工博一,電機與機械科技學系,科技學院,3,趙守博,5,5,31218研討室,0,1,0,2,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31080_1TCIE1228230.pdf
113,2,專業課程,碩博士班,熱門課程,物聯網專題研究,Special Topic on Internet of Things,工博一,電機與機械科技學系,科技學院,3,張紹勳,3,2,31218研討室,0.15,2.666666667,0,0,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31079_1TCIE1213630.pdf
113,2,專業課程,碩博士班,專題/論文,組織與管理專題研究,Seminar in Organization theory and management,工博一,電機與機械科技學系,科技學院,3,羅志成,2,2,31213研討室,0.35,1.428571429,0,1,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/31078_1TCIE1213830.pdf
