Cluster,學分,上限人數,飽和度,中籤率,全英,起始節次,結束節次,星期,課程數量
0,2.3873167900159626,48.8368886953998,0.6964938987458865,1.4249224673297274,0.0,3.123059062545349,4.537222464083587,3.1767522855898997,6891
1,2.1376516773733045,27.270521056388294,0.1503799253323397,1.5428338631059308,0.0,0.44182726623840113,0.8197715917201999,0.42969307637401855,2802
2,2.507217610970769,37.572356549981954,0.3522781502181705,1.4900740407680098,0.0,7.389570552147239,8.978527607361963,2.5909418982316854,5542
3,2.3255240443896423,38.393341553637484,0.33019643366473717,1.5652324601248135,1.0,4.103575832305795,5.430332922318126,2.940813810110974,811
4,2.3771929824561404,53.21345029239766,0.024358024299974766,38.96978557504873,0.029239766081871343,4.245614035087719,5.692982456140351,2.6783625730994154,342
