序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,教學大綱連結,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註
850,41070,英博三,英語教學專題討論(1)Seminar on TEFL (1),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41070_1AREN1189130_EN.pdf,組選修,,否,3,龔慧懿,擷英館,(二) 02-04 英研3(2F),20,1,2,限本系,
851,41069,英博三,博士論文Doctoral Dissertation,無檔案No file,,系必修,,否,0,論文,,,30,2,5,限本系,本課程為登錄論文口試成績用，當學期申請博士學位論文口試者必選(每學期可重複修課)。
852,41068,英博三,論文指導(一)Thesis Supervision (I),無檔案No file,,系必修,,否,3,論文,,,20,2,3,限本系,論文指導(一)及論文指導(二)應於申請博士候選人資格考試前修畢。
853,41067,英博二,語言測驗與評量專題討論(1)Seminar on Language Testing and Assessment (1),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41067_1AREN1189730.pdf,組選修,,否,3,張善貿,擷英館,(二) 06-08 英研4(新館2F),20,2,2,限本系,
854,41066,英博二,高級研究方法乙組Advanced Research Methodology,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41066_1AREN1182020_EN.pdf,組必修,,否,2,吳保霖,擷英館,(三) 03-04 英研3(2F),20,1,1,限本系,乙組(文學組)必修。
855,41065,英博二,高級學術論文寫作乙組Advanced Academic Writing,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41065_1AREN1182120_EN.pdf,組必修,,否,2,蕭韻華,擷英館,(二) 01-02 英研2(1F),20,1,1,限本系,乙組(文學組)必修。
856,41064,英博二,書報討論甲組Paper Discussion,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41064_1AREN1181820.pdf,組必修,,是,2,張善貿,擷英館,(二) 05、14 英研4(新館2F),20,1,2,限本系,甲組(語教組)必修。
857,41063,英博一,理論語言學專題研究Studies on Theoretical Linguistics,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41063_1AREN1181530_EN.pdf,組必修,,否,3,郭育賢龔慧懿,擷英館,(二) 06-08 英研3(2F),20,1,1,限本系,甲組(語教組)必修。
858,41062,英博一,高級研究方法甲組Advanced Research Methodology,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41062_1AREN1181320_EN.pdf,組必修,,是,2,黃聖慧,擷英館,(一) 05-06 英研3(2F),20,2,3,限本系,甲組(語教組)必修。
859,41061,英博一,高級學術論文寫作甲組Advanced Academic Writing,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41061_1AREN1181420_EN.pdf,組必修,,是,2,游毓玲,擷英館,(一) 07-08 英研3(2F),20,2,2,限本系,甲組(語教組)必修。
860,41060,英碩二,碩士論文Thesis,無檔案No file,,系必修,,否,0,論文,,,30,4,11,限本系,本課程為登錄論文口試成績用，當學期申請碩士學位論文口試者必選(每學期可重複修課)。
861,41059,英碩二,論文指導(一)Thesis Supervision (I),無檔案No file,,系必修,,否,3,論文,,,20,2,14,限本系,論文指導(一)及論文指導(二)應於申請學位論文口試前修畢。
862,41058,英碩一,英國文藝復興文學專題Seminar in English Renaissance Literature,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41058_1AREN2022730_EN.pdf,組必修,,是,3,裴卓仕,擷英館,(五) 02-04 英研2(1F),20,1,5,限本系,乙組(文學組)必修。
863,41057,英碩二,英美文類發展Anglo-American Literary Genres,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41057_1AREN2004030_EN.pdf,組必修,,否,3,蕭韻華,擷英館,(四) 02-04 英研2(1F),20,3,8,限本系,乙組(文學組)必修。
864,41056,英碩二,英語教育研究法Research Methods in English Education,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41056_1AREN2007030_EN.pdf,組必修,,是,3,蓋傑富,擷英館,(三) 01-03 英研4(新館2F),20,6,8,限本班,甲組(語教組)必修。
865,41055,英碩二,語言教學測驗與評量Testing & Evaluation in Language Education,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41055_1AREN2004330.pdf,組必修,,否,3,張善貿,擷英館,(二) 02-04 英研1(1F),20,7,12,限本班,甲組(語教組)必修。
866,41054,英碩一,英語教學專題(1)Topics in TEFL (1),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41054_1AREN2154930.pdf,組選修,,是,3,趙玉芝,擷英館,(三) 02-04 英研1(1F),30,6,4,限本系,
867,41053,英碩一,閱讀教學法研究Reading Theory and Pedagogy Research,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41053_1AREN2174030_EN.pdf,組選修,,是,3,游毓玲,擷英館,(二) 05-07 英研1(1F),20,6,7,限本系,師培專門課程：1.中等學校語文領域英語文專長[英語教學]類別科目。2.高級中等學校外語群(加科)-英語專長[英語教學能力]類別科目。
868,41052,英碩一,理論語言學專題Topics on Theoretical Linguistics,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41052_1AREN2163830_EN.pdf,組必修,,否,3,龔慧懿郭育賢,擷英館,(一) 07-09 13104,20,9,9,限本系,甲組(語教組)必修。
869,41051,英碩一,書目學及研究方法(語言組)Bibliography & Research Methods(Linguistics Section),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41051_1AREN2003430.pdf,組必修,,是,3,趙玉芝,擷英館,(三) 06-08 英研1(1F),20,9,8,限本系,甲組(語教組)必修。
870,41049,英碩一,高級英文寫作(一)(語言組)Advanced English Writing (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41049_1AREN2169710_EN.pdf,組必修,,是,1,游毓玲,擷英館,(一) 05-06 英研1(1F),20,9,7,限本系,甲組(語教組)必修。
871,41048,英四,英語科教學實習(一)English Teaching Practicum (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41048_1AREN0024520.pdf,組必修,,是,2,趙玉芝,教學大樓,(一) 05-08 T203,50,26,34,限本班,1.師培生組必修/非師培生選修科目。2.先修科目：英語科教材教法。
872,41047,英四,討論與辯論B組Discussion & Debate,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41047_1AREN0167920_EN.pdf,系必修,,是,2,梅泰勒,擷英館,(四) 03-04 語言實驗室3,50,22,27,限本班,英四學號為雙號者修習本班。
873,41046,英四,討論與辯論A組Discussion & Debate,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41046_1AREN0167820_EN.pdf,系必修,,是,2,蓋傑富,擷英館,(二) 01-02 語言實驗室3,50,27,27,限本班,英四學號為單號者修習本班。
874,41045,英四,中英筆譯B組Chinese-English & English-Chinese Translating,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41045_1AREN0201020.pdf,系必修,,否,2,廖佳慧,擷英館,(五) 05-06 13104,50,21,23,限本班,英四學號為雙號者修習本班。
875,41044,英四,中英筆譯A組Chinese-English & English-Chinese Translating,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41044_1AREN0200920.pdf,系必修,,否,2,賴秉彥,擷英館,(三) 05-06 13104,50,28,30,限本班,英四學號為單號者修習本班。
876,41043,英三,日文(三)Japanese III,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41043_1AREN0168520.pdf,系選修,,否,2,廖益卿,教學大樓,(四) 07-08 T204,50,1,19,可跨班系,1.先修科目：日文(一)(二)。2.不可採認為校通識之「初級日文」。
877,41042,英三,科技運用融入英語教學The Application of Technology into TESL,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41042_1AREN0202420.pdf,系選修,,否,2,阮家慶,擷英館,(五) 07-08 13103,50,1,29,限本班,1.師培專門課程：(1)中等學校語文領域英語文專長[英語教學]類別科目。(2)高級中等學校外語群(加科)-英語專長[資訊應用能力]類別科目。2.非師培生選修課程
878,41041,英三,英語科教材教法Methods & Materials for English Teaching,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41041_1AREN0205120_EN.pdf,組必修,,否,2,龔慧懿,擷英館,(一) 03-04 13104,50,26,46,限本班,1.師培生組必修科目/非師培生選修。2.先修科目：教育基礎課程及教育方法課程各1科。
879,41040,英三,句法學Syntax,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41040_1AREN0167330_EN.pdf,系必修,,否,3,龔慧懿,擷英館,(三) 02-04 13101(新館),60,3,66,限本班,
880,41039,英三,研究方法Research Method,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41039_1AREN0167020_EN.pdf,系必修,,是,2,黃瀞儀蔡佩舒,擷英館,(五) 03-04 13101(新館),60,3,57,限本班,
881,41038,英三,英語教學(一)Teaching English as a Second/Foreign Language (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41038_1AREN0013120_EN.pdf,系必修,,是,2,黃聖慧,擷英館,(一) 07-08 13101(新館),60,3,55,限本班,
882,41037,英三,美國文學(一)American Literature (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41037_1AREN0167120_EN.pdf,系必修,,否,2,吳保霖,擷英館,(三) 07-08 英語小劇場(新館2F),60,3,64,限本班,
883,41036,英三,英國文學史(三)History of British Literature (III),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41036_1AREN0005720_EN.pdf,系必修,,否,2,蕭韻華,擷英館,(四) 05-06 13101(新館),60,2,53,限本班,
884,41035,英三,高級寫作練習B組Advanced Writing Practice,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41035_1AREN0192220_EN.pdf,系必修,,是,2,裴卓仕,擷英館,(四) 03-04 13103,50,1,26,限本班,英三學號為雙號者限修習本班。
885,41034,英三,高級寫作練習A組Advanced Writing Practice,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41034_1AREN0192120_EN.pdf,系必修,,是,2,游毓玲,擷英館,(二) 03-04 13103,50,1,26,限本班,英三學號為單號者限修習本班。
886,41033,英三,英語會話B組English Conversation,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41033_1AREN0166820_EN.pdf,系必修,,是,2,裴卓仕,擷英館,(五) 05-06 語言實驗室3,50,1,27,限本班,英三學號為雙號者限修習本班。
887,41032,英三,英語會話A組English Conversation,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41032_1AREN0166720_EN.pdf,系必修,,是,2,蓋傑富,擷英館,(四) 01-02 語言實驗室3,50,1,31,限本班,英三學號為單號者限修習本班。
888,41031,英二,法文(三)French (III),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41031_1AREN0169320.pdf,系選修,,否,2,蔡明華,擷英館,(三) 05-06 13102,50,24,20,可跨班系,1.先修科目：法文(一)(二)。2.不可採認為校通識之「初級法文」。
889,41030,英二,日文(一)Japanese I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41030_1AREN0168320.pdf,系選修,,否,2,方若評,教學大樓,(五) 01-02 T203,50,2,46,限本系,1.本系學生應於畢業前修畢第二外語(同一語言)課程兩學期4學分。2.需修習本課程之大一英文免修生，於徵得授課教師同意後，在加退選期間線上申請加簽。3.不可採認為校通識之「初級日文」。
890,41028,英二,商用英文書報討論Seminar on Business English,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41028_1AREN0180320.pdf,系選修,,是,2,阮家慶,擷英館,(二) 07-08 13103,50,3,34,限本系,1.師培專門課程：(1)中等學校語文領域英語文專長[英語文溝通能力]類別科目之一。(2)高級中等學校外語群(加科)-英語專長[專業外語能力]類別科目。2.非師培生選修課程。
891,41027,英二,國際會議與英文簡報International Conferences and English Presentation,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41027_1AREN0180420_EN.pdf,系選修,,是,2,陳謝鈞,教學大樓,(四) 07-08 T101,50,4,38,限本系,1.師培專門課程：高級中等學校外語群(加科)-英語專長[資訊應用能力]類別科目。2.非師培生選修課程。
892,41026,英二,英國文學史(一)History of British Literature (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41026_1AREN0020820_EN.pdf,系必修,,是,2,裴卓仕,擷英館,(四) 05-06 英語小劇場(新館2F),60,1,56,限本班,
893,41025,英二,語言學概論(一)Introduction to Linguistics (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41025_1AREN0150620_EN.pdf,系必修,,是,2,郭育賢,擷英館,(三) 03-04 英語小劇場(新館2F),60,2,62,限本班,
894,41024,英二,英語教學概論(一)Introduction to English Teaching (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41024_1AREN0008520.pdf,系必修,,否,2,張善貿,擷英館,(一) 05-06 英語小劇場(新館2F),60,2,69,限本班,
895,41023,英二,中級寫作(一)B組Intermediate Writing (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41023_1AREN0016420_EN.pdf,系必修,,是,2,梅泰勒,擷英館,(二) 03-04 13102,50,1,26,限本班,英二學號為雙號者限修習本班。
896,41022,英二,中級寫作(一)A組Intermediate Writing (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41022_1AREN0016320_EN.pdf,系必修,,否,2,蕭韻華,擷英館,(二) 03-04 13104,50,1,36,限本班,英二學號為單號者限修習本班。
897,41021,英二,中級聽講練習(一)B組Intermediate Listening & Speaking Practice (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41021_1AREN0010810_EN.pdf,系必修,,是,1,李鈞皓,擷英館,(一) 07-08 語言實驗室3,50,1,34,限本班,英二學號為雙號者限修習本班。
898,41020,英二,中級聽講練習(一)A組Intermediate Listening & Speaking Practice (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41020_1AREN0010710_EN.pdf,系必修,,是,1,蓋傑富,擷英館,(二) 05-06 語言實驗室3,50,1,35,限本班,英二學號為單號者限修習本班。
899,41019,英一,韓文(一)Korean (I),中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41019_1AREN0202920.pdf,系選修,,否,2,韓連善,教學大樓,(二) 07-08 T203,50,11,27,限本系,1.本系學生應於畢業前修畢第二外語(同一語言)課程兩學期4學分。2.需修習本課程之大一英文免修生，於徵得授課教師同意後，在加退選期間線上申請加簽。3.不可採認為校通識之「初級韓文」。
900,41018,英一,法文(一)French (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41018_1AREN0169120.pdf,系選修,,否,2,蔡明華,擷英館,(三) 03-04 13102,50,16,28,限本系,1.本系學生應於畢業前修畢第二外語(同一語言)課程兩學期4學分。2.需修習本課程之大一英文免修生，於徵得授課教師同意後，在加退選期間線上申請加簽。3.不可採認為校通識之「初級法文」。
901,41017,英一,英語語音學English Phonetics,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41017_1AREN0006130_EN.pdf,系必修,,是,3,郭育賢,擷英館,(二) 02-04 英語小劇場(新館2F),65,49,66,限本班,
902,41016,英一,閱讀指導B組Guidance in Reading,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41016_1AREN0166420_EN.pdf,系必修,,是,2,黃瀞儀,擷英館,(一) 07-08 13102,50,27,29,限本班,英一學號為雙號者限修習本班。
903,41015,英一,閱讀指導A組Guidance in Reading,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41015_1AREN0166320.pdf,系必修,,是,2,阮家慶,擷英館,(二) 05-06 13103,50,25,34,限本班,英一學號為單號者限修習本班。
904,41014,英一,文學作品導讀(一)Approach to Literature (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41014_1AREN0005120_EN.pdf,系必修,,是,2,裴卓仕,擷英館,(四) 07-08 英語小劇場(新館2F),65,49,84,限本班,
905,41013,英一,西洋文學概論(一)Introduction to Western Literature (I),中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41013_1AREN0008320.pdf,系必修,,否,2,施懿芹,教學大樓,(四) 05-06 T006,65,50,63,限本班,
906,41012,英一,基礎寫作(一)B組Basic Writing (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41012_1AREN0016020_EN.pdf,系必修,,是,2,黃瀞儀,擷英館,(三) 08-09 13102,50,26,30,限本班,英一學號為雙號者限修習本班。
907,41011,英一,基礎寫作(一)A組Basic Writing (I),無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41011_1AREN0015920_EN.pdf,系必修,,是,2,李鈞皓,擷英館,(一) 05-06 13103,50,25,37,限本班,英一學號為單號者限修習本班。
908,41010,英一,發音練習B組Pronunciation Practice,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41010_1AREN0212010_EN.pdf,系必修,,是,1,梅泰勒,擷英館,(三) 06-07 語言實驗室3,50,28,32,限本班,英一學號為雙號者限修習本班。
909,41009,英一,發音練習A組Pronunciation Practice,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41009_1AREN0211910_EN.pdf,系必修,,是,1,梅泰勒,擷英館,(三) 08-09 語言實驗室3,50,26,27,限本班,英一學號為單號者限修習本班。
910,41008,應用英語夜碩一,新聞外交英文Studies in Diplomatic News English,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41008_1ARENE208730.pdf,系選修,,否,3,蔡佩舒張鳳蘭,擷英館,(五) 10-12 13103,30,0,20,限本系,
911,41007,應用英語夜碩二,論文Thesis,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41007_1ARENE033500.pdf,系必修,,否,0,論文,,,40,0,39,限本系,
912,41006,應用英語夜碩二,論文指導Thesis Supervision,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41006_1ARENE033440.pdf,系必修,,否,4,論文,,,30,0,4,限本系,
913,41005,應用英語夜碩一,電腦輔助教學Computer-Assisted Teaching,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41005_1ARENE209330_EN.pdf,系選修,,是,3,蓋傑富林愛恩,擷英館,(四) 10-12 13103,30,0,7,限本系,
914,41004,應用英語夜碩一,英語教學理論與實務專題English Teaching Theory and Practice,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41004_1ARENE207830_EN.pdf,系選修,,否,3,龔慧懿趙玉芝,擷英館,(三) 10-12 13103,30,0,15,限本系,
915,41002,應用英語夜碩一,書目學及研究方法Bibliography and Research Method,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41002_1ARENE207620_EN.pdf,系必修,,是,2,蔡佩舒,圖書館,(一) 10-11 電三教室,30,0,11,限本系,
916,41001,英一,人工智慧及其應用Artificial Intelligence and Its Application,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/41001_0CCGE0181420.pdf,校必(通識),,否,2,阮家慶,圖書館,(五) 03-04 電一教室,50,0,55,限本班,大二~大四生如要修習，以線上加簽方式
917,40001,文學院,藝術概論Introduction to Art,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/40001_1ARAR0100120.pdf,系必修,,否,2,王曼萍,聲洋館,(二) 07-08 16203大理論教室,78,48,75,可跨班系,本院大學部學生修讀得列計該系系選修畢業學分；本門課程為美術系大學部美一必修課程。
918,38002,技職碩一,技職教育課程發展Vocational Education Curriculum Development,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/38002_1TCTP2101230.pdf,系選修,,否,3,廖興國,力行館,(一) 02-04 31219研討室,20,10,11,限本班,
919,38001,技職碩一,研究法（一）Research Method I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/38001_1TCTP2100230.pdf,系必修,,否,3,吳錦章廖錦文,力行館,(三) 02-04 31506,20,10,9,限本班,
920,37005,智車一,智慧車輛技術Intelligent Vehicle Technology,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/37005_1TCIV0101830.pdf,系選修,,否,3,夏雲清,教學一館,(四) 07-09 33305教室,50,17,19,限本班,教學型態：實習工廠+課堂教學+小組討論
921,37004,智車一,智慧車輛原理Principles of Intelligent Vehicles,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/37004_1TCIV0100330.pdf,系必修,,否,3,廖興國,教學一館,(四) 05-06、14 33305教室,50,18,19,限本班,
922,37003,智車一,電路學Electric Circuits,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/37003_1TCIV0100230.pdf,系必修,,否,3,吳佳軒,教學一館,(三) 02-04 33305教室,50,19,20,限本班,
923,37002,智車一,程式設計(一)Program Design I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/37002_1TCIV0100430.pdf,系必修,,否,3,吳佳軒,教學一館,(二) 02-04 教學一館33204,50,19,19,限本班,
924,37001,智車一,生命探索發展與實踐Enlightening and Practicing of Careerlife,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/37001_0CCGE0177920.pdf,校必(通識),,否,2,廖興國,教學一館,(一) 07-08 33404,50,0,22,限本班,大二~大四生如要修習，以線上加簽方式
925,36014,AI碩士學程一,智慧物聯網實務Smart Internet of Things Practice,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/36014_1TCAI2102430.pdf,系選修,,否,3,林韋辰,力行館,(四) 05-07 31219研討室,20,12,13,限本系,
926,36013,AI碩士學程二,專題研究(一)Special Research I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/36013_1TCAI2101810.pdf,系必修,,否,1,方俊修林韋辰賴元隆黃維澤姚凱超,力行館,(五) 01-02 31220研討室,20,12,15,限本班,
927,36012,AI碩士學程二,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,否,3,論文,,,20,12,15,限本班,
928,36011,AI碩士學程二,論文Thesis,無檔案No file,,系必修,,否,0,論文,,,20,11,15,限本班,
929,36009,AI碩士學程二,資料探勘Data Mining,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/36009_1TCAI2102730.pdf,系選修,,否,3,方俊修,力行館,(三) 05-07 31219研討室,20,6,8,限本班,
930,36005,AI碩士學程一,書報討論（一）Seminar I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/36005_1TCAI2100120.pdf,系必修,,否,2,方俊修林韋辰賴元隆黃維澤姚凱超,力行館,(五) 03-04 31220研討室,20,13,12,限本班,
931,36004,AI碩士學程一,機器學習Machine Learning,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/36004_1TCAI2103130.pdf,系選修,,否,3,林韋辰,力行館,(二) 05-07 31219研討室,20,13,15,限本系,
932,36001,AI碩士學程一,Python 程式設計Python Programming,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/36001_1TCAI2100930.pdf,系選修,,否,3,方俊修,教學一館,(五) 05-07 教學一館33204,20,12,18,限本班,
933,34016,車輛碩二,論文Thesis,無檔案No file,,系必修,,否,0,論文,,,20,10,13,限本系,
934,34015,車輛碩二,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,否,3,論文,,,20,10,12,限本系,
935,34014,車輛碩二,車輛振動、噪音控制專題研究(二)Special Topic in Vehicle Vibration and Noise Control (II),中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/34014_1TCVR2002230.pdf,系選修,,否,3,吳建達,力行館,(五) 06-08 車輛所B,20,3,3,限本系,
936,34013,車輛碩二,書報討論(三)Seminar III,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/34013_1TCVR2003410.pdf,系選修,,否,1,黃裕煒,力行館,(四) 07-08 31220研討室,20,10,12,限本系,
937,34012,車輛碩一,車輛信號處理與控制專題研究(一)Project study of vehicle signal processing and control I,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/34012_1TCVR2107030.pdf,系選修,,否,3,曾文功,力行館,(五) 06-08 車輛所A,20,2,3,限本系,
938,34011,車輛碩一,人工智慧應用Application of Artificial Intelligence,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/34011_1TCVR2108930.pdf,系選修,,否,3,林似霖,教學一館,(五) 02-04 教學一館33204,20,10,13,可跨班系,
939,34010,車輛碩一,書報討論(一)Seminar I,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/34010_1TCVR2000110.pdf,系必修,,否,1,黃裕煒董子嘉,力行館,(四) 05-06 31220研討室,20,12,13,限本系,
940,34009,車輛碩一,汽車零組件設計Vehicle Component Design,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/34009_1TCVR2000330.pdf,系選修,,否,3,曾文功,力行館,(四) 02-04 31219研討室,20,11,14,可跨班系,
941,34008,車輛碩一,嵌入式微處理器系統Embedded Microprocessor System,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/34008_1TCVR2000530.pdf,系選修,,否,3,董子嘉,教學一館,(三) 06-08 教學一館33204,20,9,11,可跨班系,
942,34007,車輛碩一,車輛動力系統技術Technology of Vehicle Power System,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/34007_1TCVR2000910.pdf,系選修,,否,1,吳建達,力行館,(三) 02-04 31219研討室,20,7,13,可跨班系,
943,34006,車輛碩一,車輛振動、噪音控制專題研究(一)Special Topic in Vehicle Vibration and Noise Control  (I),中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1141/34006_1TCVR2002130.pdf,系選修,,否,3,吳建達,力行館,(二) 02-04 車輛所B,20,3,3,限本系,
