序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,教學大綱連結,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註
246,78026,公育二,臺灣文化導論An Introduction to Taiwanese Culture,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78026_1SPPC0146520.pdf,組必修,,否,2,李宗信,教學大樓,(四) 03-04 T304,50,19,26,限本班,
247,78025,公育二,公共預算與財務管理Public Budgeting and Financial Management,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78025_1SPPC0137220.pdf,系選修,,否,2,張嘉仁,教學大樓,(三) 07-08 T204,50,10,18,限本系,
248,78024,公育二,比較政府與政治Comparative Government and Politics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78024_1SPPC0131020.pdf,系必修,,否,2,劉兆隆,教學大樓,(三) 05-06 T304,50,31,51,限本班,
249,78023,公育二,公共政策(二)Public Policy (II),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78023_1SPPC0131520.pdf,組必修,,否,2,黃建銘,教學大樓,(三) 03-04 T204,50,14,21,限本班,
250,78022,公育二,野外生活技能Outdoor Skills,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78022_1SPPC0156320.pdf,系選修,,否,2,梁峻晢,教學大樓,(二) 12-13 T204,50,5,10,可跨班系,
251,78021,公育二,自然體驗Nature Experience,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78021_1SPPC0156420.pdf,系選修,,否,2,連怡斌,教學大樓,(五) 08-09 T204,50,6,10,可跨班系,
252,78020,公育二,社會領域探究與實作專題Special Topics in the Inquiry and Practice of Social Studies,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78020_1SPPC0157520.pdf,系選修,,否,2,李佳浤,教學大樓,(二) 07-08 T304,50,13,18,限本班,
253,78019,公育二,心理學Introductory Psychology,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78019_1SPPC0131220.pdf,組必修,,否,2,王智弘,教學大樓,(二) 05-06 T304,50,18,19,限本班,
254,78018,公育二,外交政策分析Foreign Policy Analysis,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78018_1SPPC0131620_EN.pdf,組必修,,否,2,李其澤,教學大樓,(二) 05-06 T204,50,14,15,限本班,
255,78017,公育二,社會科學專題研究seminar: social science research project,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78017_1SPPC0159720.pdf,系必修,,否,2,李長晏,教學大樓,(二) 01-02 T204,50,32,34,限本班,
256,78016,公育二,民法(二)Civil Law(II),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78016_1SPPC0133920.pdf,組必修,,否,2,林玫君,教學大樓,(一) 07-08 T204,50,30,36,限本班,
257,78015,公育二,現行考銓制度Current Personnel Administration System,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78015_1SPPC0135120.pdf,組必修,,否,2,黃建銘,教學大樓,(一) 05-06 T304,50,15,20,限本班,
258,78014,公育二,公民社會Civil Society,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78014_1SPPC0131720.pdf,組必修,,否,2,劉雅倫,教學大樓,(一) 01-02 T304,50,17,17,限本班,
259,78013,公育一,經濟學(二)Economics II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78013_1SPPC0000320.pdf,系必修,,否,2,張嘉仁,教學大樓,(五) 01-02 T101,50,49,57,限本班,
260,78012,公育一,中華民國憲法(二)The Constitution of R.O.C-Session II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78012_1SPPC0000720.pdf,系必修,,否,2,魏培軒,教學大樓,(四) 07-08 T101,50,50,62,限本班,
261,78011,公育一,世界史The History of World,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78011_1SPPC0142120.pdf,系選修,,否,2,李進億,教學大樓,(四) 05-06 T304,50,25,49,可跨班系,
262,78010,公育一,人權教育Human Rights Education,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78010_1SPPC0133220.pdf,組必修,,否,2,洪翠娥,教學大樓,(四) 03-04 T204,50,34,33,可跨班系,
263,78009,公育一,休閒教育Leisure  Education,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78009_1SPPC0158220.pdf,系選修,,否,2,陳美娟,教學大樓,(三) 08-09 T206,50,4,13,可跨班系,
264,78008,公育一,政治學(二)Politics II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78008_1SPPC0000920.pdf,系必修,,否,2,劉兆隆,教學大樓,(三) 07-08 T104,50,48,62,限本班,
265,78007,公育一,世界地理Geography of the World(World Geography),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78007_1SPPC0142220.pdf,系選修,,否,2,郭基賢,教學大樓,(三) 05-06 T204,50,18,17,可跨班系,
266,78006,公育一,地圖學Cartography,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78006_1SPPC0142320.pdf,系選修,,否,2,郭基賢,圖書館,(三) 03-04 電二教室,50,5,10,可跨班系,
267,78005,公育一,社會學(二)Sociology(II),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78005_1SPPC0001520.pdf,系必修,,否,2,鄭依萍,教學大樓,(二) 05-06 T104,50,48,52,限本班,
268,78004,公育一,國際關係International Relation,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78004_1SPPC0000120.pdf,系必修,,否,2,李其澤,教學大樓,(一) 07-08 T302,50,47,52,限本班,
269,78003,公育一,法學緒論Introduction to Legal Science,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78003_1SPPC0000420.pdf,系必修,,否,2,林玫君,教學大樓,(一) 05-06 T302,50,51,72,限本班,
270,78002,公育一,行政學(二)Public Administration II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78002_1SPPC0001120.pdf,組必修,,否,2,黃建銘,教學大樓,(一) 03-04 T304,50,28,39,限本班,
271,78001,公育一,人工智慧及其應用Artificial Intelligence and Its Application,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/78001_0CCGE0181420.pdf,校必(通識),,否,2,劉青峰,圖書館,(三) 01-02 電一教室,50,0,57,限本班,大二~大四生如要修習，以線上加簽方式
272,77010,運健碩二,論文Thesis,無檔案No file,,系必修,,否,0,論文,,,20,1,10,限本系,
273,77009,運健碩二,論文指導(二)Thesis Supervision II,無檔案No file,,系必修,,否,3,論文,,,20,3,6,限本系,
274,77008,運健碩二,運動健康專題討論Seminar on Sports and Health,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/77008_1SPSH2113310.pdf,系必修,,否,1,王信民楊亮梅張家昌曾文培陳美華,體育館,(五) 09 體育教室二,20,4,7,限本系,
275,77007,運健碩一,運動健康專題討論Seminar on Sports and Health,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/77007_1SPSH2113310.pdf,系必修,,否,1,王信民楊亮梅張家昌曾文培陳美華,體育館,(五) 08 體育教室二,20,6,8,限本系,
276,77006,運健碩一,運動社會心理學研究Social psychology in sport and exercise,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/77006_1SPSH2114030.pdf,系選修,,否,3,陳美華,體育館,(五) 05-07 體育教室一,20,5,4,限本系,
277,77005,運健碩一,運動復健專題研究Special Topics on Exercise Rehabilitation,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/77005_1SPSH2104330.pdf,系選修,,否,3,陳怡汶,體育館,(五) 02-04 體育教室四,20,10,9,限本系,
278,77004,運健碩一,健身運動心理學專題研究Special Topics in Exercise Psychology,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/77004_1SPSH2003130.pdf,系選修,,否,3,陳美華,體育館,(二) 05-07 體育教室一,20,1,3,限本系,
279,71062,運碩一,運動處方研究Studies of Exercise Prescription,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71062_1SPPE2143030.pdf,系選修,,否,3,蔡忠昌,體育館,(三) 06-08 體育教室二,20,2,3,限本系,
280,71061,運動與健康休閒夜碩二,論文Thesis,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71061_1SPPEE136200.pdf,系必修,,否,0,論文,,,30,0,25,限本系,
281,71060,運動與健康休閒夜碩二,論文指導Thesis Supervision,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71060_1SPPEE137640.pdf,系必修,,否,4,論文,,,30,0,13,限本班,
282,71059,運動與健康休閒夜碩二,"運動與健康休閒專題討論Seminar on Sports, Health & Leisure",中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71059_1SPPEE139410.pdf,系必修,,否,1,江勁彥,體育館,(三) 11 體育教室二,30,0,13,限本班,
283,71058,運動與健康休閒夜碩一,運動心理學研究Sport and Exercise Psychology Research,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71058_1SPPEE139930.pdf,系選修,,否,3,陳美華,體育館,(四) 11-13 體育教室一,30,0,16,限本班,
284,71057,運動與健康休閒夜碩一,"運動與健康休閒研究法Research method in sport, health and leisure",中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71057_1SPPEE135730.pdf,系必修,,否,3,陳珍德,體育館,(二) 11-13 體育教室一,30,0,16,限本班,
285,71056,運動與健康休閒夜碩一,運動處方研究Research in Exercise Prescription,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71056_1SPPEE142730.pdf,系必選,,否,3,蔡忠昌,體育館,(三) 11-13 體育教室一,30,0,17,限本班,
286,71055,運碩二,論文Thesis,無檔案No file,,系必修,,否,0,論文,,,20,10,21,限本系,
287,71054,運碩二,論文指導(二)Thesis Supervision II,無檔案No file,,系必修,,否,3,論文,,,20,8,8,限本系,
288,71053,運碩二,應用運動科學專題討論Seminar on applied sports science,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71053_1SPAS2114810.pdf,系必修,,否,1,江勁彥陳怡汶陳珍德蔡忠昌,體育館,(五) 09 體育教室一,20,8,10,限本系,
289,71052,運碩一,應用運動科學專題討論Seminar on applied sports science,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71052_1SPAS2114810.pdf,系必修,,否,1,江勁彥陳怡汶蔡忠昌陳珍德,體育館,(五) 08 體育教室一,20,11,12,限本系,
290,71051,運碩一,運動技術專題研究Special Topics in Sport Techniques,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71051_1SPPE2137530.pdf,系選修,,否,3,陳帝佑,體育館,(五) 05-07 體育教室四,20,4,8,限本系,
291,71050,運碩一,運動管理與實務專題研究Seminar of Sport Management,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71050_1SPAS2004130.pdf,系選修,,否,3,張家昌,體育館,(五) 02-04 體育教室三,20,2,5,限本系,
292,71049,運碩一,運動時勢議題專題研究Trends and developments in Sports,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71049_1SPAS2003930.pdf,系選修,,否,3,楊忠和,體育館,(四) 07-09 體育教室一,20,2,6,限本系,
293,71047,運碩一,應用運動訓練專題研究Special Topics on Practices of Athete Training,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71047_1SPPE2137430.pdf,系選修,,否,3,江勁彥,體育館,(三) 02-04 社會科學討論室,20,7,8,限本系,
294,71046,運碩一,運動統計與實驗設計Statistics and Experimental Design in Sport,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71046_1SPAS2001130.pdf,系必修,,否,3,陳怡汶,體育館,(二) 02-04 體育教室一,20,14,18,限本系,
295,71045,運四,運動防護實習(二)Practice in Athletic Training II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71045_1SPPE0141110.pdf,組必修,,否,1,王信民陳怡汶劉元凱江勁彥劉羿德張家昌陳帝佑邱金治,體育館,(五) 10-11 體育教室四,80,23,24,限本系,
296,71044,運四,體育課程設計Physical Education Curriculum Design,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71044_1SPPE0123230.pdf,組必修,,否,3,陳怡汶,體育館,(四) 02-04 體育教室四,80,55,69,限本系,
297,71043,運四,運動專長訓練Specific Sports Training,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71043_1SPPE0006610.pdf,系必修,,否,1,劉元凱邱金治,體育館,(三) 05-06 體育教室三,80,48,49,限本系,
298,71041,運四,運動心理技能訓練Psychological Skills Training for Sports,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71041_1SPPE0138330.pdf,組必修,,否,3,陳珍德,體育館,(二) 05-07 體育教室四,80,13,14,限本系,
299,71040,運四,運動行銷Sport Marketing,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71040_1SPPE0117630.pdf,組必修,,否,3,楊亮梅,體育館,(四) 06-08 體育教室四,80,19,19,限本系,
300,71039,運四,體育科教學應用與實作Physical Education Teaching Application and Practice,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71039_1SPPE0140920.pdf,組必修,,否,2,陳帝佑鍾孟玲,體育館,(五) 03-04 體育館視聽教室,80,26,34,限本系,修習教學應用與實作前必須先修畢教材教法及教學實習
301,71038,運三,運動貼紮實務Athletic Taping,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71038_1SPPE0120630.pdf,組必修,,否,3,王信民,體育館,(五) 05-07 體育教室三,80,24,34,限本系,
302,71036,運三,運動營養學Sports Nutrition,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71036_1SPPE0141820.pdf,組必修,,否,2,蔡忠昌,體育館,(四) 07-08 體育教室三,80,13,24,限本系,
303,71035,運三,高爾夫球(一)Golf I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71035_1SPPE0013610.pdf,組必修,,否,1,楊忠和,體育館,(四) 05-06 體育教室三,80,47,51,限本系,
304,71034,運三,運動專長訓練Specific Sports Training,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71034_1SPPE0006610.pdf,系必修,,否,1,劉羿德陳仕恒張家昌,體育館,(三) 07-08 體育教室三,80,47,50,限本系,
305,71033,運三,運動統計學Sport Statistics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71033_1SPPE0115430.pdf,系必修,,否,3,陳珍德,體育館,(三) 02-04 體育教室三,80,52,54,限本系,
306,71032,運三,特殊體育Physical Education for the Handicapped,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71032_1SPPE0115530.pdf,組必修,,否,3,游晴惠,體育館,(二) 07-09 體育教室三,80,35,53,限本班,
307,71031,運三,有氧舞蹈(一)Aerobic Dance I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71031_1SPPE0126610.pdf,系選修,,否,1,鍾孟玲,體育館,(二) 05-06 韻律教室,80,44,56,限本系,
308,71030,運三,健康促進Health Promotion,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71030_1SPPE0117530.pdf,組必修,,否,3,林俊媛吳育欣,體育館,(二) 02-04 體育教室三,80,25,33,限本班,
309,71029,運三,體育原理Principles of Physical Education,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71029_1SPPE0120030.pdf,組必修,,否,3,游晴惠,體育館,(一) 05-07 體育教室三,80,33,51,限本班,
310,71028,運三,體育科教材教法Instructional Methods in Physical Education,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71028_1SPPE0122720.pdf,組必修,,否,2,陳帝佑鍾孟玲,體育館,(五) 01-02 體育館視聽教室,80,48,53,限本系,必須先修畢1門教育基礎課程及1門教育方法課程
311,71027,運二,跆拳道(二)Taexwondo II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71027_1SPPE0010210.pdf,組選修,,否,1,陳帝佑,體育館,(五) 08-09 技擊室,80,39,37,限本系,
312,71026,運二,運動心理輔導與諮商Sport Guidance and Counseling,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71026_1SPPE0116030.pdf,組選修,,否,3,陳珍德,體育館,(五) 05-07 體育教室二,80,42,46,限本系,
313,71025,運二,運動英語Sports English,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71025_1SPPE0115230.pdf,組選修,,否,3,陳珍德,體育館,(五) 02-04 體育教室二,80,47,40,限本系,
314,71024,運二,桌球(二)Table Tennis II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71024_1SPPE0002610.pdf,組選修,,否,1,劉羿德,體育館,(四) 07-08 桌球教室,80,29,35,限本系,
315,71023,運二,游泳(四)Swimming IV,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71023_1SPPE0013410.pdf,組選修,,否,1,林璇,王金平游泳館,(四) 05-06 本校游泳館,50,20,17,限本系,
316,71022,運二,運動復健與治療Exercise Rehabilitation and Treatment,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71022_1SPPE0119530.pdf,組選修,,否,3,魏大森,體育館,(四) 02-04 體育教室二,80,21,26,限本系,
317,71021,運二,運動專長訓練Specific Sports Training,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71021_1SPPE0006610.pdf,系必修,,否,1,江勁彥王信民,體育館,(三) 09-10 體育教室二,80,53,55,限本系,
318,71020,運二,運動與綠能生活Sports and Green Life,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71020_1SPPE0147730.pdf,組選修,,否,3,林彣瑾,體育館,(三) 03-04、14 體育教室二,80,34,35,限本系,
319,71019,運二,田徑(四)Track and Field IV,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71019_1SPPE0010410.pdf,組選修,,否,1,劉元凱,體育館,(三) 01-02 田徑場,80,14,19,限本系,
320,71018,運二,羽球(二)Badminton II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71018_1SPPE0010710.pdf,組選修,,否,1,張家昌,體育館,(二) 07-08 羽球場,80,46,44,限本系,
321,71017,運二,體操(三)Gymnastics III,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71017_1SPPE0010910.pdf,組選修,,否,1,陳金羚,體育館,(二) 03-04 體操教室,80,8,10,限本系,「本課程網路選課人數未達開課人數，請洽開課單位。」
322,71016,運二,安全教育與急救Safety Education and Resuscitation,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71016_1SPPE0122630.pdf,組選修,,否,3,吳漢屏,體育館,(一) 05-07 體育教室二,80,40,38,限本系,
323,71015,運二,舞蹈原理The Principle of Dance Education,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71015_1SPPE0143520.pdf,組選修,,否,2,鍾孟玲,體育館,(一) 03-04 體育教室二,80,7,12,限本系,
324,71014,運二,棒壘球(二)Baseball and Softball II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71014_1SPPE0012910.pdf,組選修,,否,1,陳威成,體育館,(一) 01-02 棒壘場,80,41,45,限本系,
325,71013,運一,運動生理學Exercise Physiology,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71013_1SPPE0114830.pdf,系必修,,否,3,蔡忠昌,體育館,(五) 02-04 體育教室一,80,66,74,限本系,
326,71012,運一,游泳(二)Swimming II,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71012_1SPPE0011510.pdf,系必修,,否,1,林璇,王金平游泳館,(四) 07-08 本校游泳館,80,62,65,限本系,
327,71011,運一,人體解剖學Human Anatomy,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71011_1SPPE0141930.pdf,組選修,,否,3,王信民,體育館,(四) 02-04 體育教室一,80,25,29,限本系,
328,71010,運一,運動專長訓練Specific Sports Training,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71010_1SPPE0006610.pdf,系必修,,否,1,陳怡汶陳帝佑,體育館,(三) 11-12 體育教室三,80,62,64,限本系,
329,71009,運一,表演基礎訓練Fundamental Acting,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71009_1SPPE0144020.pdf,組選修,,否,2,游晴惠,體育館,(三) 05-06 體育教室一,80,7,8,限本系,
330,71008,運一,田徑(二)Track and Field II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71008_1SPPE0011010.pdf,系必修,,否,1,劉元凱,體育館,(三) 03-04 田徑場,80,56,57,限本系,
331,71007,運一,藝術概論Introduction to Arts,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71007_1SPPE0143420.pdf,組選修,,否,2,鍾孟玲,體育館,(二) 09-10 體育教室四,80,6,8,限本系,
332,71006,運一,網球(二)Tennis II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71006_1SPPE0011710.pdf,組選修,,否,1,江勁彥,體育館,(二) 07-08 網球場,80,22,22,限本系,
333,71005,運一,運動科技與數據應用Sports Technology and Data Application,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71005_1SPPE0146030.pdf,組選修,,否,3,江勁彥,體育館,(二) 05-06、14 體育教室三,80,35,39,限本系,
334,71004,運一,體操(二)Gymnastics II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71004_1SPPE0012010.pdf,系必修,,否,1,陳金羚,體育館,(二) 01-02 體操教室,80,57,59,限本系,
335,71003,運一,運動防護管理學Management of Athletic Training,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71003_1SPPE0141320.pdf,組選修,,否,2,王信民,體育館,(一) 05-06 體育教室一,80,25,32,限本系,
336,71002,運一,運動史History of Sports,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71002_1SPPE0148130.pdf,組選修,,否,3,李華彥,體育館,(一) 02-04 體育教室一,80,33,36,限本系,
337,71001,運一,人工智慧及其應用Artificial Intelligence and Its Application,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/71001_0CCGE0181420.pdf,校必(通識),,否,2,陳怡汶,圖書館,(四) 05-06 電一教室,50,0,65,限本班,大二~大四生如要修習，以線上加簽方式
338,67067,財金博二,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,否,3,論文,,,20,0,1,限本班,
339,67066,財金四,商業文摘Business Digest,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/67066_1MABE0138630.pdf,系選修,,否,3,宋美妹,經世館,(一) 02-04 32713,50,0,25,可跨班系,
340,67065,財金二,銀行實務Banking Practice,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/67065_1MABE0171730.pdf,系選修,,否,3,蘇恒賢,經世館,(三) 02-04 32712,50,0,17,可跨班系,
341,67064,財金博一,管理專題研討(二)Seminar on Management Topics (II),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/67064_1MABE1187430.pdf,組選修,,否,3,葉凱莉,經世館,(三) 05-07 32313,20,1,2,可跨班系,
342,67063,財金行管夜碩二A,論文Thesis,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/67063_1MABEE010300.pdf,系必修,,否,0,論文,,,32,0,27,限本系,
343,67062,財金行管夜碩二A,論文指導Thesis Supervision,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/67062_0MABEE181840.pdf,系必修,,否,4,論文,,,32,0,20,限本系,
344,67060,財金博一,國際投資學專題研究Studies in International Investment,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/67060_1MABE1179330.pdf,組選修,,否,3,吳明政張振山,經世館,(四) 05-07 32410-二館,20,11,13,限本系,(財金系)
345,67059,財金博一,使用者行為專題研討User behavior seminar,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/67059_1MABE1186030.pdf,組選修,,否,3,黃蘭鍈張世其,經世館,(五) 02-04 32313,20,2,2,可跨班系,(管理組)
346,67058,財金博一,高等財務資訊專題研討Seminar on Advanced Financial information Research,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/67058_1MABE1185330_EN.pdf,組選修,,否,3,黃憲彰,經世館,(六) 05-07 32313,20,5,5,可跨班系,(管理組)
347,67056,財金行管夜碩一A,計量經濟學Econometrics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/67056_1MABEE175820.pdf,系選修,,否,2,張元,經世館,(四) 10-13 32605,32,0,34,限本班,"單週上課,第1次上課時間2/20"
348,67055,財金行管夜碩一A,金融市場Financial Markets,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/67055_1MABEE008320.pdf,系選修,,否,2,紀信義,經世館,(五) 10-13 32606,32,0,31,限本班,"雙週上課,第1次上課時間3/14"
349,67053,財金行管夜碩一A,國際金融International Finance,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/67053_1MABEE192520.pdf,系選修,,否,2,吳明政,教學大樓,(一) 10-13 進修學院會議室,32,0,28,限本班,"雙週上課,第1次上課時間2/24"
