序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,教學大綱連結,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註
11,ML002,語文課,初級華語語法(二)Elementary Chinese Grammar II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/ML002_0CCML0108230.pdf,語文選修,,否,3,劉培伃,語文中心,(四) 06-08 LC202,50,0,11,可跨班系,Only for international students. Please visit the website to know more. http://lcch.ncue.edu.tw/curriculum_credit?lang=en
12,ML001,語文課,基礎發音與會話(二)Basic Pronunciation and Conversation II,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1132/ML001_0CCML0108830.pdf,語文選修,,否,3,周芷瑄,語文中心,(四) 02-04 LC202,50,0,23,可跨班系,Only for international students. Please visit the website to know more. http://lcch.ncue.edu.tw/curriculum_credit?lang=en
13,800L3,日外校大學,德語German A1,無檔案No file,,自由選修,,否,5,校際教師,,,50,0,1,限本班,開姆尼茨工業大學Technische Universität Chemnitz
14,800L2,日外校大學,德語與地域研究SLK-course Deutsch A1,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,開姆尼茨工業大學Technische Universität Chemnitz
15,800L1,日外校大學,電力電子學Reliability and robustness of power electronic systems,無檔案No file,,自由選修,,否,6,校際教師,,,50,0,1,限本班,開姆尼茨工業大學Technische Universität Chemnitz
16,800K9,日外校碩士班,機器學習與人工智能導論I&C SCI X426.73 Introduction to Machine Learning & AI,無檔案No file,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,加州大學爾灣分校
17,800K8,日外校碩士班,人類壓力Human Stress PSCI 137H,無檔案No file,,自由選修,,否,4,校際教師,,,20,0,1,限本班,加州大學爾灣分校
18,800K7,日外校碩士班,系統設計原則Princp in Sys Desgn I&C SCI 53,無檔案No file,,自由選修,,否,6,校際教師,,,20,0,1,限本班,加州大學爾灣分校
19,800K6,日外校碩士班,全球創新World: Innovations History 21A,無檔案No file,,自由選修,,否,4,校際教師,,,20,0,1,限本班,加州大學爾灣分校
20,800K5,日外校碩士班,超大型積體電路系統設計VLSI System Design,無檔案No file,,自由選修,,否,4,校際教師,,,20,0,1,限本班,加州大學爾灣分校
21,800K4,日外校碩士班,數位邏輯實驗導論Intro Dig Logic Lab,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,加州大學爾灣分校
22,800K3,日外校碩士班,工程機率Engr Probability,無檔案No file,,自由選修,,否,4,校際教師,,,20,0,1,限本班,加州大學爾灣分校
23,800K2,日外校大學,英會話 IIEnglish Conversation II,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本-福岡教育大學
24,800K1,日外校大學,日語(聽說)2DJapanese Language (Listening & Speaking) 2D,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-福岡教育大學
25,800J9,日外校大學,日語(大學生聽解)2CJapanese Language (University Listening Comprehension) 2C,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-福岡教育大學
26,800J8,日外校大學,日語(溝通)2BJapanese Language (Communication) 2B,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-福岡教育大學
27,800J7,日外校大學,日語(讀寫)2AJapanese Language (Reading & Writing) 2A,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-福岡教育大學
28,800J6,日外校大學,多文化間心理學Multi-Cultural Psychology,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-福岡教育大學
29,800J5,日外校大學,工業企業管理Industrial Enterprise Management,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,四川大學
30,800J4,日外校大學,犯罪心理學Criminal Psychology,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,四川大學
31,800J3,日外校大學,花卉學Floriculture,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,四川大學
32,800J2,日外校大學,電腦網路Computer Network,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,東北師範大學
33,800J1,日外校大學,知識表示與處理System Analysis & Network,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,東北師範大學
34,800I9,日外校大學,物質科學AMolecular Science A,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,日本新潟大學
35,800I8,日外校大學,無機化學 IIIInorganic Chemistry III,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,日本新潟大學
36,800I7,日外校大學,無機化學實驗Inorganic Chemistry Laboratory,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,日本新潟大學
37,800I6,日外校大學,化學熱力學Chemical Thermodynamics,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,日本新潟大學
38,800I5,日外校大學,無機化學 IInorganic Chemistry I,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,日本新潟大學
39,800I4,日外校大學,日語閱讀 VIJapanese Reading VI,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,日本新潟大學
40,800I3,日外校大學,日語閱讀 IJapanese Reading I,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,日本新潟大學
41,800I2,日外校大學,地域言語文化(美國)Regional Language and Culture (U.S.),無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-福岡教育大學
42,800I1,日外校大學,英語聽講Speech & Communication,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本-福岡教育大學
43,800H9,日外校大學,日本語(聽說)1DJapanese Listening & Speaking 1D,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-福岡教育大學
44,800H8,日外校大學,日本語大學生的聽講1CJapanese Listening Comprehension 1C,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-福岡教育大學
45,800H7,日外校大學,法文(一)French I,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-福岡教育大學
46,800H6,日外校大學,日本語綜合AJapanese Comprehensive A,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本-福岡教育大學
47,800H5,日外校大學,多文化相互交流論Multicultural Interaction Studies,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,2,限本班,日本-福岡教育大學
48,800H4,日外校大學,日本教育制度AEducation System in Japan A,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-福岡教育大學
49,800H3,日外校大學,"人力資源管理－核心概念方法與工具HRM - Core Concepts, Methods & Tools",無檔案No file,,自由選修,,否,5,校際教師,,,1,0,1,限本班,德國-多特蒙德應用科技大學
50,800H2,日外校大學,德文A1.2German Language Course -  A1.2,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,2,限本班,德國-布萊梅應用科學大學
51,800H1,日外校大學,在德國找工作Job Applications in Germany - Procedures and Opportunities,無檔案No file,,自由選修,,否,1.5,校際教師,,,1,0,2,限本班,德國-布萊梅應用科學大學
52,800G9,日外校大學,中級英文會話Intermediate English Conversation,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,韓國-釜慶大學
53,800G8,日外校大學,基礎英文會話Basic English Conversation,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,韓國-釜慶大學
54,800G7,日外校大學,全球英文會話IIIGlobal Language Competence III,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,韓國-釜慶大學
55,800G6,日外校大學,全球英文會話IGlobal Language Competence I,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,韓國-釜慶大學
56,800G5,日外校大學,基礎韓文IIBasic Korean II,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,韓國-釜慶大學
57,800G4,日外校大學,基礎英文會話Basic English Conversation,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,韓國-釜慶大學
58,800G3,日外校大學,基礎韓文2Basic Korean II,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,韓國-釜慶大學
59,800G2,日外校大學,西班牙文(2)Spanish A2-2,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,University of Seville
60,800G1,日外校大學,企業經營管理Business Administration,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,University of Seville
61,800F9,日外校大學,微處理機Physical Computing,無檔案No file,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,卡爾斯魯厄教育大學
62,800F8,日外校大學,高級英語C1Advanced English C1,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,卡爾斯魯厄教育大學
63,800F7,日外校大學,當代德國-德國文化與生活Germany Today- German Life and Culture,無檔案No file,,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,卡爾斯魯厄教育大學
64,800F6,日外校大學,德語課程(進階初學者)German Language Course(Advanced Beginners),無檔案No file,,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,卡爾斯魯厄教育大學
65,800F5,日外校大學,德語密集初級課程German Intensive Language Course for Beginners,無檔案No file,,自由選修,,否,4.5,校際教師,,,1,0,1,限本班,卡爾斯魯厄教育大學
66,800F4,日外校大學,職涯探索Career Development and Coaching Seminar,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,加州大學柏克萊分校
67,800F3,日外校大學,領導與溝通Leadership Communication,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,加州大學柏克萊分校
68,800F2,日外校大學,介面美學Interface Aesthetics,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,加州大學柏克萊分校
69,800F1,日外校大學,資料結構Data Structure,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,加州大學柏克萊分校
70,800E9,日外校大學,英文寫作Grammar and Vocabulary of Written English,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,加州大學柏克萊分校
71,800E8,日外校大學,商用日本語Business Japanese,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,新潟大學
72,800E7,日外校大學,日本語 6Learning Japanese VI,無檔案No file,,自由選修,,否,5,校際教師,,,50,0,1,限本班,新潟大學
73,800E6,日外校大學,日本語讀解 VIJapanese Reading Comprehension VI,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,新潟大學
74,800E5,日外校大學,日本語作文 2Academic Writing in Japanese II,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,新潟大學
75,800E4,日外校大學,中文講授日語文法 bLecutre on Japanese Grammar in Chinese b,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,新潟大學
76,800E3,日外校大學,中文講授日語文法 aLecutre on Japanese Grammar in Chinese a,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,新潟大學
77,800E2,日外校大學,國際共修：全球社會中的商業溝通AIntercultural Collaborative,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,新潟大學
78,800E1,日外校大學,主動式學習CActive Learning C,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,新潟大學
79,800D9,日外校大學,流行文化的科學The Science of Pop Culture,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,安大略理工大學
80,800D8,日外校大學,演算法與資料結構Algorithms and Data Structure,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,安大略理工大學
81,800D7,日外校大學,組織行為Organizational Behavior,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,安大略理工大學
82,800D6,日外校大學,跨文化溝通Intercultural Communication,無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences
83,800D5,日外校大學,文化多樣性Cultural Diversity,無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences
84,800D4,日外校大學,德文A1.1Intensive German Course A1.1,無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences
85,800D3,日外校大學,日本語補講中級Intermediate Japanese Supplementary Class,無檔案No file,,自由選修,,否,0,校際教師,,,1,0,1,限本班,日本-愛知教育大學
86,800D2,日外校大學,日本語補講中上級Upper-Intermediate Japanese Supplementary Class,無檔案No file,,自由選修,,否,0,校際教師,,,1,0,1,限本班,日本-愛知教育大學
87,800D1,日外校大學,日本語補講上級Advanced Japanese Supplementary Class,無檔案No file,,自由選修,,否,0,校際教師,,,1,0,1,限本班,日本-愛知教育大學
88,800C9,日外校大學,日本語學入門Introduction to Japanese Linguistics,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,日本-愛知教育大學
89,800C8,日外校大學,日本語 IIIJapanese III,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,日本-愛知教育大學
90,800C7,日外校大學,語言學入門Introduction to Linguistics,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-愛知教育大學
91,800C6,日外校大學,西班牙文口說Spanish Oral 1,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,哈恩大學
92,800C5,日外校大學,西班牙文A1.2SpanishA1.2,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,哈恩大學
93,800C4,日外校大學,社會心理Social-Emotional Development,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,0,限本班,哈恩大學
94,800C3,日外校大學,體育Sport,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,University of Hradec Kralove
95,800C2,日外校大學,專業英文2Professional English II,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,University of Hradec Kralove
96,800C1,日外校大學,英文練習2English in Practice II,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,University of Hradec Kralove
97,800B9,日外校大學,捷克語Czech Language for Foreigners,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,University of Hradec Kralove
98,800B8,日外校大學,基礎捷克文Czech for Foreigners,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,赫拉德茨-克拉洛韋大學
99,800B7,日外校大學,學校管理與教育評估School Management and Educational Evaluation,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,赫拉德茨-克拉洛韋大學
100,800B6,日外校大學,蕾絲編織Traditional Textile Techniques 2,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,赫拉德茨-克拉洛韋大學
101,800B5,日外校大學,英語口語溝通技巧Speaking Skills in English,無檔案No file,,自由選修,,否,0.5,校際教師,,,1,0,1,限本班,赫拉德茨-克拉洛韋大學
102,800B4,日外校大學,教學方法與實務Effective Educational Methods,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,赫拉德茨-克拉洛韋大學
103,800B3,日外校碩士班,捷克語與文化介紹Introduction to Czech Language and Culture,無檔案No file,,自由選修,,否,1.5,校際教師,,,20,0,1,限本班,University of Ostrava
104,800B2,日外校碩士班,羽球Badminton,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,University of Ostrava
105,800B1,日外校碩士班,一般英語課General English Course,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,University of Ostrava
106,800A9,日外校碩士班,創造英文Creative English,無檔案No file,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,University of Ostrava
107,800A8,日外校碩士班,行銷教育Marketing in Education,無檔案No file,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,University of Ostrava
108,800A7,日外校大學,外國留學生電腦基礎應用Fundamental Computer Application for Foreign Students,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,日本-明知大學
109,800A6,日外校大學,韓文2-寫作Korean 2,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本-明知大學
110,800A5,日外校大學,韓語練習2Korean Practice 2,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本-明知大學
111,800A4,日外校大學,高級韓語2Advanced Korean Language 2,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,日本-明知大學
112,800A3,日外校碩士班,行銷研究及策略規劃Marketing Research and Strategy Planning,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,"University of California, Irvine division of continuing education"
113,800A2,日外校碩士班,數位行銷傳播Digital Marketing Tatics and Trends,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,"University of California, Irvine division of continuing education"
114,800A1,日外校碩士班,整合行銷傳播Integrated Marketing Communication,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,"University of California, Irvine division of continuing education"
115,80099,日外校碩士班,行銷績效優化Marketing Performance Optimization,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,"University of California, Irvine division of continuing education"
116,80098,日外校大學,西班牙語言與文化密集課程(24-25夏季課程計畫)Summer 2024-2025: Intensive Spanish Language and Culture Program,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,哈恩大學
117,80097,日外校大學,標準西班牙語1：文法與詞彙Normative Spanish I: Grammar and Vocabulary,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,哈恩大學
118,80096,日外校大學,西班牙語書寫1Written Spanish I,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,哈恩大學
119,80095,日外校大學,西班牙語作為外語課程(歐洲共同語言參考架構A2.1級)Course of Spanish as a Foreign Language(Level A2.1 of the Common European Framework for Languages),無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,哈恩大學
120,80094,日外校大學,中國文學研討會Seminar on Chinese Literature,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,韓國-釜慶大學
121,80093,日外校大學,基礎韓語 IIBasic Korean II,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,韓國-釜慶大學
122,80092,日外校碩士班,如何撰寫商業計畫書Building a Business Plan,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,美國加州大學柏克萊分校
123,80091,日外校碩士班,行銷研究：概念與技巧Markeing Research: Concepts and Techniques,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,美國加州大學柏克萊分校
124,80090,日外校碩士班,設計思考與原型Design Thinking and Prototyping,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,美國加州大學柏克萊分校
125,80089,日外校碩士班,商業溝通Communication in the Business Environment,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,美國加州大學柏克萊分校
126,80088,日外校大學,教育戲劇Drama in Education,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,University of Hradec Kralove
127,80087,日外校大學,傳統紡織技術Traditional Textile Techniques 2,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,University of Hradec Kralove
128,80086,日外校大學,捷克語Czech for Foreigners,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,University of Hradec Kralove
129,80085,日外校大學,實用英語(二)English in Practice II,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,University of Hradec Kralove
130,80084,日外校大學,英文會話技巧Speaking SKills in English,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,University of Hradec Kralove
131,80083,日外校大學,捷克音樂史History of Czech Music,無檔案No file,,自由選修,,否,5,校際教師,,,50,0,1,限本班,University of Hradec Kralove
132,80082,日外校大學,全球觀點下的多元學習Global Approaches to Diverse Learning,無檔案No file,,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,西波希米亞大學
133,80081,日外校大學,融合教育中的批判性反思Critical Reflection in Inclusive Ed.,無檔案No file,,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,西波希米亞大學
134,80080,日外校大學,與身心障礙者溝通Communication with people with disabilit,無檔案No file,,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,西波希米亞大學
135,80079,日外校大學,課堂觀察Classroom Observation,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,西波希米亞大學
136,80078,日外校大學,基礎捷克文 IBasic Czech 1,無檔案No file,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,西波希米亞大學
137,80077,日外校大學,巨量資料分析Big Data Analysis,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,加州大學爾灣分校
138,80076,日外校大學,進階視覺化Adv. Visualization,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,加州大學爾灣分校
139,80075,日外校大學,資料工程Data Engineering,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,加州大學爾灣分校
140,80074,日外校大學,資料科學基礎Fundamentals of Data Science,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,加州大學爾灣分校
141,80073,日外校大學,資料科學統計Practical Math & Statistic - DS,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,加州大學爾灣分校
142,80072,日外校大學,Python基礎Introduction Python Programming,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,加州大學爾灣分校
143,80071,日外校大學,體育課Sport,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,赫拉德次.克拉洛韋大學
144,80070,日外校大學,捷克文 IICzech Language for Foreigners II,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,赫拉德次.克拉洛韋大學
145,80069,日外校碩士班,平面顯示器原理與電路設計Principles and Circuit Design of Flat Panel Display,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立中興大學
146,80068,日外校碩士班,日語(一)Japanese I,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,國立台中科技大學
147,80067,日外校大學,羅馬帝國：從創建、極盛到轉型The Roman Empire: 31 BCE-284 CE,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,2,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
148,80066,日外校大學,創意學經濟Creative Essentials of  Economics,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,18,限本班,【ewant育網】跨校通識數位課程。認抵課程：經濟與生活。跨學院通識(社體)。社科體院學生修習不能認證為通識學分
149,80065,日外校大學,王陽明帶你打土匪：明朝心學的智慧發展史Wang Yang-ming Takes you to fight Bandits: The history of Nousology's wisdom in Ming Dynasty,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,11,限本班,【ewant育網】跨校通識數位課程。認抵課程：中國經典名著導讀。跨學院通識(文)。文學院學生修習不能認證為通識學分
150,80064,日外校大學,人際關係與社會互動Interpersonal relations and social interaction,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,25,限本班,【ewant育網】跨校通識數位課程。認抵課程：人際關係與溝通技巧。跨學院通識(教)。教育學院學生修習不能認證為通識學分
151,80063,日外校碩士班,特殊學生家庭專題研究Special Topics on Family Studies for Families with Individuals with Disabilities,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立臺灣師範大學「本課程網路選課人數未達開課人數，請洽開課單位。」
152,80062,日外校大學,神經生物學Neurobiology,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,中山醫學大學「本課程網路選課人數未達開課人數，請洽開課單位。」
153,80061,日外校碩士班,通路策略Channel Strategy,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,通路策略「本課程網路選課人數未達開課人數，請洽開課單位。」
154,80060,日外校碩士班,三維積體電路3D Integrated Circuits,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立陽明交通大學「本課程網路選課人數未達開課人數，請洽開課單位。」
155,80059,日外校大學,順序控制與實習Sequence Control and Practice,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立勤益科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」
156,80058,日外校大學,資料處理與統計分析Data Processing and Statistical Analysis,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立勤益科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」
