序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,教學大綱連結,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註
562,54020,資工三,計算機視覺Computer Vision,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54020_1EICS0020730.pdf,系選修,,否,3,陳伯岳,工學院,(三) 05-07 資工電腦教室(一),53,51,50,限本系,此為大碩合班上課之課程，詳請見開課代碼54019課程代碼」
563,54019,資工碩一,計算機視覺Computer Vision,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54019_1EICS2158330.pdf,系選修,,否,3,陳伯岳,工學院,(三) 05-07 資工電腦教室(一),15,18,15,限本系,
564,54018,資工三,機器學習Machine Learning,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54018_1EICS0156430.pdf,系選修,,否,3,施明毅,工學院,(四) 02-04 資工電腦教室(一),50,55,53,限本系,
565,54017,資工三,計算機演算法Computer Algorithms,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54017_1EICS0021530.pdf,系必修,,否,3,丁德榮,教學一館,(三) 02-04 33401教室,80,68,70,限本系,
566,54016,資工三,作業系統Operating Systems,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54016_1EICS0023230.pdf,系必修,,否,3,蕭如淵,教學二館,(二) 02-04 34304,65,68,64,可跨班系,
567,54015,資工三,高科技專利取得與攻防High Tech Patent Application and Protection,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54015_1EICS0131230.pdf,系選修,,否,3,易昶霈,教學一館,(一) 05-07 33401教室,50,79,82,限本系,
568,54014,資工二,硬體描述語言Hardware Description Language,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54014_1EICS0017630.pdf,系選修,,否,3,陳仁德,教學一館,(四) 05-07 33401教室,50,55,69,限本系,
569,54013,資工二,離散數學Discrete Mathematics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54013_1EICS0014930.pdf,系必修,,否,3,詹益禎,教學一館,(三) 05-07 33404,75,0,74,可跨班系,
570,54012,資工二,電腦網路Computer Networks,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54012_1EICS0128330.pdf,系必修,,否,3,張英超,工學院,(三) 02-04 資工電腦教室(一),50,53,53,限本系,
571,54011,資工二,JAVA程式設計Java Programming,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54011_1EICS0026030.pdf,系選修,,否,3,李志朗,工學院,(二) 10-12 工學院EB211,60,47,52,限本系,
572,54010,資工二,資料結構Data Structure,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54010_1EICS0022430.pdf,系必修,,否,3,鄧德雋,教學一館,(二) 06-08 33401教室,60,52,56,可跨班系,
573,54009,資工二,微處理機技術Practicum in Microprocessors,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54009_1EICS0128420.pdf,系必修,,否,2,伍朝欽,工學院,(一) 01-04 資工電腦教室(一),50,56,53,限本系,
574,54008,資工一,程式設計Program Design,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54008_1EICS0022030.pdf,系必修,,否,3,黃耀賢,工學院,(四) 05-07 資工電腦教室(一),60,50,67,限本班,
575,54007,資工一,計算機概論Introduction to Computer Science,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54007_1EICS0021130.pdf,系必修,,否,3,詹益禎,教學一館,(四) 02-04 33401教室,60,50,56,限本班,
576,54006,資工一,微積分(一)Calculus I,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54006_1EICS0015030.pdf,系必修,,否,3,易昶霈,教學一館,(二) 02-04 33401教室,60,50,57,限本班,(遠距課程)
577,54005,資工一,計算機技術Practicum in Computer,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54005_1EICS0021320.pdf,系必修,,否,2,賴聯福,工學院,(一) 05-08 資工電腦教室(一),60,50,65,限本班,
578,54004,資工一,生命探索發展與實踐Enlightening and Practicing of Careerlife,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54004_0CCGE0177920.pdf,校必(通識),,否,2,易昶霈陳仁德,教學二館,(五) 05-06 34102,50,0,61,限本班,大二~大四生如要修習，以線上加簽方式
579,54003,人工智慧應用服務碩士在職專班一,Python程式設計Python programming,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54003_1EICSE160530.pdf,系選修,,否,3,詹益禎,工學院,(三) 10-12 資工電腦教室(一),30,0,11,限本班,
580,54002,人工智慧應用服務碩士在職專班一,人工智慧Artificial Intelligence,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54002_1EICSE160230.pdf,系選修,,否,3,黃耀賢,工學院,(二) 10-12 資工電腦教室(一),30,0,10,限本班,
581,54001,人工智慧應用服務碩士在職專班一,書報討論(一)Seminar I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/54001_1EICSE159420.pdf,系必修,,否,2,陳仁德,工學院,(四) 10-11 資工研討室(二),30,0,11,限本班,
582,53056,電子碩一,微波電路設計與量測Microwave Circuit Design and Measurement,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53056_1EIEL2145430.pdf,系選修,,否,3,洪萬鑄,工學院,(五) 02-04 E414,20,4,6,可跨班系,
583,53055,電子碩一,科技英文寫作Technical English Writing,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53055_1EIEL2005230_EN.pdf,系選修,,是,3,柯宗憲,工學院,(二) 05-07 E523實驗室,20,6,17,可跨班系,
584,53054,電子四,系統晶片設計實務專題(二)Practical Projects in SOC Design II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53054_1EIEL0153930.pdf,系必修,,否,3,吳宗益陳棟洲,工學院,(六) 07-09 E404教室 (七) 07-09 E404教室,50,19,19,限本系,
585,53053,電子四,光電實務專題(二)Practical Projects in Optoelectronics II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53053_1EIEL0151230.pdf,系必修,,否,3,陳偉立林得裕吳正信洪萬鑄陳棟洲熊大為,工學院,(七) 01-06 E408電子系會議室,50,13,13,限本系,
586,53052,電子四,微波與通訊實務專題(二)Practical Projects in Microwave and Communication II,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53052_1EIEL0151130.pdf,系必修,,否,3,熊大為陳棟洲,工學院,(六) 01-06 E414,50,14,14,限本班,
587,53050,電子四,光電子學Optoelectronics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53050_1EIEL0151530.pdf,系選修,,否,3,柯宗憲,教學二館,(三) 02-04 34304,50,8,9,可跨班系,此為大碩合班上課之課程「本課程網路選課人數未達開課人數，請洽開課單位。」
588,53048,電子四,編碼理論Coding Theory,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53048_1EIEL0161530.pdf,系選修,,否,3,陳棟洲,工學院,(三) 02-04 E414,50,4,2,可跨班系,此為大碩合班上課之課程「本課程網路選課人數未達開課人數，請洽開課單位。」
589,53047,電子四,射頻積體電路設計Radio-Frequency Integrated Circuit Design,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53047_1EIEL0155330.pdf,系選修,,否,3,張錦法,工學院,(三) 02-04 E404教室,50,3,2,可跨班系,此為大碩合班上課之課程「本課程網路選課人數未達開課人數，請洽開課單位。」
590,53046,電子四,光電與半導體量測技術Optoelectronic and Semiconductor Measurement Technology,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53046_1EIEL0027630.pdf,系選修,,否,3,林得裕,工學院,(一) 06-08 E513實驗室,50,9,6,可跨班系,此為大碩合班上課之課程「本課程網路選課人數未達開課人數，請洽開課單位。」
591,53044,電子碩一,數位訊號處理Digital Signal Processing,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53044_1EIEL2164030.pdf,系選修,,否,3,熊大為,工學院,(四) 06-08 E414,20,4,2,可跨班系,
592,53043,電子碩一,數位通訊Digital Communication,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53043_1EIEL2015630.pdf,系選修,,否,3,陳棟洲,工學院,(二) 02-04 E414,20,2,2,限本系,
593,53042,電子碩一,高等電磁學Advanced Electromagnetics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53042_1EIEL2026730.pdf,系選修,,否,3,李清和,工學院,(二) 06-08 E414,20,3,4,可跨班系,
594,53041,電子碩一,編碼理論Coding Theory,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53041_1EIEL2164730.pdf,系選修,,否,3,陳棟洲,工學院,(三) 02-04 E414,20,3,5,限本系,(遠距課程)
595,53040,電子碩一,射頻積體電路設計Radio-Frequency Integrated Circuit Design,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53040_1EIEL2148330.pdf,系選修,,否,3,張錦法,工學院,(三) 02-04 E404教室,20,5,9,可跨班系,
596,53039,電子碩一,微波工程Microwave Engineering,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53039_1EIEL2163630.pdf,系選修,,否,3,洪萬鑄,工學院,(一) 02-04 E414,20,4,3,可跨班系,
597,53038,電子碩二,論文Thesis,無檔案No file,,系必修,,否,0,論文,,,35,10,21,限本系,當學期申請學位考試者，務必選修「論文」，俾便取得口試之資格。
598,53037,電子碩二,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,否,3,論文,,,20,3,16,限本系,
599,53035,電子碩一,深度學習Deep Learning,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53035_1EIEL2165130.pdf,系選修,,否,3,張孟洲,工學院,(四) 06-08 E404教室,20,1,3,限本系,
600,53034,電子碩一,軟硬體協同設計Hardware-Software Codesign,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53034_1EIEL2148530.pdf,系選修,,否,3,黃其泮,教學二館,(四) 02-04 34204,20,4,4,限本系,
601,53033,電子碩二,書報討論(三)Seminar III,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53033_1EIEL2035110.pdf,系必修,,否,1,柯宗憲張孟洲熊大為,工學院,(三) 06-07 E422研討室,20,2,15,限本系,
602,53032,電子碩一,書報討論(一)Seminar I,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53032_1EIEL2003610.pdf,系必修,,否,1,柯宗憲張孟洲熊大為,工學院,(三) 06-07 E408電子系會議室,20,14,18,限本系,
603,53031,電子碩一,光電子學Optoelectronics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53031_1EIEL2028330.pdf,系選修,,否,3,柯宗憲,教學二館,(三) 02-04 34304,20,3,7,限本系,
604,53029,電子碩一,超大型積體電路佈局設計VLSI Circuit Layout Design,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53029_1EIEL2023830.pdf,系選修,,否,3,陳勛祥,工學院,(二) 02-04 E406,20,8,10,可跨班系,
605,53028,電子碩一,光電與半導體量測技術Optoelectronic and Semiconductor Measurement Technology,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53028_1EIEL2027530.pdf,系選修,,否,3,林得裕,工學院,(一) 06-08 E513實驗室,20,2,3,可跨班系,
606,53027,電子碩一,超大型積體電路設計VLSI Design,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53027_1EIEL2013030.pdf,系選修,,否,3,黃宗柱,工學院,(一) 02-04 E406,20,7,8,可跨班系,
607,53026,電子三,通訊電子學Communication Microelectronics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53026_1EIEL0142430.pdf,系選修,,否,3,洪萬鑄,工學院,(五) 05-07 E414,50,9,10,可跨班系,
608,53025,電子三,電子學(三)Electronics III,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53025_1EIEL0015030.pdf,系必修,,否,3,陳勛祥,教學二館,(五) 02-04 34304,50,58,59,限本系,
609,53024,電子三,深度學習Deep Learning,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53024_1EIEL0165630.pdf,系選修,,否,3,張孟洲,工學院,(四) 06-08 E404教室,50,23,23,限本系,此為大碩合班上課之課程
610,53023,電子三,數位訊號處理Digital Signal Processing,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53023_1EIEL0015230.pdf,系選修,,否,3,熊大為,工學院,(四) 06-08 E406,50,20,16,可跨班系,此為大碩合班上課之課程
611,53022,電子三,硬體描述語言Hardware Description Language,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53022_1EIEL0020230.pdf,系選修,,否,3,黃宗柱,工學院,(三) 02-04 E406,50,34,28,可跨班系,
612,53021,電子三,通訊原理Principles of Communications,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53021_1EIEL0028230.pdf,系選修,,否,3,熊大為,工學院,(二) 06-08 E404教室,50,23,22,限本系,
613,53020,電子三,半導體製程技術Semiconductor processing technology,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53020_1EIEL0158630.pdf,系選修,,否,3,吳正信,教學二館,(二) 06-08 34204,50,35,38,限本系,
614,53019,電子三,電磁學(二)Electromagnetics II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53019_1EIEL0003530.pdf,系必修,,否,3,何明華,教學二館,(一) 05 34303 (二) 03-04 33303,70,64,65,可跨班系,
615,53019,電子三,電磁學(二)Electromagnetics II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53019_1EIEL0003530.pdf,系必修,,否,3,何明華,教學一館,(一) 05 34303 (二) 03-04 33303,70,64,65,可跨班系,
616,53018,電子三,半導體元件（二）Semiconductor Devices II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53018_1EIEL0161230.pdf,系選修,,否,3,吳正信,教學二館,(一) 06-08 34204,50,35,35,限本系,
617,53017,電子三,計算機組織Computer Organization,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53017_1EIEL0033430.pdf,系選修,,否,3,張孟洲,工學院,(一) 02-04 E404教室,50,31,34,限本系,
618,53016,電子二,組合語言Assembly Language,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53016_1EIEL0030930.pdf,系選修,,否,3,黃其泮,工學院,(五) 02-04 E404教室,50,1,44,限本系,
619,53015,電子二,電路學(二)Circuit Theory II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53015_1EIEL0014930.pdf,系必修,,否,3,張錦法,教學二館,(四) 06-08 34304,50,57,59,限本系,
620,53013,電子二,多媒體與辨識技術Multimedia and Recognition Techniques,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53013_1EIEL0156930.pdf,系選修,,否,3,吳宗益,工學院,(二) 07-09 E406,50,1,41,限本系,
621,53012,電子二,工程數學(二)Engineering Mathematics II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53012_1EIEL0005430.pdf,系必修,,否,3,洪萬鑄,教學一館,(二) 06 33303 (三) 03-04 33303,50,51,43,限本系,
622,53011,電子二,近代物理Modern Physics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53011_1EIEL0008930.pdf,系選修,,否,3,陳偉立,教學二館,(一) 06-08 34304,50,26,21,限本系,
623,53010,電子二,電子學(一)Electronics I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53010_1EIEL0014630.pdf,系必修,,否,3,陳勛祥,教學二館,(一) 02-04 34303,50,56,57,限本系,
624,53009,電子一,計算機概論Introduction to Computer Science,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53009_1EIEL0030830.pdf,系必修,,否,3,黃其泮,教學二館,(三) 02-04 34204,50,48,49,限本班,
625,53008,電子一,電子工程導論與專業倫理Introduction to Electronic Engineering and Professional Ethics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53008_1EIEL0155510.pdf,系必修,,否,1,張孟洲,教學一館,(二) 06 33302教室,50,47,51,限本班,
626,53007,電子一,普通物理(一)General Physics I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53007_1EIEL0010730.pdf,系必修,,否,3,柯宗憲,教學二館,(二) 02-04 34204,50,48,47,限本班,
627,53006,電子二,數位邏輯設計技術Digital Logic Design Lab,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53006_1EIEL0020520.pdf,系選修,,否,2,黃其泮,力行館,(三) 05-08 力行館31102,50,1,43,限本系,
628,53005,電子一,程式設計Programming Design,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53005_1EIEL0031030.pdf,系必修,,否,3,張孟洲,力行館,(四) 02-04 力行館31102,65,47,60,限本班,
629,53004,電子一,微積分(一)Calculus I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53004_1EIEL0007130.pdf,系必修,,否,3,陳偉立,教學二館,(一) 03-04 34204 (二) 05 34204,50,47,52,限本班,
630,53003,電子二,電子技術(一)Electronic Technology I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53003_1EIEL0020320.pdf,系必修,,否,2,林得裕,工學院,(五) 05-08 EB214,50,53,53,限本系,
631,53002,電子三,電子技術(三)Electronic Technology III,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53002_1EIEL0022820.pdf,系必修,,否,2,陳勛祥,工學院,(三) 05-08 EB214,50,56,56,限本系,
632,53001,電子一,生命探索發展與實踐Enlightening and Practicing of Careerlife,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/53001_0CCGE0177920.pdf,校必(通識),,否,2,柯宗憲,教學一館,(二) 08-09 33302教室,50,0,50,限本班,大二~大四生如要修習，以線上加簽方式
633,52048,電機碩博,切換式電源轉換器Switching Mode Power Converters,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52048_1EIEE3143430.pdf,系選修,,否,3,陳良瑞,教學二館,(五) 02-04 34303,50,3,7,限本系,
634,52047,電機碩一,天線設計實務Practical Antenna Design,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52047_1EIEE2151430.pdf,系選修,,否,3,羅鈞壎,工學院,(二) 06-08 E703,20,2,6,限本系,
635,52046,電機夜碩二,論文Thesis,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52046_1EIEEE002100.pdf,系必修,,否,0,論文,,,30,0,1,限本系,延修生維持學籍及本學期欲畢業者修習
636,52045,電機四,電力電子學Power Electronics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52045_1EIEE0012630.pdf,系選修,,否,3,阮昱霖,教學二館,(三) 06-08 34303,50,1,1,限本系,此為大碩合班上課之課程「本課程網路選課人數未達開課人數，請洽開課單位。」
637,52044,電機碩一,電力電子學Power Electronics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52044_1EIEE2012730.pdf,系選修,,否,3,阮昱霖,教學二館,(三) 06-08 34303,20,4,8,限本系,
638,52043,電機夜碩二,論文寫作(一)Research Paper Writing(I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52043_1EIEEE000430.pdf,系必修,,否,3,羅鈞壎,工學院,(四) 10-12 E702,30,0,18,限本班,
639,52042,電機夜碩一,無線通訊系統Wireless Communications Systems,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52042_1EIEEE001830.pdf,系選修,,否,3,林昭志,工學院,(五) 10-12 E702,40,0,39,限本系,
640,52041,電機夜碩一,數位影像處理Digital Image Processing,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52041_1EIEEE130830.pdf,系選修,,否,3,蕭瑛星,工學院,(二) 10-12 E702,30,0,22,限本系,
641,52040,電機夜碩一,電機教學與管理專題研究(一)Project of Implementation (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52040_1EIEEE149110.pdf,組必修,,否,1,魏忠必楊文然,工學院,(一) 12 E702,30,0,12,限本班,
642,52039,電機夜碩一,電機工程專題研究(一)Project Research of Electrical Engineering(I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52039_1EIEEE148910.pdf,組必修,,否,1,阮昱霖陳財榮,工學院,(一) 12 E703,30,0,11,限本班,
643,52038,電機夜碩一,書報討論(上)Seminar(I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52038_1EIEEE000120.pdf,系必修,,否,2,鍾翼能,工學院,(一) 10-11 E702,30,0,24,限本班,
644,52037,電機碩博,最佳控制Optimal Control,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52037_1EIEE3144630.pdf,系選修,,否,3,陳財榮,工學院,(二) 02-04 E703,20,0,1,限本系,
645,52036,電機碩博,電力電子模擬與分析Power Electronics Simulation and Analysis,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52036_1EIEE3144030.pdf,系選修,,否,3,陳財榮,工學院,(四) 01-02、08 E703,20,0,1,限本系,
646,52035,電機碩博,智慧型控制Intelligent Control,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52035_1EIEE3144930.pdf,系選修,,否,3,魏忠必,工學院,(四) 05-07 工學院EB211,20,5,11,限本系,
647,52034,電機四,積體電路佈局與設計Integrated Circuit Layout and Design,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52034_1EIEE0152230.pdf,系選修,,否,3,林昭志,工學院,(五) 02-04 E504,50,15,26,限本班,此為大碩合班上課之課程
648,52033,電機四,神經系統Nervous System,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52033_1EIEE0128130.pdf,系選修,,否,3,巫錫霖,教學二館,(四) 06-08 34301,50,1,19,限本系,此為大碩合班上課之課程
649,52032,電機碩一,積體電路佈局與設計Integrated Circuit Layout and Design,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52032_1EIEE2151330.pdf,系選修,,否,3,林昭志,工學院,(五) 02-04 E504,20,10,17,限本系,
650,52031,電機碩一,神經系統Nervous System,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52031_1EIEE2152730.pdf,系選修,,否,3,巫錫霖,教學二館,(四) 06-08 34301,20,11,12,限本系,
651,52030,電機碩一,科技英文寫作Technical English Writing,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52030_1EIEE2002830.pdf,系選修,,否,3,楊文然,教學二館,(二) 02-04 34301,20,14,21,限本班,
652,52029,電機三,綠色能源科技概論Introductions to Green Energy Technology,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52029_1EIEE0126330.pdf,系選修,,否,3,陳良瑞,教學二館,(四) 06-08 34303,50,0,30,限本系,
653,52028,電機三,微處理機技術Microprocessor Technology,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52028_1EIEE0014820.pdf,系選修,,否,2,阮昱霖,工學院,(二) 01-04 E504,50,33,10,限本班,
654,52027,電機碩一,人工智慧Artificial Intelligence,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52027_1EIEE3146330.pdf,系選修,,是,3,楊文然,教學二館,(三) 02-04 34302,20,15,23,限本系,本門課為全英語授課並與國際工程碩士學位學程二年級合班上課.
655,52026,電機碩二,論文Thesis,無檔案No file,,系必修,,否,0,論文,,,20,0,22,限本系,
656,52025,電機碩二,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,否,3,論文,,,20,10,16,限本班,
657,52024,電機碩二,專題研討(一)Literature Study I,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52024_1EIEE2157920_EN.pdf,系必修,,是,2,林昭志,工學院,(四) 03-04 E504,30,16,24,限本班,
658,52023,電機碩一,書報討論(一)Seminar I,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52023_1EIEE2158120.pdf,系必修,,是,2,王朝興,工學院,(四) 03-04 E702,20,16,23,限本班,
659,52022,電機博二,論文Thesis,無檔案No file,,系必修,,否,0,論文,,,20,1,12,限本系,
660,52021,電機博二,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,否,3,論文,,,20,1,3,限本班,
661,52020,電機博二,專題研討(上)Literature Study I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52020_1EIEE1021420.pdf,系必修,,否,2,鍾翼能,工學院,(四) 03-04 E511,20,1,2,限本班,
662,52019,電機博一,書報討論(上)Seminar I,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52019_1EIEE1019920.pdf,系必修,,否,2,魏忠必,工學院,(四) 03-04 E703,20,1,2,限本班,
663,52018,電機四,系統實作專題(三)Special Topic for Systems III,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52018_1EIEE0011320.pdf,系必修,,否,2,楊文然魏忠必陳良瑞,工學院,(三) 10-13 E702,50,14,14,限本班,
664,52017,電機四,研發實作專題(三)Special Topic for Research III,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1121/52017_1EIEE0011920.pdf,系必修,,否,2,王朝興黃堃芳張錦鋒,工學院,(三) 10-13 E703,50,13,15,限本班,
