序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,教學大綱連結,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註
12,800K9,日外校碩士班,日本語 IJ Japanese I,無檔案No file,,自由選修,,否,1,校際教師,,,20,0,1,限本班,愛知教育大學
13,800K8,日外校碩士班,初等體育科教育內容BTeaching Matters of Physical Education for Primary Education B,無檔案No file,,自由選修,,否,1,校際教師,,,20,0,1,限本班,愛知教育大學
14,800K7,日外校碩士班,初等體育科教育法ATeaching Methodologies of physical education for primary education A,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,愛知教育大學
15,800K6,日外校大學,醫療機電一體化Medical Mechatronics,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
16,800K5,日外校大學,進階日語5-VII-2Advanced Japanese 5-VII-2,無檔案No file,,自由選修,,否,0.5,校際教師,,,1,0,1,限本班,日本秋田大學
17,800K4,日外校大學,進階日語5-VII-1Advanced Japanese 5-VII-1,無檔案No file,,自由選修,,否,0.5,校際教師,,,1,0,1,限本班,日本秋田大學
18,800K3,日外校大學,進階日語5-III-2Advanced Japanese 5-III-2,無檔案No file,,自由選修,,否,0.5,校際教師,,,1,0,1,限本班,日本秋田大學
19,800K2,日外校大學,進階日語5-III-1Advanced Japanese 5-III-1,無檔案No file,,自由選修,,否,0.5,校際教師,,,1,0,1,限本班,日本秋田大學
20,800K1,日外校大學,中級日語4-I-2Intermediate Japanese 4-I-2,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
21,800J9,日外校大學,中級日語4-I-1Intermediate Japanese 4-I-1,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
22,800J8,日外校大學,中級日語4-III-2Intermediate Japanese 4-III-2,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
23,800J7,日外校大學,中級日語4-III-1Intermediate Japanese 4-III-1,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
24,800J6,日外校大學,體育(柔道)Sport X(Judo),無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
25,800J5,日外校大學,多元文化交流IIInvitation to Multicultural Communication II,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
26,800J4,日外校大學,多元文化交流IInvitation to Multicultural Communication I,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
27,800J3,日外校大學,日本文化概論IIAn Introduction to Japanese Culture II,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
28,800J2,日外校大學,日本文化概論IAn Introduction to Japanese Culture I,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
29,800J1,日外校大學,國際政治經濟學IIInternational Polotical Economy II,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
30,800I9,日外校大學,國際政治經濟學IInternational Polotical Economy I,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本秋田大學
31,800I8,日外校碩士班,健康教育論S Health Education Theory,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,愛知教育大學
32,800I7,日外校碩士班,體育 ISp Sports I,無檔案No file,,自由選修,,否,1,校際教師,,,20,0,1,限本班,愛知教育大學
33,800I6,日外校碩士班,日本語 IIIJ Japanese III,無檔案No file,,自由選修,,否,1,校際教師,,,20,0,1,限本班,愛知教育大學
34,800I5,日外校碩士班,日本語 IJ Japanese I,無檔案No file,,自由選修,,否,1,校際教師,,,20,0,1,限本班,愛知教育大學
35,800I4,日外校碩士班,初等家庭科教育內容Elementary Home Economics Education Content A,無檔案No file,,自由選修,,否,1,校際教師,,,20,0,1,限本班,愛知教育大學
36,800I3,日外校碩士班,初等音樂科教育內容Elementary Music Education Content A,無檔案No file,,自由選修,,否,1,校際教師,,,20,0,1,限本班,愛知教育大學
37,800I2,日外校大學,日本語IJapanese I,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本愛知教育大學
38,800I1,日外校大學,中等理科教育法CIITeaching Methodologies of Science for Secondary Education CII,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,日本愛知教育大學
39,800H9,日外校大學,初等音樂教育內容ATeaching Matters of Music for Primary Education A,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本愛知教育大學
40,800H8,日外校大學,人力資源管理Human Resource Management,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
41,800H7,日外校大學,人類壓力Human Stress,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
42,800H6,日外校大學,音樂心理Psychology of Music,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
43,800H5,日外校大學,文化心理Cultural Psychology,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
44,800H4,日外校大學,社會動物The Social Animal,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
45,800H3,日外校大學,語言科學的實驗研究Experimental Research in Language Science,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
46,800H2,日外校大學,德文會話German Communications Skills I,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,Fachhochschule Dortmund
47,800H1,日外校大學,專案管理Project Management,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,Fachhochschule Dortmund
48,800G9,日外校大學,風險管理Risk Management,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,Fachhochschule Dortmund
49,800G8,日外校大學,圖像中的法國歷史與文化French History and Culture in Images,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,華東師範大學
50,800G7,日外校大學,中越關係史History of China-Vietnam Relations,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,華東師範大學
51,800G6,日外校大學,南亞史South Asian History,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,華東師範大學
52,800G5,日外校大學,世界中世紀史World Medieval History,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,華東師範大學
53,800G4,日外校大學,外國史學史History of Foreign Historiography,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,華東師範大學
54,800G3,日外校大學,人力資源管理Human Resource Management,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,0,限本班,美國-加州大學爾灣分校
55,800G2,日外校大學,全球英語文化Global Anglophone Culture,無檔案No file,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學
56,800G1,日外校大學,文化智力Cultural Intelligence,無檔案No file,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學
57,800F9,日外校大學,基礎捷克文二Basic Czech 2,無檔案No file,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學
58,800F8,日外校大學,藝術攝影Artistic Photography,無檔案No file,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學
59,800F7,日外校大學,免疫學Immunology,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,中國四川大學
60,800F6,日外校大學,植物系統分類Systematic Taxonomy of Botany,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,中國四川大學
61,800F5,日外校大學,動物系統分類Systematic Taxonomy of Zoology,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,中國四川大學
62,800F4,日外校大學,德語溝通技巧German Communication Skills,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,Fachhochschule Dortmund
63,800F3,日外校大學,專案管理Project Management,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,Fachhochschule Dortmund
64,800F2,日外校大學,風險管理Risk Management,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,Fachhochschule Dortmund
65,800F1,日外校大學,高級韓語Advanced Korean Language,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,University of Seoul
66,800E9,日外校大學,中級韓語2Intermediate Korean Language 2,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,University of Seoul
67,800E8,日外校大學,語言學導論Introduction to Linguistics,無檔案No file,,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學
68,800E7,日外校大學,中級德文German Language Course (Intermediate),無檔案No file,,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學
69,800E6,日外校大學,中級德文密集課German Intensive Language Course for Intermediate,無檔案No file,,自由選修,,否,4.5,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學
70,800E5,日外校大學,韓文發音與應用Pronunciation of Korean and its Application,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,University of Seoul
71,800E4,日外校大學,進階韓文Advanced Korean Language,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,University of Seoul
72,800E3,日外校大學,統計學(一)Statistical Thinking,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,University of Seoul
73,800E2,日外校大學,模擬遊戲Simulation Game,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,
74,800E1,日外校大學,國際行銷International Marketing,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,Reutlingen University
75,800D9,日外校大學,"德語 A1.2Deutsch, Niveau A1.2",無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,Reutlingen University
76,800D8,日外校大學,日語教育I-ATeaching Japanese I-A,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,新瀉大學
77,800D7,日外校大學,量子力學IBQuantum Mechanics IB,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,新瀉大學
78,800D6,日外校大學,量子力學IAQuantum Mechanics IA,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,新瀉大學
79,800D5,日外校大學,商用日文Business Japanese,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,新瀉大學
80,800D4,日外校大學,日語閱讀理解VJapanese Reading Comprehension V,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,新瀉大學
81,800D3,日外校大學,用英語講授日文文法bLecture on Japanese Grammar in English b,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,新瀉大學
82,800D2,日外校大學,用英語講授日文文法aLecture on Japanese Grammar in English a,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,新瀉大學
83,800D1,日外校大學,日本酒學ASakeology A,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,新瀉大學
84,800C9,日外校大學,語言學緒論Introduction to Linguistics,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學
85,800C8,日外校大學,德文密集課程(中級)Intensivsprachkurs Deutsch als Fremdsprache Mittelstufe,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學
86,800C7,日外校大學,應用英文Practical Language 3,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學
87,800C6,日外校大學,法政外交英文Contemporary International System,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學
88,800C5,日外校大學,初級捷克語Basic Czech 1,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學
89,800C4,日外校大學,高級韓文Advanced Korean Language,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,2,限本班,University of Seoul
90,800C3,日外校大學,體育(一)Lifetime Physical Activity I,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,University of Seoul
91,800C2,日外校大學,"人力資源管理HRM-Core Concepts, Methods&Tools",無檔案No file,,自由選修,,否,5,校際教師,,,1,0,1,限本班,德國-多特蒙德應用科技大學
92,800C1,日外校大學,德語溝通技巧German Communication Skills,無檔案No file,,自由選修,,否,5,校際教師,,,1,0,1,限本班,德國-多特蒙德應用科技大學
93,800B9,日外校大學,數位商務Digital Business,無檔案No file,,自由選修,,否,5,校際教師,,,1,0,1,限本班,德國-多特蒙德應用科技大學
94,800B8,日外校大學,專案管理Project Management,無檔案No file,,自由選修,,否,5,校際教師,,,1,0,1,限本班,德國-多特蒙德應用科技大學
95,800B7,日外校大學,德文 (二)Deutsch als Fremdsprache II (Niveau A2),無檔案No file,,自由選修,,否,5,校際教師,,,1,0,1,限本班,
96,800B6,日外校大學,組織管理Managing Organizations,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,
97,800B5,日外校大學,國際經濟International Economics,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,
98,800B4,日外校大學,"德語 A2.2Deutsch, Grundstufe 2 (GER A2.2)",無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
99,800B2,日外校大學,服務學習-跨文化學習與體驗Service Learning - Interkulturelles Lernen und Erleben,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,
100,800B1,日外校大學,日本語(綜合)AJapanese Language(Comprehensive) A,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本-福岡教育大學
101,800A9,日外校大學,財務會計Financial Accounting,無檔案No file,,自由選修,,否,0,校際教師,,,50,0,1,限本班,
102,800A8,日外校大學,商業溝通要素Business Communication Essentials,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,
103,800A7,日外校大學,行銷概論Principles of Marketing,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,
104,800A6,日外校大學,自由搏擊Free Fighting,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,
105,800A5,日外校大學,體育遊戲Sports Games,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,
106,800A4,日外校大學,運動視頻分析實踐Sports Video Analysis Practice-Dartfish,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,
107,800A3,日外校大學,營養與體重管理工作坊Nutrition and Weight Management Workshop,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,
108,800A2,日外校大學,貼紮術Taping,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,
109,800A1,日外校大學,擊劍提高Advanced Fencing,無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,
110,80099,日外校大學,中國傳統導引養生經典功法導習A Guide to Chinese Traditional Daoyin Health Preservation Classic Exercises,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
111,80098,日外校大學,運動醫學(雙語)Sports Medicine(Bilingual),無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
112,80097,日外校大學,健身健美Fitness and Bodybuilding,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,
113,80096,日外校大學,手法治療技術Manual Therapy Technique,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
114,80095,日外校大學,神經病損康復Neurological Lesions Rehabilitation,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
115,80094,日外校大學,游泳Swimming,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,奧斯特拉瓦大學
116,80093,日外校大學,介紹捷克語言與文化Introduction to Czech Languange and Culture,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,奧斯特拉瓦大學
117,80092,日外校大學,社會工作在國際的應用Social Work in International Practice,無檔案No file,,自由選修,,否,5,校際教師,,,1,0,1,限本班,奧斯特拉瓦大學
118,80091,日外校大學,捷克社會住宅與無家者Social Housing and Homelessness in the Czech Republic,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,奧斯特拉瓦大學
119,80090,日外校大學,捷克社會工作介紹Introduction to Study Czech Social Work,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,奧斯特拉瓦大學
120,80089,日外校大學,社區社會工作Community Social Work,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,奧斯特拉瓦大學
121,80088,日外校大學,德語溝通 1German Communication Skills I,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,
122,80087,日外校大學,"人力資源管理HRM-Core Concepts, Methods&Tools",無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,
123,80086,日外校大學,專案管理Project Management,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,
124,80085,日外校大學,模擬電子技術Analog Electronics Technique,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,廈門大學
125,80084,日外校大學,高爾夫球基礎班Golf(Junior Class),無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,廈門大學
126,80083,日外校大學,大學生心理健康Mental health of College Students,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,廈門大學
127,80082,日外校大學,計算機應用基礎Basic for Computer Applications,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,廈門大學
128,80081,日外校大學,現代電子技術前沿Cutting-edge technologies of Modern electric engineering,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,廈門大學
129,80080,日外校大學,藝術攝影Artistic Photoraphy,無檔案No file,,自由選修,,否,5,校際教師,,,50,0,1,限本班,
130,80079,日外校大學,基礎捷克語Basic Czech I,無檔案No file,,自由選修,,否,5,校際教師,,,50,0,1,限本班,
131,80078,日外校大學,專案模擬Project Simulation Game,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
132,80077,日外校大學,改革經濟與貨幣聯盟Reforming the Economic and Monetary Union,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
133,80076,日外校大學,商務英語跨文化溝通Intercultural Communication for Business in English,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
134,80075,日外校碩士班,語音B1/B2Phonetics B1/B2,無檔案No file,,自由選修,,否,2.3,校際教師,,,1,0,1,限本班,法國-國立東方語言文化學院
135,80074,日外校碩士班,語法B1Grammar B1,無檔案No file,,自由選修,,否,2.3,校際教師,,,1,0,1,限本班,法國-國立東方語言文化學院
136,80073,日外校碩士班,法文口語B1(理解與表達)Oral French B1(Comprehension and Production),無檔案No file,,自由選修,,否,4.5,校際教師,,,1,0,1,限本班,法國-國立東方語言文化學院
137,80072,日外校碩士班,法文書面B1(理解與表達)Written French B1 (Comprehension and Production),無檔案No file,,自由選修,,否,4.5,校際教師,,,1,0,1,限本班,法國-國立東方語言文化學院
138,80071,日外校大學,體育Sport,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
139,80070,日外校大學,口說英文English in Practice II,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
140,80069,日外校大學,商業英文Business English II,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
141,80068,日外校大學,地球科學Intro to ESS,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
142,80067,日外校大學,保險規劃Insurance Planning,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
143,80066,日外校大學,符號邏輯介紹Intro Symbolic Logic,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
144,80065,日外校大學,政治理論介紹Intro Political,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
145,80064,日外校大學,海洋學Oceanography,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
146,80063,日外校大學,全球議題Intro to Global,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
147,80062,日外校大學,商用英文(二)Business English II,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
148,80061,日外校大學,英語口說(二)English in Practice II,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
149,80060,日外校大學,體育課Sport,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
150,80059,日外校大學,捷克文Czech Language for Foreigners,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,2,限本班,
151,80058,日外校大學,漢字教學Chinese Character Teaching,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,2,限本班,印尼-棉蘭大學
152,80057,日外校大學,華語文教材編寫Mandarin Language Material Compilation,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,2,限本班,印尼-棉蘭大學
153,80056,日外校大學,多媒體與華語教學Multimedia and Mandarin Teaching,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,2,限本班,印尼-棉蘭大學
154,80055,日外校大學,第二語言習得Second Language Acquisition,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,2,限本班,印尼-棉蘭大學
155,80054,日外校大學,海外華語教學實習Overseas Teaching Internship in Mandarin,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,2,限本班,印尼-棉蘭大學
156,80053,日外校大學,華語文教學課程設計Curriculum Design for Teaching Mandarin As a Second Language,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,2,限本班,印尼-棉蘭大學
157,80052,日外校大學,華語教材教法Teaching Materials and Methodology of Mandarin,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,2,限本班,印尼-棉蘭大學
158,80051,日外校大學,華語教學導論Introduction to Teaching Mandarin As a Foreign Language/Second Language,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,2,限本班,印尼-棉蘭大學
159,80050,日外校大學,華語文測驗與評量Teaching Mandarin Testing and Evaluation,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,2,限本班,印尼-棉蘭大學
160,80049,日外校碩士班,培訓與發展Training and Development,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,
161,80048,日外校碩士班,行銷管理Marketing Management,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,
162,80047,日外校碩士班,認知行為心理治療專題Special Topics in Cognitive-Behavioral and Psychodynamic Therapy,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,亞洲大學
163,80046,日外校大學,巨量資料分析與應用Big Data Analytics and Applications,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,10,限本班,【ewant育網】跨校通識數位課程。認抵課程：機器和深度學習概論。博雅二/素養通識-生活藝能及應用。
164,80045,日外校大學,人際關係與社會互動Interpersonal relations and social interaction,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,9,限本班,【ewant育網】跨校通識數位課程。認抵課程：人際關係與溝通技巧。博雅一/跨學院通識(教)。教育學院學生修習不能認證為通識學分。
165,80044,日外校大學,創意學經濟Creative Essentials of  Economics,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,18,限本班,【ewant育網】跨校通識數位課程。認抵課程：經濟與生活。博雅一/跨學院通識(社體)。社科體學院學生修習不能認證為通識學分。
166,80043,日外校大學,綜合活動領域概論Introduction to Integrative Activities Area,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立臺灣師範大學
167,80042,日外校碩士班,藝術史與心理學－古代篇Psychological Aspects of Art History-Ancient Era,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,陽明交通大學
168,80041,日外校碩士班,藝術文獻研討一Seminar on the Literature of Art (I),無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,清華大學
169,80040,日外校大學,控制系統Control System,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立勤益科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」
170,80039,日外校大學,管理數學Managerial Mathematics,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」
171,80038,日外校大學,物理數學(一)Mathematical Methods in Physics(I),無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立成功大學「本課程網路選課人數未達開課人數，請洽開課單位。」
