序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,教學大綱連結,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註
1,ML003,語文課,中級華語語法(二)Intermediate Chinese Grammar II,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/ML003_0CCML0108430.pdf,語文選修,,否,3,黃柔溱,語文中心,(五) 05-07 LC202,50,0,6,可跨班系,"僅限在學之國際學生或僑生選修 Only for international students, Oversea Chinese students and exchange students.「本課程網路選課人數未達開課人數，請洽開課單位。」"
2,ML002,語文課,初級旅遊華語(二)Elementary Travel Chinese II,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/ML002_0CCML0105030.pdf,語文選修,,否,3,劉培伃,語文中心,(三) 02-04 LC201,50,0,5,可跨班系,"僅限在學之國際學生或僑生選修 Only for international students, Oversea Chinese students and exchange students.「本課程網路選課人數未達開課人數，請洽開課單位。」"
3,ML001,語文課,基礎華語口語與表達(二)Basic Chinese Spoken Language and Oral Expression II,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/ML001_0CCML0104030.pdf,語文選修,,否,3,周芷瑄,語文中心,(一) 02-04 LC201,50,0,5,可跨班系,"僅限在學之國際學生或僑生選修 Only for international students, Oversea Chinese students and exchange students.「本課程網路選課人數未達開課人數，請洽開課單位。」"
4,800C4,日外校大學,韓國的媒體與流行文化Mass Media and Popular Culture in Korea,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,
5,800C3,日外校大學,韓語發音及應用Pronunciation of Korean and its Application,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,
6,800C2,日外校大學,電影英語English through Film,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,韓國-首爾市立大學
7,800C1,日外校大學,實用韓語 3Practical Korean Language 3,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,韓國-首爾市立大學
8,800B9,日外校大學,透過電影學英文English through Film,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,
9,800B8,日外校大學,高級韓文 1Advanced Korean Language 1,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,
10,800B7,日外校大學,線性代數BLinear Algebra B,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,中國-武漢大學
11,800B6,日外校大學,密碼學Cryptography,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,中國-武漢大學
12,800B5,日外校大學,中國哲學智慧Introduction to Chinese Philosophy,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,中國-武漢大學
13,800B4,日外校大學,繪畫基礎Basic Practice of Painting,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本-愛知教育大學
14,800B3,日外校大學,日本語 IIIJapanese III,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,日本-愛知教育大學
15,800B2,日外校大學,"德文,初級程度 2(CRFR A2.2)German, Beginner's level 2 (CEFR A2.2)",無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
16,800B1,日外校大學,服務學習-跨文化學習與體驗Service Learning - Interkulturelles Lernen und Erleben,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,
17,800A9,日外校大學,商業英文Business English II,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
18,800A8,日外校大學,非語言溝通Non-Verbal Communication,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,英國-伯明罕城市大學
19,800A7,日外校大學,正向心理學Positive Psychology and Counselling,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,英國-伯明罕城市大學
20,800A6,日外校大學,研究方法與導論Introduction to Research Methods and Statistics,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,英國-伯明罕城市大學
21,800A5,日外校大學,德語語文課程(中級第2班)German Language Course Intermidiate - Class 2,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,德國-卡爾斯魯厄教育大學
22,800A4,日外校大學,走向綠能？利用學校花園以及實作Going Green? Utilizing School Garden Settings for Environmental Cultural Studies with a Hands-on Approach,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學
23,800A3,日外校大學,德語中級密集課程－夏學期German Intensive Language Course Intermediate Level - Summer Semester,無檔案No file,,自由選修,,否,9,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學
24,800A2,日外校大學,德語作為外語(中級)German as a Foreign Language(Intermediate),無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學
25,800A1,日外校大學,犯罪學Criminology,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大
26,80099,日外校大學,法語入門 IFrench I,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大
27,80098,日外校大學,西班牙語入門 ISpanish I,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大
28,80097,日外校大學,決策心理學Psychology of Decision Making,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大
29,80096,日外校大學,兒童認知與情緒研究Children's Emotion and Cognition,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大
30,80095,日外校大學,人事心理學Personnel Psychology,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大
31,80094,日外校大學,社會心理學Social Psychology,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,大陸-北京師大
32,80093,日外校大學,認知心理學Cognitive Psychology,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,大陸-北京師大
33,80092,日外校大學,德文會話German communications skills I,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,2,限本班,
34,80091,日外校大學,行銷管理專題Marketing and Sales Management Project,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,2,限本班,
35,80090,日外校大學,企業財務管理Business Financial Management in English,無檔案No file,,自由選修,,否,3.5,校際教師,,,50,0,1,限本班,
36,80089,日外校大學,生產管理Process Management in English,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
37,80088,日外校大學,專案預算Project Budgeting in English,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
38,80087,日外校大學,德語課程German Language Course(Advanced Beginners),無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,德國-卡爾斯魯厄教育大學
39,80086,日外校大學,永續發展Sustainability Development,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,2,限本班,德國-卡爾斯魯厄教育大學
40,80085,日外校大學,英語口說C1等級Oral Proficiency for C1 Level,無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,2,限本班,德國-卡爾斯魯厄教育大學
41,80084,日外校大學,初學者德語密集課程German Intensive Language Course for Beginners,無檔案No file,,自由選修,,否,4.5,校際教師,,,50,0,2,限本班,德國-卡爾斯魯厄教育大學
42,80083,日外校碩士班,預測分析：數位決策Predictive Analytics: Digital Decision,無檔案No file,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
43,80082,日外校碩士班,預測分析：工具與技術Predictive Analytics: Tools & Techniques,無檔案No file,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
44,80081,日外校碩士班,Python程式設計入門Introduction to Python Programming,無檔案No file,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
45,80080,日外校碩士班,商業資料分析入門Intro to Analyzing Data for Business,無檔案No file,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
46,80079,日外校碩士班,資料專案Data Analytics Project,無檔案No file,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,
47,80078,日外校碩士班,商業分析概論Intro to Analyzing Data for Business,無檔案No file,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,
48,80077,日外校大學,生態學基礎Foundations of Ecology,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,中國-東北師範大學
49,80076,日外校大學,景觀生態學Landscape Ecology,無檔案No file,,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,中國-東北師範大學
50,80075,日外校碩士班,Python程式語言Introduction of Python Programming,無檔案No file,,自由選修,,否,2.5,校際教師,,,20,0,2,限本班,
51,80074,日外校碩士班,商業資料分析概論Intro to Analyzing Data for Business,無檔案No file,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,
52,80073,日外校碩士班,履歷面試工作坊Resume Writing/Interviewing Workshop,無檔案No file,,自由選修,,否,1,校際教師,,,20,0,2,限本班,
53,80072,日外校碩士班,專業實習Professional Internship,無檔案No file,,自由選修,,否,6,校際教師,,,20,0,2,限本班,
54,80071,日外校碩士班,資料分析專案Data Analytics Project,無檔案No file,,自由選修,,否,2.5,校際教師,,,20,0,1,限本班,
55,80070,日外校碩士班,指示性分析:數位決策Prescriptive Analytics: Digital Decision,無檔案No file,,自由選修,,否,2.5,校際教師,,,20,0,2,限本班,
56,80069,日外校碩士班,預測性分析:工具和技巧Predictive Analytics: Tools & Techniques,無檔案No file,,自由選修,,否,2.5,校際教師,,,20,0,2,限本班,
57,80068,日外校碩士班,敘述性分析:視覺化與解讀Descriptive Analytics: Visualization & Storytelling,無檔案No file,,自由選修,,否,2.5,校際教師,,,20,0,2,限本班,
58,80067,日外校大學,本科生出國留學/工作Study/work Abroad for Undegraduate Students,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學
59,80066,日外校大學,專業英文(二)Professional English II,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,University of Hradec Kralove
60,80065,日外校大學,捷克語Czech language for foreigners,無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,University of Hradec Kralove
61,80064,日外校大學,德語溝通技巧(一)German Communication Skills I,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences
62,80063,日外校大學,市場營銷與銷售管理專案marketing and sales management project,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences
63,80062,日外校大學,全球英語母語文化Global Anglophone Culture,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學
64,80061,日外校大學,溝通與文化交流Communication and Culture,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,捷克-西波希米亞大學
65,80060,日外校大學,捷克語Czech Language for Foreigners,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,University of Hradec Kralove
66,80059,日外校大學,專業英文Professional English II,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,University of Hradec Kralove
67,80058,日外校大學,商務英文Business English II,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,University of Hradec Kralove
68,80057,日外校大學,學習差異學生實務Working with Students with Learing Differences,無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,美國加州大學爾灣分校
69,80056,日外校大學,教育研究统計Statistics for Education Research,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,美國加州大學爾灣分校
70,80055,日外校大學,疫苗導論Introduction to Vaccines,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,美國加州大學爾灣分校
71,80054,日外校大學,科學與數學教學導論Introduction to Science and Mathematics Teaching,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,美國加州大學爾灣分校
72,80053,日外校大學,電影學英文English through Film,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,韓國-首爾市立大學
73,80052,日外校大學,大眾媒體與韓流文化Mess Media and Popular Culture in Korea,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,韓國-首爾市立大學
74,80051,夜外校大學,地方政府與政治,無檔案No file,,自由選修,,否,2,校際教師,,,30,0,1,限本班,至臺灣師範大學上課
75,80050,日外校大學,生涯發展與訓練研討會Career Development and Coaching Seminar,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,美國-加州大學柏克萊分校
76,80049,日外校大學,跨文化溝通Cross-cultural Communications,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,美國-加州大學柏克萊分校
77,80048,日外校大學,流行文化學Popular Culture,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,美國-加州大學柏克萊分校
78,80047,日外校大學,普通心理學General Psychology,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,美國-加州大學柏克萊分校
79,80046,日外校大學,英文寫作單字與文法Grammar and Vocabulary of Written English,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,美國-加州大學柏克萊分校
80,80045,夜外校大學,稅務法規Taxation,無檔案No file,,自由選修,,否,2,校際教師,,,30,0,1,限本班,至雲林科技大學上課
81,80044,夜外校大學,國際財務管理International Financial Management,無檔案No file,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至虎尾科技大學上課
82,80043,夜外校大學,網路行銷Internet Marketing,無檔案No file,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至虎尾科技大學上課
83,80042,夜外校大學,商事法Business Law,無檔案No file,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至虎尾科技大學上課
84,80041,夜外校大學,產業前景與職涯規劃,無檔案No file,,自由選修,,否,2,校際教師,,,30,0,1,限本班,至台南應用科技大學上課
85,80040,夜外校大學,資料庫系統與管理,無檔案No file,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至台南應用科技大學上課
86,80039,夜外校大學,國語文教學實習Chinese Teaching Practicum,無檔案No file,,自由選修,,否,2,校際教師,,,30,0,1,限本班,至成功大學上課
87,80038,日外校大學,中國美術史History of Chinese Art,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立臺灣藝術大學
88,80037,日外校碩士班,表達性治療研究Seminar on Expressive Therapies,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,臺北市立大學
89,80036,日外校碩士班,諮商實務專題研究Special Topics on Counseling Practice,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,國立臺灣師範大學
90,80035,日外校碩士班,認知與情緒Cognition and Emotion,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立臺灣師範大學
91,80034,日外校碩士班,客體關係理論與實務Object Relations Theory and Practices,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立臺灣師範大學
92,80033,日外校大學,國文Chinese,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,國立台中科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」
93,80032,日外校大學,線性代數(二)Linear Algebra(II),無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
94,80031,日外校大學,幸福入門－正向心理學Introduction to well being-positive psychology,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,11,限本班,【ewant育網】跨校通識。認抵課程：心理與生活。105-109學年度入學:博雅一/110學年入學：跨學院通識(技職)/111學年入學：跨學院通識(科技)
95,80030,日外校碩士班,人際歷程心理治療Interpersonal Process in Psychotherapy,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立臺灣師範大學「本課程網路選課人數未達開課人數，請洽開課單位。」
96,80029,日外校大學,智慧自動化工程概論Introduction of Intelligent Automation,無檔案No file,,自由選修,,否,2,校際教師,校外教室,(二) 02-03 校際選課,1,0,1,限本班,國立勤益科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」
97,80028,日外校大學,植物生理學實驗Plant Physiology Laboratory,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
98,80027,日外校大學,藝術社會學選讀Selected Readings in Sociology of Art,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」
99,80026,日外校大學,遺傳學Genetics,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
100,80025,日外校碩士班,系統晶片整合設計實驗Lab in System-on-Chip Integrated Design,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
101,80024,日外校碩士班,高等數位積體電路Advanced Digital Intergrated Circuits,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
102,80023,日外校大學,國文科/語文領域國文教學實習Teaching Practice for Mandarin in the Area of Language and Literacy,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,靜宜大學「本課程網路選課人數未達開課人數，請洽開課單位。」
103,80022,日外校大學,運動社會學Sociology of Sport,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立臺灣體育運動大學「本課程網路選課人數未達開課人數，請洽開課單位。」
104,80021,日外校大學,熱力學(一)Thermodynamics I,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,建國科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」
105,80020,日外校大學,國文/語文領域本國語文教學實習Teaching Practicum of Chinese,無檔案No file,,自由選修,,否,2,校際教師,,,2,0,3,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
106,80019,日外校大學,國文教學實習Teaching Practicum of Chinese,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,0,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
107,80018,日外校大學,分科/分領域教學實習(商業與管理群)Teaching Practicum for Specificial Area (Business and Management subject),無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立雲林科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」
108,80017,日外校大學,機構學Mechanism,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,大葉大學「本課程網路選課人數未達開課人數，請洽開課單位。」
109,80016,日外校碩士班,專題演講Collquium,無檔案No file,,自由選修,,否,0,校際教師,,,20,0,1,限本班,國立陽明交通大學「本課程網路選課人數未達開課人數，請洽開課單位。」
110,80015,日外校碩士班,論文研討Seminar,無檔案No file,,自由選修,,否,0,校際教師,,,20,0,1,限本班,國立陽明交通大學「本課程網路選課人數未達開課人數，請洽開課單位。」
111,80014,日外校碩士班,平面顯示概論Introduction to Flat Panel Displays,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,國立陽明交通大學「本課程網路選課人數未達開課人數，請洽開課單位。」
112,80013,日外校大學,商業與管理群教學實習Teaching Practicum for Business and Management,無檔案No file,,自由選修,,否,4,校際教師,,,2,0,2,限本班,朝陽科技大學「本課程網路選課人數未達開課人數，請洽開課單位。」
113,80012,日外校大學,生態學General Ecology,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」
114,80011,日外校大學,幼兒教學理論專題研究Instructional Theories of Early Childhood Education,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立嘉義大學「本課程網路選課人數未達開課人數，請洽開課單位。」
115,80010,日外校碩士班,王國維學術專題Topics in Wong Kuo-wei's Scholarship,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」
116,80009,日外校大學,人體生理學Human Physiology,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」
117,80008,日外校大學,拓樸學Topology,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,2,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
118,80007,日外校大學,普通生物學實驗(二)General Biology Laboratory II,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」
119,80006,日外校大學,書法Chinese Calligraphy,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
120,80005,日外校大學,UNIX系統與Script程式設計UNIX System and Script Programing,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
121,80004,日外校大學,法學英文Legal English,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
122,80003,日外校大學,集體勞動法Collective Labour Laws,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
123,80002,日外校大學,智慧財產權法Intellectual Property Law,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
124,80001,日外校大學,運動行銷Sports Marketing,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
125,78061,公共事務夜碩二,論文Thesis,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78061_1SPPCE146400.pdf,系必修,,否,0,論文,,,35,0,29,限本系,
126,78060,公共事務夜碩二,論文指導Thesis Supervision,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78060_1SPPCE146340.pdf,系必修,,否,4,論文,,,30,0,14,限本班,
127,78059,公共事務夜碩一,倫理學專題研究Seminar on Moral Issues,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78059_1SPPCE142920.pdf,系選修,,否,2,洪翠娥,白沙大樓,(五) 10-13 公研C,30,0,17,限本系,雙週五上課；第一次上課日期3/3
128,78058,公共事務夜碩一,當前公共治理專題研究Seminar on Current Public Governance,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78058_1SPPCE148120.pdf,系必修,,否,2,黃建銘,白沙大樓,(四) 10-13 公研C,30,0,7,限本班,雙週四上課；第一次上課日期3/2
129,78057,公共事務夜碩一,地方財政專題研究seminar on local public finance,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78057_1SPPCE159120.pdf,系選修,,否,2,張嘉仁,白沙大樓,(三) 10-13 公研C,30,0,10,限本系,單週三上課；第一次上課日期2/22
130,78056,公共事務夜碩一,地方治理專題研究Seminar on Local governance studies,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78056_1SPPCE149020.pdf,系選修,,否,2,劉兆隆,白沙大樓,(二) 10-13 公研C,30,0,21,限本系,雙週二上課；第一次上課日期3/14
131,78055,公共事務夜碩一,城鄉發展專題研究Studies of Selected Topics in Urban and Rural Developments,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78055_1SPPCE146120.pdf,系選修,,否,2,鄭依萍,白沙大樓,(一) 10-13 公研C,30,0,22,限本系,雙週一上課；第一次上課日期3/13
132,78054,公共事務夜碩一,電影與國際關係專題研究Seminar on Movie and International Relations,無檔案Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78054_1SPPCE160320_EN.pdf,系選修,,否,2,李其澤,白沙大樓,(一) 10-13 公研C,30,0,12,限本系,單週一上課；第一次上課日期2/20
133,78053,公育三,民意調查與分析Public Opinion and Polling,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78053_1SPPC0133120.pdf,組必修,,否,2,劉兆隆,白沙大樓,(三) 03-04 公研C,36,23,22,限本系,
134,78052,公育碩二,論文Thesis,無檔案No file,,系必修,,否,0,論文,,,20,5,18,限本系,
135,78051,公育碩二,論文指導(二)Thesis Supervision II,無檔案No file,,系必修,,否,3,論文,,,20,5,8,限本班,
136,78050,公育碩一,行政法專題研究Seminar on Administrative Law,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78050_1SPPC2001130.pdf,系選修,,否,3,魏培軒,白沙大樓,(五) 05-07 公研A,20,11,11,限本系,
137,78049,公育碩一,國際關係專題研究Seminar on International Relations,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78049_1SPPC2004430.pdf,系選修,,否,3,李其澤,白沙大樓,(二) 10-12 公研A,20,3,7,限本系,
138,78048,公育碩一,論文寫作方法Thesis writing up method,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78048_1SPPC2161020.pdf,系必修,,否,2,鄭依萍,白沙大樓,(二) 08-09 公研A,20,9,15,限本系,
139,78047,公育碩一,社會科學質化研究方法Qualitative Research  Methods for the Social Sciences,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78047_1SPPC2009230.pdf,系必修,,否,3,鄭依萍,白沙大樓,(二) 05-07 公研A,20,9,11,限本系,
140,78046,公育碩一,財政學專題研究Seminar on Public Finance,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78046_1SPPC2160030.pdf,系選修,,否,3,張嘉仁,白沙大樓,(二) 02-04 公研A,20,12,15,限本系,
141,78045,公育碩一,人權專題研究Seminar on Human Rights Issues,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78045_1SPPC2004930.pdf,系選修,,否,3,洪翠娥,白沙大樓,(一) 02-04 公研A,20,16,19,限本系,
142,78044,公育四,臺灣文化導論An Introduction to Taiwanese Culture,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78044_1SPPC0146520.pdf,組必修,,否,2,李宗信,教學大樓,(四) 01-02 T002,50,42,47,限本系,需要68人教室
143,78043,公育四,行政法(二)Administrative Law(2),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78043_1SPPC0141120.pdf,組必修,,否,2,魏培軒,教學大樓,(四) 05-06 T002,68,50,56,限本系,需要68人教室
144,78042,公育四,法學德文(二)Legal German (II),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78042_1SPPC0151920.pdf,系選修,,否,2,李其澤,教學大樓,(四) 03-04 T304,50,6,16,限本系,
145,78041,公育四,民事訴訟法(二)Civil Procedure Law II,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78041_1SPPC0134820.pdf,系選修,,否,2,何志揚,教學大樓,(一) 03-04 T204,50,7,10,可跨班系,
146,78040,公育四,民事訴訟法(一)Civil Procedure Law I,中文下載Download,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78040_1SPPC0134720.pdf,系選修,,否,2,何志揚,教學大樓,(一) 01-02 T204,50,10,9,可跨班系,
147,78039,公育三,公民科教學實習Teaching Practice of Civic Courses,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78039_1SPPC0141320.pdf,組選修,,否,2,鄭依萍,白沙大樓,(四) 03-04 公研C,36,10,15,限本系,
148,78038,公育三,地方治理Local governance,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1112/78038_1SPPC0132920.pdf,組必修,,否,2,劉兆隆,教學大樓,(四) 07-08 T304,50,29,32,限本系,
