序號,課程代碼,開課班別(代表),課程名稱,教學大綱Syllabus,教學大綱連結,課程性質,課程性質2,全英語授課,學分,教師姓名,上課大樓,上課節次+地點,上限人數,登記人數,選上人數,可跨班,備註
14,800B1,日外校大學,法文寫作Written French A2,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,法國-東方語言學校
15,800A9,日外校大學,法文口語表達French Oral and Expression A2,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,法國-東方語言學校
16,800A8,日外校大學,韓國史Korean History,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,
17,800A7,日外校大學,終生身體活動 1Lifetime Physical Activity 1,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,
18,800A6,日外校大學,"德文,初級程度 1(CRFR A1.2)German, Beginner's level 1 (CEFR A1.2)",無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
19,800A5,日外校大學,財務會計Financial Accounting,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,
20,800A4,日外校大學,今日德國－生活和文化Germany Today - German Life and Culture,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學
21,800A3,日外校大學,德語作為外語(進階初學者)German as a Foreign Language(Advanced Beginner),無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學
22,800A2,日外校大學,德語中級密集課程－秋學期German as a Foreign Language(Advanced Beginner),無檔案No file,,自由選修,,否,9,校際教師,,,1,0,1,限本班,德國-卡爾斯魯厄教育大學
23,800A1,日外校大學,英語口說C1等級Oral Proficiency for C1 Level,無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,2,限本班,德國-卡爾斯魯厄教育大學
24,80099,日外校大學,"學術探究、寫作與報告Academic Research, Writing and Presentation",無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,2,限本班,德國-卡爾斯魯厄教育大學
25,80098,日外校大學,當代德國Germany Today - German Life and Culture,無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,2,限本班,德國-卡爾斯魯厄教育大學
26,80097,日外校大學,德語密集課程German Intensive Language Course,無檔案No file,,自由選修,,否,3,校際教師,,,50,0,2,限本班,德國-卡爾斯魯厄教育大學
27,80096,日外校碩士班,教授青少年學生Teaching Young Learners,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
28,80095,日外校碩士班,語言診斷與評估Language Diagnostics and Assessment,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
29,80094,日外校碩士班,TEFL方法Methods of TEFL,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,美國-加州大學爾灣分校
30,80093,日外校碩士班,理論探索Theory Survey,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,
31,80092,日外校碩士班,教學方法Teaching the Skills,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,
32,80091,日外校碩士班,發音技巧教學Teaching Pronunciation Skills,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,
33,80090,日外校碩士班,英語教學職涯Teaching English as a Career,無檔案No file,,自由選修,,否,1,校際教師,,,20,0,1,限本班,
34,80089,日外校碩士班,TEFL實作TEFL Practicum,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,
35,80088,日外校碩士班,兒童教學Teaching Young Learners,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,
36,80087,日外校碩士班,語言診斷和測驗Language Diagnostics and Assessment,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,
37,80086,日外校碩士班,TEFL教學方法Methods of TEFL,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,
38,80085,日外校碩士班,全球團隊領導Global Aspects of Team Leadership,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,
39,80084,日外校碩士班,多重專案實作Project Practicum with Multiple Projects,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,
40,80083,日外校碩士班,專案執行Project Execution,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,
41,80082,日外校碩士班,專案計劃Project Planning,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,
42,80081,日外校碩士班,專案啟動Project Launch,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,
43,80080,日外校大學,多元文化概論cultural diversity,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences
44,80079,日外校大學,歐洲與國際商法European and international business law,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,Frankfurt University of Applied Sciences
45,80078,日外校大學,體育實習6(足球)Sport VI (Soccer),無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,秋田大學
46,80077,日外校大學,多文化間交流論4Improving Cross - Cultural Communication Skills IV,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,秋田大學
47,80076,日外校大學,多文化間交流論3Improving Cross - Cultural Communication Skills III,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,秋田大學
48,80075,日外校大學,日本文化入門2An Introduction to Japanese Culture II,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,秋田大學
49,80074,日外校大學,日文4-6Intermediate Japanese 4-VI,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,秋田大學
50,80073,日外校大學,日文4-4Intermediate Japanese 4-IV,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,秋田大學
51,80072,日外校大學,日文4-2Intermediate Japanese 4-II,無檔案No file,,自由選修,,否,4,校際教師,,,1,0,1,限本班,秋田大學
52,80071,日外校碩士班,多元文化交流Multicultural Communication,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,Tohoku University
53,80070,日外校碩士班,文化與社會探索Exploring Culture and Society,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,Tohoku University
54,80069,日外校碩士班,文化理解Understanding Culture,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,Tohoku University
55,80068,日外校碩士班,特殊國際議題Special Topics on Global Issues,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,Tohoku University
56,80067,日外校碩士班,宗教研究Religion Studies,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,Tohoku University
57,80066,日外校碩士班,宗教學Religion,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,Tohoku University
58,80065,日外校碩士班,管理策略Management Strategy,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,Tohoku University
59,80064,日外校碩士班,日本經濟Japanese Economy,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,Tohoku University
60,80063,日外校大學,Web 3.0 - 去中心化互聯網Web 3.0- The Decentralized Internet of Tomorrow,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,Hochschule Bremen
61,80062,日外校大學,數字貨幣介紹Introduction of Digital Currencies,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,Hochschule Bremen
62,80061,日外校碩士班,領導和改變管理Leadership & Change Management,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,"California State University, Sacramento"
63,80060,日外校碩士班,專案管理Project Management,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,"California State University, Sacramento"
64,80059,日外校碩士班,全球供應鏈管理Global Supply Chain Management,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,"California State University, Sacramento"
65,80058,日外校碩士班,跨國企業管理Multinational Corporate Management,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,"California State University, Sacramento"
66,80057,日外校碩士班,比較國際管理Comparative International Management,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,"California State University, Sacramento"
67,80056,日外校大學,韓國大眾傳媒與流行文化Mass Media and Popular Culture in Korean,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,University of Seoul
68,80055,日外校大學,高級韓國語Advanced Korean Language I,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,University of Seoul
69,80054,日外校大學,管理資訊系統Management Information System,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,University of Seoul
70,80053,日外校大學,電腦圖學Computer Graphics,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,University of Seoul
71,80052,日外校碩士班,初階德語學習Germany Studies for Beginners,無檔案No file,,自由選修,,否,1.5,校際教師,,,1,0,1,限本班,Fachhochschule Dortmund
72,80051,日外校碩士班,德語溝通技巧(一)German Communication Skills I,無檔案No file,,自由選修,,否,2.5,校際教師,,,1,0,1,限本班,Fachhochschule Dortmund
73,80050,日外校大學,行為金融學Behavior Finance,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,北京師範大學
74,80049,日外校大學,數字時代的職場心理學Workplace psychology in the digital age,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,北京師範大學
75,80048,日外校大學,供應鏈與物流管理Supply chain and logistics management,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,北京師範大學
76,80047,日外校大學,大一專題Freshmen Seminar,無檔案No file,,自由選修,,否,1,校際教師,,,1,0,1,限本班,美國-奥斯汀畢州立大學
77,80046,日外校大學,國際政治International Politics,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,美國-奥斯汀畢州立大學
78,80045,日外校大學,活動策劃導論Introduction to Event Planning,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,美國-奥斯汀畢州立大學
79,80044,日外校大學,技術與報告寫作Technical and Report Writing,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,美國-奥斯汀畢州立大學
80,80043,日外校大學,英文作文English Composition II,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,美國-奥斯汀畢州立大學
81,80042,日外校大學,初階德國研究Germany Studies for Beginners,無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,Fachhochschule Dortmund
82,80041,日外校大學,德語溝通技巧German Communication Skills,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,Fachhochschule Dortmund
83,80040,日外校大學,社會工作中的國際化實踐Social Work in international practice,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,捷克-奧斯特拉瓦大學
84,80039,日外校大學,捷克社會福利體系簡介Introduction to study Czech social work at Faculty of Social Studies of University os Ostrava,無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,捷克-奧斯特拉瓦大學
85,80038,日外校大學,捷克語言與歷史文化入門Introduction to Czech Language and culture,無檔案No file,,自由選修,,否,1.5,校際教師,,,50,0,1,限本班,捷克-奧斯特拉瓦大學
86,80037,日外校大學,跨文化管理International Project management,無檔案No file,,自由選修,,否,3.5,校際教師,,,50,0,1,限本班,捷克-奧斯特拉瓦大學
87,80036,日外校碩士班,工作室藝術治療Studio Art Therapy,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,臺北市立大學
88,80035,日外校碩士班,藝術治療倫理Ethics in Art Therapy,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,臺北市立大學
89,80034,日外校碩士班,諮商理論專題研究Special Topics on Counseling Theories,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立臺灣師範大學
90,80033,日外校大學,美術史(一)History of Art (I),無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立台灣藝術大學
91,80032,日外校大學,跨國公司之風險管理Risk Management in Multinational Firm,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,
92,80031,日外校大學,國際金融市場與策略International Finanace Markets & Strategy,無檔案No file,,自由選修,,否,4,校際教師,,,50,0,1,限本班,
93,80030,日外校大學,財務模型Finanacial Modeling,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
94,80029,日外校大學,財務數學Financial Mathematics,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
95,80028,日外校大學,財務分析Financial Analysis,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,
96,80027,日外校大學,會計學Accounting,無檔案No file,,自由選修,,否,2.5,校際教師,,,50,0,1,限本班,
97,80026,夜外校大學,動作技能學習專題研究Seminar in Motor Learning,無檔案No file,,自由選修,,否,2,校際教師,,,30,0,1,限本班,至國立臺灣體育大學上課
98,80025,日外校碩士班,質性研究Qualitative Research,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立臺南大學
99,80024,夜外校大學,程式設計Program Design,無檔案No file,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至虎尾科技大學上課
100,80023,夜外校大學,組織行為Organizational Behavior,無檔案No file,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至虎尾科技大學上課
101,80022,夜外校大學,行銷管理Marketing Management,無檔案No file,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至虎尾科技大學上課
102,80021,夜外校大學,地理資訊系統Geographical Information System,無檔案No file,,自由選修,,否,2,校際教師,,,30,0,1,限本班,至東海大學上課
103,80020,夜外校大學,西洋上古史Ancient Western History,無檔案No file,,自由選修,,否,3,校際教師,,,30,0,1,限本班,至中興大學上課
104,80019,夜外校大學,體育原理Principles of Physical Education,無檔案No file,,自由選修,,否,2,校際教師,,,30,0,1,限本班,至台灣體育運動大學上課
105,80018,日外校碩士班,商業智慧研討Business intelligence study,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,朝陽科技大學
106,80017,日外校大學,品德與專業倫理Personal Character and Professional Ethics,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,正修科技大學
107,80016,日外校大學,電路學(一)Electrical Circuits(Ｉ),無檔案No file,,自由選修,,否,3,校際教師,,,50,0,1,限本班,正修科技大學
108,80015,日外校大學,微處理機與實習,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,正修科技大學
109,80014,日外校大學,幸福入門－正向心理學Introduction to well being-positive psychology,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,22,限本班,【ewant育網】跨校通識。認抵課程：心理與生活。博雅一/110學年入學：跨學院通識(技職)/111學年入學：跨學院通識(科技)
110,80013,日外校大學,普通生物學General Biology,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,大葉大學「本課程網路選課人數未達開課人數，請洽開課單位。」
111,80012,日外校碩士班,語言教學技巧Language Teaching Techniques,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,大葉大學「本課程網路選課人數未達開課人數，請洽開課單位。」
112,80011,日外校碩士班,能源工程特論Special Treatise on Engergy Engineering,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,國立聯合大學「本課程網路選課人數未達開課人數，請洽開課單位。」
113,80010,日外校碩士班,運動生物力學實驗Experiment in Sport Biomechanics,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,國立台灣體育運動大學「本課程網路選課人數未達開課人數，請洽開課單位。」
114,80009,日外校碩士班,高等應用統計學Advanced Appllied Statistics,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,國立台灣體育運動大學「本課程網路選課人數未達開課人數，請洽開課單位。」
115,80008,日外校碩士班,動作技能學習專題研究Special Topics in Motor Learning,無檔案No file,,自由選修,,否,2,校際教師,,,20,0,1,限本班,國立台灣體育運動大學「本課程網路選課人數未達開課人數，請洽開課單位。」
116,80007,日外校大學,體操(一)女Gymnastics (1),無檔案No file,,自由選修,,否,1,校際教師,,,50,0,1,限本班,國立台灣體育運動大學「本課程網路選課人數未達開課人數，請洽開課單位。」
117,80006,日外校碩士班,表達性藝術治療研究Studies in Expressive Arts Therapy,無檔案No file,,自由選修,,否,3,校際教師,,,1,0,1,限本班,國立臺中教育大學「本課程網路選課人數未達開課人數，請洽開課單位。」
118,80005,日外校大學,教育哲學Educational Philosophy,無檔案No file,,自由選修,,否,2,校際教師,,,50,0,1,限本班,台中教育大學「本課程網路選課人數未達開課人數，請洽開課單位。」
119,80004,日外校碩士班,策略管理Strategic Management,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,東海大學「本課程網路選課人數未達開課人數，請洽開課單位。」
120,80003,日外校碩士班,英語教學理論與實務Theories and Methods of English Teaching,無檔案No file,,自由選修,,否,3,校際教師,,,20,0,1,限本班,嘉義大學「本課程網路選課人數未達開課人數，請洽開課單位。」
121,80002,日外校大學,勞工保險法Labor Insurance Law,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
122,80001,日外校大學,英美法導論Introduction to Anglo-American Law,無檔案No file,,自由選修,,否,2,校際教師,,,1,0,1,限本班,國立中興大學「本課程網路選課人數未達開課人數，請洽開課單位。」
123,78057,公共事務夜碩三,論文指導Thesis Supervision,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78057_1SPPCE146340.pdf,系必修,,否,4,論文,,,30,0,2,限本班,
124,78056,公育碩一,比較政治理論專題研究comparative politics studies,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78056_1SPPC2150830.pdf,系選修,,否,3,劉兆隆,白沙大樓,(二) 02-04 公研A,20,6,14,限本系,
125,78055,公共事務夜碩二,論文Thesis,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78055_1SPPCE146400.pdf,系必修,,否,0,論文,,,30,0,24,限本系,
126,78054,公共事務夜碩一,多元文化專題研究Seminar on Multiculturalism and Multiculturalism Policy,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78054_1SPPCE145320.pdf,系選修,,否,2,洪翠娥,白沙大樓,(五) 10-13 公研C,30,0,29,限本系,雙週五上課；第一次上課日期9/23
127,78053,公共事務夜碩一,社會科學研究方法Research Methods in the Social Sciences,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78053_1SPPCE142520.pdf,系必修,,否,2,張嘉仁,白沙大樓,(四) 10-13 公研C,30,0,10,限本系,雙週四上課；第一次上課日期9/22
128,78052,公共事務夜碩一,憲法專題研究Seminar on Constitutional Law,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78052_1SPPCE158920.pdf,系選修,,否,2,魏培軒,白沙大樓,(二) 10-13 公研C,30,0,6,限本系,雙週二上課；第一次上課日期9/13
129,78051,公共事務夜碩一,民法專題研究Seminar on Civil Law,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78051_1SPPCE145020.pdf,系選修,,否,2,林玫君,白沙大樓,(三) 10-13 公研C,30,0,8,限本系,單週三上課；第一次上課日期9/14
130,78050,公共事務夜碩一,科技與公民素養專題研究seminar: technology and civic literacy,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78050_1SPPCE160820.pdf,系選修,,否,2,鄭依萍,白沙大樓,(二) 10-13 公研C,30,0,20,限本系,單週二上課；第一次上課日期9/20
131,78049,公共事務夜碩一,人工智慧與全球治理專題研究Seminar on Artificial Intelligence and Global Governance,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78049_1SPPCE160620.pdf,系選修,,否,2,李其澤,白沙大樓,(一) 10-13 公研C,30,0,21,限本系,單週一上課；第一次上課日期9/12
132,78048,公育碩二,論文Thesis,無檔案No file,,系必修,,否,0,論文,,,20,1,19,限本系,
133,78047,公育碩二,論文指導(一)Thesis Supervision I,無檔案No file,,系必修,,否,3,論文,,,20,5,8,限本班,
134,78046,公育碩二,論文寫作方法Thesis writing up method,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78046_1SPPC2150310.pdf,系必修,,否,1,黃建銘,白沙大樓,(四) 06 公研C,20,5,5,限本班,
135,78045,公育碩一,社會科學量化研究方法Quantitative Research Methods in the Social Sciences,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78045_1SPPC2009330.pdf,系必修,,否,3,張嘉仁,白沙大樓,(四) 05-07 公研A,20,8,13,限本系,
136,78044,公育碩一,全球治理專題研究Seminar on Global Governance,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78044_1SPPC2004630.pdf,系選修,,否,3,李其澤,白沙大樓,(三) 10-12 公研A,20,7,12,限本系,
137,78043,公育碩一,跨域治理專題研究Seminar on Bounary-spanning Governance,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78043_1SPPC2156820.pdf,系選修,,否,2,李長晏,白沙大樓,(二) 05-06 公研A,20,7,9,限本系,
138,78041,公育碩一,災害管理專題研究Seminar on Disaster Mitigation Planning and management,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78041_1SPPC2156130.pdf,系選修,,否,3,吳介英,白沙大樓,(一) 06-08 公研A,20,4,4,限本系,
139,78040,公育碩一,多元文化專題研究Seminar on Multiculturalism and Multiculturalism Policy,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78040_1SPPC2002430.pdf,系選修,,否,3,洪翠娥,白沙大樓,(一) 02-04 公研A,20,6,7,限本系,
140,78039,公育四,法學德文(一)Legal German (I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78039_1SPPC0151820.pdf,系選修,,否,2,李其澤,教學大樓,(二) 05-06 T206,50,18,17,限本系,
141,78038,公育四,社會心理學Social Psychology,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78038_1SPPC0137020.pdf,系選修,,否,2,鄭依萍,教學大樓,(一) 05-06 T304,50,12,15,限本系,
142,78037,公育三,地方派系與地方選舉Local Faction &Local Election,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78037_1SPPC0135720.pdf,系選修,,否,2,林彣瑾,教學大樓,(五) 03-04 T204,50,0,20,限本系,
143,78036,公育三,政治社會學Political Sociology,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78036_1SPPC0132020.pdf,組必修,,否,2,魏培軒,教學大樓,(一) 07-08 T302,50,1,16,限本系,
144,78035,公育三,公民科教材教法Teaching Material and Method of Civic Courses,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78035_1SPPC0141220.pdf,組選修,,否,2,鄭依萍,教學大樓,(四) 05-06 T204,50,4,15,限本班,
145,78034,公育三,多元文化通論An Introduction to Multiculturalism & Multicultural Education,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78034_1SPPC0132520.pdf,組必修,,否,2,洪翠娥,教學大樓,(四) 03-04 T203,50,1,37,限本系,
146,78033,公育三,個體經濟學Microeconomics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78033_1SPPC0133420.pdf,組必修,,否,2,張嘉仁,白沙大樓,(三) 03-04 公研C,36,1,27,限本系,
147,78032,公育三,政治發展Political Development,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78032_1SPPC0132420.pdf,組必修,,否,2,劉兆隆,教學大樓,(三) 05-06 T204,50,2,35,限本系,
148,78031,公育三,統計學Statistics,中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78031_1SPPC0132320.pdf,組必修,,否,2,張嘉仁,白沙大樓,(三) 07-08 公研C,36,2,35,限本系,
149,78030,公育三,行政法(一)Administrative Law(1),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78030_1SPPC0141020.pdf,系必修,,否,2,魏培軒,教學大樓,(二) 07-08 T105,68,69,82,限本系,需要68人教室
150,78029,公育三,刑法(一)Criminal Law(I),中文下載No file,https://webap0.ncue.edu.tw/DEANV2/UploadDEAN/SUBJECT/1111/78029_1SPPC0131120.pdf,系必修,,否,2,林玫君,教學大樓,(二) 05-06 T204,50,4,44,限本系,
